"","SetCode","NoCopies","Winrate"
"1","MH2",1240,0.714
"2","ZEN",523,0.72
"3","LEA",427,0.714
"4","MH1",426,0.71
"5","ONS",362,0.721
"6","LRW",215,0.715
"7","WWK",211,0.732
"8","ELD",208,0.716
"9","ZNR",168,0.737
"10","STX",158,0.731
"11","SOM",157,0.7
"12","GPT",146,0.724
"13","DIS",142,0.726
"14","M20",139,0.71
"15","CSP",135,0.738
"16","ICE",134,0.715
"17","KLD",133,0.707
"18","FUT",122,0.733
"19","RAV",121,0.724
"20","WAR",119,0.715
"21","NEO",114,0.707
"22","NPH",112,0.683
"23","THB",109,0.726
"24","5DN",105,0.714
"25","IKO",101,0.713
"26","EMN",95,0.707
"27","MID",80,0.718
"28","AVR",76,0.74
"29","ATQ",75,0.694
"30","AFR",74,0.716
"31","ALA",68,0.721
"32","AER",67,0.688
"33","MRD",67,0.686
"34","ARB",66,0.7
"35","M11",63,0.75
"36","MBS",61,0.692
"37","DRK",54,0.717
"38","TSP",53,0.717
"39","CON",52,0.723
"40","ROE",50,0.703
"41","M19",47,0.739
"42","DTK",45,0.726
"43","SHM",45,0.711
"44","CHK",41,0.768
"45","SOK",40,0.686
"46","PLS",37,0.73
"47","PC2",36,0.729
"48","HOU",31,0.667
"49","KTK",28,0.696
"50","ISD",27,0.701
"51","PLC",25,0.663
"52","M21",25,0.677
"53","GTC",25,0.705
"54","APC",24,0.75
"55","DKA",22,0.73
"56","RNA",21,0.728
"57","DST",21,0.692
"58","AKH",21,0.675
"59","RTR",18,0.648
"60","DGM",18,0.729
"61","MOR",17,0.72
"62","DOM",17,0.707
"63","JOU",16,0.704
"64","GRN",15,0.714
"65","CMD",14,0.746
"66","VOW",13,0.74
"67","OGW",13,0.776
"68","XLN",13,0.621
"69","TMP",10,0.778
"70","STH",10,0.611
"71","SOI",9,0.75
"72","M15",8,0.778
"73","EVE",6,0.765
"74","KHM",4,0.778
"75","MIR",4,0.714
"76","BOK",4,0.75
"77","WTH",4,0.75
"78","M12",4,0.571
"79","PTK",3,0.75
"80","EXO",3,0.667
"81","JUD",2,0.778
"82","BFZ",1,0.571
