"","CardNames","DeckCount","WinrateAverage"
"1","Warren Weirding",1,100
"2","Radiant Flames",1,100
"3","Obstinate Baloth",6,84.1
"4","Outland Liberator",10,82.6
"5","Scavenging Ooze",2,82.4
"6","Living End",7,81.8
"7","Thieving Skydiver",3,81
"8","Giant Killer",3,80
"9","Kaito Shizuki",1,80
"10","Khalni Garden",1,80
"11","Duergar Hedge-Mage",4,78.9
"12","Harbinger of the Tides",2,78.9
"13","Iona, Shield of Emeria",5,78.6
"14","Blacksmith's Skill",19,77.9
"15","Pyromancer Ascension",1,77.8
"16","Shark Typhoon",1,77.8
"17","Dragon's Claw",1,77.8
"18","Kozilek's Return",1,77.8
"19","Shore Up",1,77.8
"20","Tale's End",1,77.8
"21","Unholy Heat",1,77.8
"22","Ashiok, Nightmare Muse",1,77.8
"23","Desert",1,77.8
"24","Conflagrate",1,77.8
"25","Isolate",1,77.8
"26","Hall of Storm Giants",1,77.8
"27","Knight of Autumn",6,77.1
"28","Bojuka Bog",4,77.1
"29","Radiant Fountain",2,76.9
"30","Ancient Grudge",3,76.5
"31","Otawara, Soaring City",2,76.5
"32","Thoughtseize",18,76
"33","Endurance",65,75.8
"34","Burrenton Forge-Tender",7,75.6
"35","Necromentia",38,75.2
"36","Leyline of Sanctity",24,75.2
"37","Foundation Breaker",29,75.1
"38","Collective Brutality",20,75
"39","Dead // Gone",16,75
"40","Crime // Punishment",8,75
"41","Grief",2,75
"42","Snapcaster Mage",2,75
"43","Fracturing Gust",2,75
"44","Hallowed Fountain",2,75
"45","Blast Zone",1,75
"46","Run Afoul",1,75
"47","Repudiate // Replicate",1,75
"48","Spell Snare",1,75
"49","Prismatic Omen",1,75
"50","Sword of Feast and Famine",1,75
