"","SetCode","NoCopies","Winrate"
"1","MH2",4551,0.727
"2","ZEN",2023,0.721
"3","LEA",1807,0.722
"4","MH1",1650,0.728
"5","ONS",1489,0.722
"6","NEO",976,0.726
"7","ELD",847,0.718
"8","GPT",743,0.718
"9","M20",629,0.732
"10","WWK",622,0.723
"11","STX",532,0.717
"12","DIS",508,0.728
"13","WAR",499,0.708
"14","SNC",499,0.722
"15","ICE",485,0.722
"16","LRW",480,0.723
"17","5DN",462,0.727
"18","RAV",452,0.724
"19","KLD",445,0.728
"20","ATQ",422,0.706
"21","SOM",413,0.715
"22","NPH",410,0.718
"23","ZNR",404,0.721
"24","CSP",374,0.718
"25","MRD",369,0.705
"26","EMN",368,0.733
"27","THB",348,0.719
"28","DMU",344,0.7
"29","IKO",341,0.713
"30","AER",336,0.708
"31","MID",297,0.725
"32","CMD",287,0.723
"33","ARB",281,0.736
"34","AVR",253,0.741
"35","FUT",245,0.745
"36","TSP",245,0.734
"37","M21",242,0.74
"38","DRK",235,0.718
"39","APC",231,0.713
"40","RNA",222,0.727
"41","MBS",183,0.73
"42","CHK",181,0.722
"43","PC2",176,0.732
"44","ALA",174,0.71
"45","AFR",172,0.721
"46","PLS",148,0.717
"47","DST",146,0.699
"48","HOU",145,0.721
"49","DKA",136,0.758
"50","SOK",133,0.713
"51","ROE",127,0.686
"52","PLC",125,0.731
"53","KTK",125,0.699
"54","M11",118,0.754
"55","ORI",117,0.723
"56","GTC",116,0.689
"57","AKH",107,0.758
"58","SOI",105,0.72
"59","RTR",100,0.717
"60","SHM",100,0.715
"61","OGW",99,0.695
"62","CON",82,0.726
"63","VOW",81,0.731
"64","JOU",81,0.698
"65","MOR",78,0.728
"66","STH",77,0.719
"67","DOM",67,0.708
"68","DGM",63,0.699
"69","M19",62,0.704
"70","GRN",56,0.736
"71","DTK",45,0.72
"72","INV",44,0.714
"73","ISD",42,0.734
"74","BFZ",42,0.7
"75","XLN",41,0.674
"76","MIR",36,0.806
"77","P02",30,0.727
"78","EVE",22,0.821
"79","FRF",22,0.691
"80","M12",22,0.7
"81","TMP",19,0.725
"82","THS",16,0.674
"83","KHM",15,0.746
"84","M13",15,0.737
"85","JUD",14,0.714
"86","M10",12,0.692
"87","ARN",9,0.719
"88","ULG",7,0.727
"89","C14",6,0.686
"90","M15",6,0.744
"91","BOK",3,0.714
"92","ODY",3,0.714
"93","PTK",3,0.75
"94","TOR",2,0.75
"95","VIS",1,0.75
"96","WTH",1,0.625
