"","SetCode","NoCopies","Winrate"
"1","MH2",4709,0.725
"2","MH1",1698,0.727
"3","ZEN",1653,0.729
"4","LEA",1452,0.728
"5","ONS",1316,0.727
"6","NEO",706,0.727
"7","ELD",669,0.732
"8","WAR",635,0.715
"9","GPT",568,0.729
"10","M20",566,0.721
"11","RAV",510,0.729
"12","ICE",495,0.729
"13","DIS",492,0.72
"14","ZNR",491,0.725
"15","WWK",474,0.74
"16","STX",444,0.739
"17","AVR",443,0.736
"18","FUT",422,0.726
"19","KLD",420,0.729
"20","CSP",366,0.735
"21","LRW",366,0.709
"22","MRD",360,0.714
"23","SOM",353,0.697
"24","5DN",322,0.739
"25","PLS",315,0.727
"26","IKO",300,0.726
"27","MID",276,0.734
"28","THB",275,0.72
"29","EMN",275,0.731
"30","ATQ",266,0.732
"31","NPH",262,0.718
"32","TSP",219,0.738
"33","ARB",214,0.715
"34","CMD",207,0.737
"35","AER",178,0.704
"36","DKA",178,0.724
"37","M11",167,0.728
"38","ALA",167,0.725
"39","ROE",146,0.715
"40","AFR",141,0.684
"41","DRK",138,0.738
"42","PC2",132,0.725
"43","OGW",132,0.725
"44","DST",122,0.709
"45","CHK",120,0.726
"46","PLC",116,0.72
"47","RNA",112,0.717
"48","M21",101,0.717
"49","MBS",97,0.727
"50","RTR",95,0.727
"51","SOK",95,0.712
"52","APC",94,0.723
"53","SHM",94,0.721
"54","AKH",92,0.719
"55","KTK",81,0.704
"56","ISD",78,0.717
"57","MIR",74,0.702
"58","HOU",73,0.712
"59","SOI",70,0.716
"60","GTC",65,0.711
"61","DOM",61,0.696
"62","M19",59,0.728
"63","GRN",59,0.719
"64","CON",57,0.725
"65","STH",52,0.723
"66","JOU",47,0.709
"67","ULG",43,0.682
"68","EVE",42,0.709
"69","VOW",41,0.753
"70","INV",41,0.753
"71","BFZ",37,0.75
"72","DTK",31,0.737
"73","MOR",28,0.742
"74","XLN",26,0.675
"75","C14",25,0.72
"76","DGM",25,0.698
"77","TOR",20,0.667
"78","FRF",17,0.753
"79","M13",15,0.75
"80","JUD",15,0.708
"81","M15",14,0.789
"82","ORI",14,0.673
"83","ARN",12,0.7
"84","M12",10,0.607
"85","KHM",9,0.78
"86","WTH",9,0.727
"87","PTK",7,0.667
"88","P02",4,0.75
"89","VIS",4,0.75
"90","RIX",4,0.571
"91","M10",2,0.75
"92","THS",2,0.643
"93","LEG",1,0.714
