"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1927,0.748
"2","Anastasia Ovchinnikova",778,0.755
"3","Christopher Rush",768,0.749
"4","Mark Poole",712,0.754
"5","Shelly Wan",517,0.756
"6","Eric Deschamps",444,0.748
"7","John Stanko",442,0.736
"8","Adam Paquette",414,0.749
"9","Alayna Danner",405,0.751
"10","Philip Straub",394,0.758
"11","Simon Dominic",385,0.743
"12","Chris Rallis",357,0.752
"13","Chippy",348,0.757
"14","Randy Vargas",348,0.747
"15","Raoul Vitale",336,0.761
"16","Vincent Proce",326,0.733
"17","Izzy",321,0.751
"18","Ekaterina Burmak",319,0.758
"19","Jason Chan",317,0.744
"20","Kari Christensen",305,0.752
"21","John Avon",293,0.75
"22","Vance Kovacs",285,0.752
"23","Paul Scott Canavan",283,0.76
"24","Chris Ostrowski",274,0.746
"25","Aleksi Briclot",273,0.727
"26","Jean-Sébastien Rossbach",269,0.747
"27","Ron Spears",263,0.75
"28","Ryan Pancoast",262,0.737
"29","Anthony S. Waters",260,0.739
"30","Titus Lunter",259,0.749
"31","Lucas Graciano",248,0.763
"32","Martina Fackova",248,0.757
"33","Chris Rahn",246,0.748
"34","Evan Shipard",243,0.748
"35","Svetlin Velinov",237,0.752
"36","Lake Hurwitz",235,0.749
"37","Mark Zug",234,0.718
"38","Chase Stone",221,0.747
"39","Tom Wänerstrand",220,0.753
"40","Howard Lyon",213,0.742
"41","Zezhou Chen",212,0.767
"42","Cyril Van Der Haegen",212,0.747
"43","Anson Maddocks",210,0.75
"44","Franz Vohwinkel",207,0.737
"45","Jung Park",195,0.745
"46","Richard Whitters",188,0.757
"47","Iain McCaig",187,0.76
"48","Mark Tedin",186,0.739
"49","Sam Burley",177,0.752
"50","Kev Walker",177,0.742
"51","Yeong-Hao Han",177,0.756
"52","Raymond Swanland",175,0.735
"53","Nils Hamm",162,0.737
"54","Cliff Childs",153,0.752
"55","Jonas De Ro",152,0.744
"56","Christine Choi",148,0.76
"57","Matt Stewart",144,0.744
"58","Jesper Myrfors",141,0.751
"59","David Martin",139,0.743
"60","Mike Bierek",138,0.722
"61","Pete Venters",138,0.731
"62","Nicholas Gregory",137,0.761
"63","Jason Rainville",137,0.726
"64","Greg Staples",133,0.741
"65","Douglas Shuler",132,0.739
"66","Martina Pilcerova",127,0.742
"67","Terese Nielsen",126,0.739
"68","Dan Scott",123,0.757
"69","Johannes Voss",123,0.73
"70","Tomasz Jedruszek",123,0.747
"71","Filip Burburan",118,0.729
"72","Warren Mahy",117,0.74
"73","Wisnu Tan",116,0.722
"74","Dmitry Burmak",114,0.75
"75","Greg Hildebrandt",112,0.752
"76","Richard Wright",105,0.746
"77","Michael C. Hayes",105,0.729
"78","Daarken",104,0.724
"79","Campbell White",102,0.747
"80","Bastien L. Deharme",101,0.756
"81","Todd Lockwood",94,0.754
"82","Pat Morrissey",90,0.741
"83","Craig J Spearing",89,0.754
"84","Yongjae Choi",88,0.711
"85","Scott Murphy",86,0.746
"86","Amy Weber",86,0.744
"87","James Paick",86,0.744
"88","Steven Belledin",86,0.749
"89","Cynthia Sheppard",85,0.736
"90","Tomas Giorello",84,0.76
"91","Steve Argyle",83,0.729
"92","Heather Hudson",82,0.717
"93","Dave Kendall",80,0.727
"94","Victor Adame Minguez",77,0.755
"95","Randy Gallegos",76,0.73
"96","Volkan Baǵa",73,0.752
"97","Lars Grant-West",73,0.752
"98","Kieran Yanner",70,0.743
"99","Seb McKinnon",70,0.751
"100","Jim Nelson",70,0.738
"101","Christopher Moeller",67,0.748
"102","Scott M. Fischer",66,0.722
"103","Michael Komarck",64,0.745
"104","Mark Winters",64,0.712
"105","Chris Cold",64,0.708
"106","Michael Sutfin",62,0.731
"107","Adam Rex",62,0.739
"108","Karl Kopinski",59,0.737
"109","Brom",57,0.705
"110","John Matson",56,0.707
"111","Dan Frazier",53,0.73
"112","Zoltan Boros",53,0.758
"113","Johan Grenier",51,0.779
"114","Daniel Ljunggren",50,0.719
"115","Alex Horley-Orlandelli",49,0.723
"116","Fred Fields",48,0.729
"117","Luca Zontini",45,0.718
"118","Edward P. Beard, Jr.",44,0.71
"119","Antonio José Manzanedo",42,0.755
"120","Lie Setiawan",41,0.738
"121","Bryan Sola",41,0.725
"122","Jaime Jones",41,0.744
"123","Heonhwa Choe",40,0.757
"124","Noah Bradley",38,0.72
"125","Jason Felix",37,0.752
"126","Dimitar Marinski",37,0.756
"127","DiTerlizzi",37,0.701
"128","Jesper Ejsing",35,0.733
"129","John Howe",32,0.789
"130","Donato Giancola",30,0.702
"131","Khang Le",29,0.759
"132","Sidharth Chaturvedi",29,0.708
"133","Alexander Forssberg",28,0.763
"134","Lucas Staniec",27,0.732
"135","Johann Bodin",27,0.74
"136","Steve Prescott",26,0.759
"137","Nicholas Elias",26,0.75
"138","Magali Villeneuve",25,0.76
"139","Sam Wood",24,0.718
"140","Justin Murray",24,0.756
"141","rk post",24,0.746
"142","Ben Thompson",23,0.762
"143","Lius Lasahido",23,0.731
"144","Carl Critchlow",22,0.712
"145","Grzegorz Rutkowski",22,0.756
"146","Jeff Miracola",22,0.778
"147","Wayne England",22,0.743
"148","Eric Fortune",21,0.745
"149","Livia Prima",21,0.75
"150","William Arnold",20,0.729
"151","Zoltan Boros & Gabor Szikszai",19,0.748
"152","Chuck Lukacs",19,0.712
"153","Jason A. Engle",19,0.75
"154","Igor Kieryluk",18,0.735
"155","Caio Monteiro",17,0.767
"156","Lindsey Look",17,0.714
"157","Austin Hsu",17,0.708
"158","Richard Kane Ferguson",17,0.69
"159","Deruchenko Alexander",16,0.75
"160","Willian Murai",16,0.833
"161","Jana Schirmer & Johannes Voss",16,0.786
"162","Wesley Burt",15,0.769
"163","Fariba Khamseh",15,0.708
"164","Jim Murray",15,0.742
"165","Marta Nael",14,0.77
"166","Charles Urbach",14,0.704
"167","Matt Thompson",14,0.696
"168","Andrew Mar",13,0.75
"169","Sarah Finnigan",13,0.699
"170","Thomas M. Baxa",13,0.7
"171","Darrell Riche",12,0.76
"172","Daniel Gelon",12,0.714
"173","Matt Cavotta",12,0.708
"174","Joseph Meehan",11,0.76
"175","Mark A. Nelson",10,0.743
"176","Milivoj Ćeran",10,0.815
"177","Julian Kok Joon Wen",10,0.672
"178","Phil Foglio",10,0.722
"179","Winona Nelson",10,0.769
"180","Wayne Reynolds",10,0.7
"181","Ryan Yee",10,0.727
"182","Dave Allsop",10,0.697
"183","Mitsuaki Sagiri",9,0.812
"184","Ralph Horsley",9,0.714
"185","Rebecca Guay",9,0.684
"186","Don Hazeltine",9,0.645
"187","Pauline Voss",8,0.824
"188","Chris Seaman",8,0.824
"189","Hideaki Takamura",8,0.732
"190","Sung Choi",8,0.724
"191","Mark Romanoski",8,0.714
"192","Kimonas Theodossiou",8,0.727
"193","Jeremy Enecio",8,0.647
"194","Viktor Titov",8,0.75
"195","Mark Brill",8,0.696
"196","Bayard Wu",7,0.75
"197","Tyler Jacobson",6,0.729
"198","Jakub Kasper",6,0.714
"199","Zack Stella",5,0.727
"200","Bryon Wackwitz",5,0.7
"201","Jeremy Jarvis",5,0.75
"202","David Rapoza",5,0.696
"203","Allen Williams",5,0.636
"204","Uriah Voth",4,0.8
"205","G-host Lee",4,0.731
"206","Stephen Tappin",4,1
"207","D. Alexander Gregory",4,0.727
"208","Caroline Gariba",4,0.7
"209","Ilse Gort",4,0.625
"210","Aaron Miller",4,0.714
