"","SetCode","NoCopies","Winrate"
"1","MH2",3758,0.749
"2","MH1",1807,0.749
"3","ZEN",1650,0.752
"4","LEA",1567,0.75
"5","ONS",1157,0.747
"6","NEO",771,0.743
"7","ELD",695,0.756
"8","WAR",568,0.744
"9","RAV",550,0.74
"10","WWK",547,0.749
"11","GPT",533,0.751
"12","KLD",509,0.748
"13","STX",479,0.749
"14","DIS",464,0.748
"15","ICE",448,0.742
"16","M20",423,0.755
"17","FUT",396,0.742
"18","LRW",358,0.731
"19","5DN",351,0.752
"20","MID",344,0.756
"21","TSP",344,0.739
"22","ZNR",342,0.753
"23","SOM",341,0.729
"24","AVR",301,0.751
"25","ARB",289,0.755
"26","CSP",284,0.755
"27","THB",278,0.736
"28","ALA",273,0.746
"29","ATQ",268,0.736
"30","NPH",264,0.738
"31","IKO",247,0.754
"32","MRD",222,0.725
"33","M11",219,0.737
"34","EMN",205,0.736
"35","DRK",200,0.758
"36","PC2",188,0.757
"37","M21",179,0.74
"38","AFR",172,0.719
"39","ROE",172,0.743
"40","AER",162,0.732
"41","PLS",161,0.739
"42","DKA",153,0.716
"43","PLC",145,0.741
"44","APC",140,0.745
"45","DST",119,0.726
"46","ISD",116,0.762
"47","RTR",112,0.751
"48","CHK",109,0.736
"49","MBS",107,0.725
"50","SOI",107,0.739
"51","CON",106,0.75
"52","DOM",102,0.757
"53","AKH",102,0.747
"54","SHM",100,0.74
"55","HOU",90,0.763
"56","INV",86,0.737
"57","JOU",85,0.737
"58","SOK",84,0.727
"59","OGW",83,0.756
"60","KTK",82,0.751
"61","RNA",76,0.742
"62","BFZ",69,0.729
"63","GRN",66,0.742
"64","M19",63,0.725
"65","CMD",62,0.742
"66","GTC",60,0.757
"67","VOW",53,0.754
"68","MIR",53,0.717
"69","WTH",52,0.713
"70","ARN",51,0.713
"71","DTK",51,0.714
"72","XLN",48,0.765
"73","STH",47,0.724
"74","EVE",35,0.695
"75","DGM",33,0.726
"76","ULG",32,0.737
"77","FRF",26,0.719
"78","MOR",23,0.726
"79","M13",22,0.725
"80","P02",22,0.718
"81","M15",19,0.752
"82","TMP",14,0.722
"83","KHM",14,0.69
"84","M12",12,0.737
"85","JUD",10,0.714
"86","C14",9,0.772
"87","PTK",9,0.812
"88","ORI",7,0.667
"89","M10",6,0.759
"90","TOR",6,0.722
"91","LEG",5,0.731
"92","ALL",4,0.714
"93","M14",1,1
"94","VIS",1,0.571
