"","CardNames","DeckCount","Winrate95Min"
"1","Legion's End",37,66.1
"2","Collective Brutality",17,65.7
"3","Go Blank",53,64.2
"4","Self-Inflicted Wound",33,64.1
"5","Aethersphere Harvester",26,64
"6","Duress",55,64
"7","Soul-Guide Lantern",55,64
"8","Heartless Act",26,62.2
"9","Narset, Parter of Veils",52,62
"10","Negate",41,61.8
"11","Gruul Charm",12,61.4
"12","Mystical Dispute",158,61.3
"13","Aether Gust",97,61.1
"14","Lurrus of the Dream-Den",55,60.6
"15","Young Pyromancer",9,60.4
"16","Scrabbling Claws",22,60
"17","Fry",20,59.8
"18","Rakdos's Return",10,59.4
"19","Rest in Peace",66,59.4
"20","Archon of Emeria",43,59.3
"21","Magma Spray",52,59.3
"22","Shadows' Verdict",31,59.2
"23","Feed the Swarm",21,59.1
"24","Anger of the Gods",50,59.1
"25","Extinction Event",7,58.9
"26","Thoughtseize",22,58.3
"27","Ral, Izzet Viceroy",20,57.9
"28","Abrade",32,57.9
"29","Skyclave Apparition",32,57.6
"30","Yorion, Sky Nomad",19,57.2
"31","Fatal Push",21,57.2
"32","Notion Thief",21,56.9
"33","Disdainful Stroke",42,56.9
"34","Jegantha, the Wellspring",17,56.8
"35","Kalitas, Traitor of Ghet",25,56.8
"36","Damping Sphere",26,56.6
"37","Thought Distortion",27,56.6
"38","Yasharn, Implacable Earth",4,56.5
"39","Enter the God-Eternals",8,56.3
"40","Chained to the Rocks",22,56.3
"41","Alpine Moon",19,55.9
"42","Sprite Dragon",12,55.8
"43","Thought Erasure",4,55.4
"44","Settle the Wreckage",29,55.3
"45","Radiant Flames",6,54.8
"46","Lava Coil",14,54.8
"47","Crippling Fear",9,54.7
"48","Scavenging Ooze",15,54.4
"49","Jace's Defeat",4,54.1
"50","Monastery Mentor",5,54.1
