"","CardNames","DeckCount","WinrateAverage"
"1","Mountain",147,65.4
"2","Island",130,65.3
"3","Fabled Passage",111,67.5
"4","Fatal Push",95,66.9
"5","Plains",86,64.8
"6","Swamp",82,66.8
"7","Thoughtseize",75,68.1
"8","Mana Confluence",68,64.8
"9","Wild Slash",62,64.5
"10","Opt",59,64.5
"11","Forest",58,66.1
"12","Steam Vents",56,64.6
"13","Hallowed Fountain",53,62.5
"14","Heartless Act",52,67.9
"15","Mutavault",50,68.5
"16","Skyclave Apparition",50,64.8
"17","Botanical Sanctum",48,60.5
"18","Collected Company",46,63.2
"19","Watery Grave",45,65.6
"20","Sulfur Falls",44,65
"21","Barkchannel Pathway",44,61.2
"22","Temple Garden",43,62.9
"23","Hengegate Pathway",42,61.9
"24","Riverglide Pathway",41,65.7
"25","Treasure Cruise",40,68.4
"26","Spirebluff Canal",40,65.5
"27","Branchloft Pathway",40,62.8
"28","Breeding Pool",40,60.7
"29","Kolaghan's Command",39,67.6
"30","Expressive Iteration",38,68.1
"31","Stomping Ground",38,66.3
"32","Castle Locthwain",38,67.2
"33","Murderous Rider",37,69.5
"34","Strategic Planning",36,67.3
"35","Mausoleum Wanderer",36,62.2
"36","Rattlechains",36,62.2
"37","Supreme Phantom",36,62.2
"38","Blood Crypt",36,66.3
"39","Bloodchief's Thirst",36,67.1
"40","Knight of the Ebon Legion",35,70.2
"41","Spikefield Hazard",35,66.9
"42","Shacklegeist",35,62.2
"43","Sunpetal Grove",35,69.8
"44","Faceless Haven",34,70.4
"45","Arclight Phoenix",34,67.9
"46","Lightning Axe",34,67.9
"47","Dig Through Time",34,61.1
"48","Ketria Triome",34,68.9
"49","Glacial Fortress",34,65.7
"50","Urborg, Tomb of Yawgmoth",34,66.5
