"","CardNames","DeckCount","WinrateAverage"
"1","Lofty Denial",1,85.7
"2","Acquisitions Expert",1,80
"3","Golos, Tireless Pilgrim",1,80
"4","Kraul Harpooner",2,76.5
"5","Yasharn, Implacable Earth",4,75.9
"6","Flaying Tendrils",1,75
"7","Ixalan's Binding",1,75
"8","Omen of the Forge",1,75
"9","Collective Brutality",17,74.2
"10","Thought Erasure",4,74.2
"11","Extinction Event",7,73.5
"12","Jace's Defeat",4,73.3
"13","Young Pyromancer",9,72.5
"14","Lyra Dawnbringer",3,72
"15","Gruul Charm",12,71.9
"16","Legion's End",37,71.8
"17","Korvold, Fae-Cursed King",2,71.4
"18","Eidolon of Rhetoric",2,71.4
"19","Lavinia, Azorius Renegade",1,71.4
"20","Arashin Cleric",1,71.4
"21","Disenchant",1,71.4
"22","Selfless Spirit",1,71.4
"23","Spirit of the Labyrinth",1,71.4
"24","Inscription of Abundance",1,71.4
"25","Snakeskin Veil",1,71.4
"26","Redcap Melee",1,71.4
"27","Fiery Impulse",1,71.4
"28","Fight as One",1,71.4
"29","Hazoret the Fervent",1,71.4
"30","Tibalt, Rakish Instigator",1,71.4
"31","Cleansing Wildfire",1,71.4
"32","Rakdos's Return",10,71.2
"33","Monastery Mentor",5,71.1
"34","Tireless Tracker",5,71.1
"35","Aethersphere Harvester",26,70.9
"36","Radiant Flames",6,70.5
"37","Self-Inflicted Wound",33,70.2
"38","Enter the God-Eternals",8,69.4
"39","Heartless Act",26,69.3
"40","Go Blank",53,69.1
"41","Despise",4,69
"42","Leyline of the Void",4,69
"43","Duress",55,68.8
"44","Soul-Guide Lantern",55,68.8
"45","Gifted Aetherborn",6,68.8
"46","Shalai, Voice of Plenty",4,68.8
"47","Deafening Clarion",2,68.8
"48","Bonecrusher Giant",5,68.6
"49","Spawn of Mayhem",3,68.4
"50","Knight of Autumn",7,68.1
