"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1114,0.647
"2","Douglas Shuler",966,0.663
"3","Adam Paquette",507,0.637
"4","Eric Deschamps",486,0.664
"5","Ekaterina Burmak",441,0.648
"6","Kieran Yanner",384,0.648
"7","Magali Villeneuve",381,0.633
"8","Jonas De Ro",375,0.652
"9","Aleksi Briclot",373,0.675
"10","Mark Poole",342,0.649
"11","Ryan Pancoast",332,0.683
"12","Howard Lyon",314,0.674
"13","Raymond Swanland",305,0.639
"14","Svetlin Velinov",296,0.635
"15","Victor Adame Minguez",290,0.66
"16","Cynthia Sheppard",288,0.679
"17","Titus Lunter",285,0.668
"18","Tomasz Jedruszek",278,0.657
"19","Josh Hass",276,0.696
"20","Daniel Ljunggren",271,0.617
"21","Franz Vohwinkel",266,0.643
"22","Jason Rainville",258,0.646
"23","Steve Argyle",254,0.605
"24","Dmitry Burmak",253,0.653
"25","G-host Lee",250,0.668
"26","Jason A. Engle",246,0.66
"27","Christine Choi",242,0.645
"28","Slawomir Maniak",240,0.667
"29","Lius Lasahido",240,0.645
"30","Christopher Rush",237,0.657
"31","Dan Frazier",236,0.668
"32","John Howe",234,0.645
"33","Noah Bradley",232,0.642
"34","Daarken",227,0.638
"35","Zoltan Boros",225,0.652
"36","John Avon",222,0.627
"37","Wesley Burt",221,0.647
"38","Cliff Childs",211,0.667
"39","Aaron Miller",208,0.691
"40","Mathias Kollros",206,0.673
"41","Jesper Ejsing",195,0.64
"42","Fred Fields",189,0.684
"43","Yeong-Hao Han",186,0.618
"44","Anastasia Ovchinnikova",178,0.67
"45","Jesper Myrfors",178,0.646
"46","Donato Giancola",175,0.647
"47","Ryan Yee",171,0.634
"48","Jarreau Wimberly",164,0.655
"49","Chris Rahn",163,0.674
"50","Anson Maddocks",155,0.619
"51","Terese Nielsen",150,0.648
"52","Matt Stewart",149,0.66
"53","Johannes Voss",149,0.669
"54","Chase Stone",147,0.67
"55","James Ryman",145,0.675
"56","Sam Burley",144,0.657
"57","Robbie Trevino",144,0.622
"58","Caio Monteiro",144,0.622
"59","Alex Konstad",143,0.697
"60","Cyril Van Der Haegen",140,0.634
"61","Dan Scott",139,0.671
"62","Zhang Jiazhen",137,0.673
"63","Vincent Proce",132,0.67
"64","Izzy",132,0.59
"65","Chris Seaman",131,0.686
"66","Igor Kieryluk",130,0.614
"67","Volkan Baǵa",127,0.598
"68","Wylie Beckert",126,0.685
"69","Wayne Reynolds",123,0.667
"70","Ravenna Tran",119,0.673
"71","Dave Kendall",119,0.61
"72","Richard Wright",118,0.645
"73","Grzegorz Rutkowski",114,0.61
"74","John Stanko",111,0.618
"75","Campbell White",104,0.609
"76","Piotr Dura",101,0.68
"77","Lawrence Snelly",98,0.69
"78","Andreas Rocha",94,0.617
"79","Jason Chan",91,0.676
"80","Jon Foster",90,0.682
"81","Zack Stella",90,0.625
"82","Seb McKinnon",89,0.635
"83","Cristi Balanescu",88,0.613
"84","Winona Nelson",86,0.661
"85","Darrell Riche",83,0.627
"86","Joseph Meehan",83,0.623
"87","Bud Cook",80,0.705
"88","Randy Vargas",78,0.6
"89","Jeremy Jarvis",75,0.668
"90","Johann Bodin",74,0.697
"91","Wisnu Tan",71,0.61
"92","Anna Steinbauer",67,0.648
"93","Jung Park",67,0.592
"94","Lie Setiawan",67,0.641
"95","Steven Belledin",66,0.669
"96","Jaime Jones",62,0.609
"97","Yongjae Choi",59,0.636
"98","Filip Burburan",58,0.67
"99","Todd Lockwood",57,0.652
"100","Dimitar Marinski",57,0.624
"101","Scott M. Fischer",56,0.581
"102","Josu Hernaiz",55,0.581
"103","Chris Rallis",54,0.583
"104","Lindsey Look",51,0.635
"105","Anthony S. Waters",51,0.621
"106","Craig J Spearing",51,0.638
"107","Jonathan Kuo",47,0.589
"108","Jakub Kasper",46,0.683
"109","Lucas Staniec",45,0.586
"110","Florian de Gesincourt",42,0.584
"111","Chris Ostrowski",39,0.606
"112","Randy Gallegos",39,0.598
"113","Karl Kopinski",38,0.663
"114","Iain McCaig",37,0.621
"115","Gabor Szikszai",37,0.653
"116","Clint Cearley",35,0.643
"117","Eytan Zana",34,0.697
"118","John Thacker",31,0.635
"119","Ralph Horsley",29,0.754
"120","Manuel Castañón",29,0.712
"121","PINDURSKI",28,0.768
"122","Stanton Feng",27,0.782
"123","Alexander Forssberg",27,0.609
"124","Austin Hsu",27,0.646
"125","Tyler Jacobson",26,0.649
"126","Kev Walker",26,0.621
"127","Mark Winters",25,0.685
"128","Amy Weber",25,0.667
"129","Milivoj Ćeran",25,0.623
"130","Jasper Sandner",24,0.659
"131","Andrew Mar",24,0.625
"132","Alayna Danner",24,0.646
"133","Nicholas Gregory",23,0.521
"134","Mike Bierek",22,0.72
"135","Andrew Goldhawk",22,0.595
"136","Raoul Vitale",21,0.667
"137","Eric Velhagen",20,0.615
"138","Zezhou Chen",19,0.655
"139","Marta Nael",18,0.775
"140","Pat Morrissey",18,0.714
"141","Steve Prescott",17,0.658
"142","Joe Slucher",16,0.6
"143","Deruchenko Alexander",16,0.56
"144","Jason Felix",15,0.639
"145","Lucas Graciano",15,0.629
"146","Jim Nelson",14,0.745
"147","Greg Hildebrandt & Tim Hildebrandt",14,0.605
"148","Mila Pesic",14,0.621
"149","Brad Rigney",13,0.6
"150","Jack Wang",12,0.632
"151","Paul Scott Canavan",12,0.605
"152","Vance Kovacs",12,0.556
"153","Caroline Gariba",12,0.389
"154","Livia Prima",11,0.595
"155","Liiga Smilshkalne",11,0.5
"156","Denis Nigmatullin",9,0.78
"157","Johan Grenier",9,0.731
"158","Scott Murphy",9,0.56
"159","Willian Murai",9,0.6
"160","Michael Komarck",9,0.578
"161","Lake Hurwitz",8,0.606
"162","Jokubas Uogintas",7,0.759
"163","Chris Cold",7,0.567
"164","Chippy",7,0.615
"165","Anthony Palumbo",7,0.639
"166","David Gaillet",6,0.571
"167","Marco Teixeira",5,0.682
"168","Dave Dorman",4,0.75
"169","Mads Ahm",4,0.714
"170","Goran Josic",4,0.714
"171","Ryan Alexander Lee",4,0.5
"172","James Paick",4,0.5
"173","Denman Rooke",4,0.5
"174","Ilse Gort",4,0.5
"175","Ryan Barger",3,0.714
"176","Bryan Sola",3,0.692
"177","Min Yum",2,0.706
"178","Dermot Power",2,0.583
"179","Yigit Koroglu",2,0.571
"180","Greg Staples",2,0.571
"181","Jeff Simpson",1,0.75
"182","Justin Sweet",1,0.667
"183","Drew Baker",1,0.714
"184","Mauricio Calle",1,0.5
