"","CardNames","DeckCount","WinrateAverage"
"1","Unlicensed Hearse",201,72.2
"2","Mystical Dispute",197,70.8
"3","Aether Gust",159,71.2
"4","Damping Sphere",141,69.8
"5","Disdainful Stroke",130,71
"6","Lava Coil",94,72.1
"7","Pithing Needle",90,68.6
"8","Rending Volley",90,71.8
"9","Go Blank",86,70.5
"10","Alpine Moon",74,70.2
"11","God-Pharaoh's Statue",73,68.5
"12","Pestilent Cauldron",73,68.5
"13","Skysovereign, Consul Flagship",73,68.5
"14","Tormod's Crypt",73,68.4
"15","Meteor Golem",70,68.4
"16","Portable Hole",63,73.1
"17","Jegantha, the Wellspring",62,71.8
"18","Spell Pierce",60,71.2
"19","Rest in Peace",57,69.4
"20","Abrade",57,71.3
"21","Noxious Grasp",57,70.3
"22","Fry",56,71.9
"23","Voracious Hydra",54,69
"24","Skylasher",50,69.6
"25","Duress",47,70.1
"26","Thoughtseize",43,70.6
"27","Treasure Vault",40,67.6
"28","The Great Henge",39,68.4
"29","Invoke Despair",38,71.2
"30","The Chain Veil",37,70.1
"31","Hullbreaker Horror",37,68.8
"32","Narset's Reversal",35,68.9
"33","Grafdigger's Cage",35,65.5
"34","Anger of the Gods",35,69.4
"35","Epic Downfall",34,71.6
"36","Fatal Push",32,70.1
"37","Brazen Borrower",31,71.2
"38","Dream Trawler",31,69.9
"39","Crackling Drake",31,69.3
"40","The Immortal Sun",31,67.7
"41","Esika's Chariot",30,68.1
"42","Kalitas, Traitor of Ghet",29,72.2
"43","Chandra, Torch of Defiance",29,67.7
"44","Narset, Parter of Veils",29,64.7
"45","Dovin's Veto",28,70.4
"46","Darksteel Citadel",28,69.9
"47","Young Pyromancer",28,70.1
"48","Extinction Event",28,71.2
"49","Adanto Vanguard",27,72.7
"50","Shadowspear",27,68.8
