"","SetCode","NoCopies","Winrate"
"1","LEA",2581,0.703
"2","MID",2142,0.708
"3","ELD",1942,0.708
"4","NEO",1763,0.71
"5","AFR",1518,0.708
"6","SNC",1504,0.717
"7","M20",1478,0.703
"8","KHM",1429,0.711
"9","WAR",1426,0.697
"10","ZNR",1267,0.712
"11","VOW",1125,0.715
"12","THS",996,0.699
"13","KLD",953,0.706
"14","KTK",931,0.712
"15","SOI",831,0.717
"16","THB",706,0.701
"17","ICE",669,0.718
"18","DIS",655,0.707
"19","GRN",639,0.704
"20","RTR",618,0.701
"21","AKH",599,0.7
"22","IKO",595,0.709
"23","AER",582,0.713
"24","OGW",541,0.704
"25","M14",479,0.696
"26","XLN",471,0.71
"27","INV",463,0.701
"28","GPT",426,0.707
"29","M21",424,0.717
"30","LRW",424,0.709
"31","DOM",417,0.703
"32","RAV",415,0.7
"33","DTK",414,0.718
"34","STX",396,0.698
"35","M19",392,0.705
"36","EMN",383,0.718
"37","RIX",363,0.714
"38","M10",292,0.683
"39","ORI",280,0.71
"40","RNA",250,0.699
"41","DGM",241,0.698
"42","HOU",211,0.713
"43","JOU",192,0.707
"44","TSP",186,0.703
"45","APC",161,0.725
"46","ZEN",157,0.709
"47","FRF",156,0.707
"48","GTC",156,0.719
"49","PTK",127,0.7
"50","USG",102,0.704
"51","DKA",90,0.695
"52","BFZ",84,0.643
"53","PLC",83,0.709
"54","MOR",78,0.722
"55","DRK",75,0.684
"56","MRD",72,0.718
"57","ISD",58,0.667
"58","M15",52,0.705
"59","M11",36,0.695
"60","DST",32,0.703
"61","BNG",23,0.702
"62","CMD",17,0.712
"63","M13",16,0.72
"64","M12",16,0.625
"65","ATQ",4,0.778
"66","LEG",4,0.75
"67","FUT",4,0.714
"68","PLS",4,0.6
"69","ALA",3,0.652
