"","CardNames","DeckCount","WinrateAverage"
"1","Wood Elves",1,90
"2","Chandra, Acolyte of Flame",2,88.9
"3","Khalni Heart Expedition",1,87.5
"4","Fraying Sanity",1,87.5
"5","Power Conduit",2,82.4
"6","Silverbluff Bridge",4,81.8
"7","Oran-Rief Hydra",1,81.8
"8","Imperious Perfect",1,81.8
"9","Reclamation Sage",3,80.8
"10","Shalai, Voice of Plenty",1,80
"11","Fierce Empath",1,80
"12","Beanstalk Giant",1,80
"13","Flayer Husk",1,80
"14","Lukka, Coppercoat Outcast",3,79.2
"15","Stirring Wildwood",2,78.9
"16","Dwynen's Elite",2,78.9
"17","Elvish Archdruid",2,78.9
"18","Elvish Visionary",2,78.9
"19","Elvish Warmaster",2,78.9
"20","Ezuri, Renegade Leader",2,78.9
"21","Heritage Druid",2,78.9
"22","Nettle Sentinel",2,78.9
"23","Shaman of the Pack",2,78.9
"24","Gilt-Leaf Palace",2,78.9
"25","Spitebellows",2,78.9
"26","Frogmite",3,78.3
"27","Gingerbrute",3,78.3
"28","Myr Enforcer",3,78.3
"29","Signal Pest",3,78.3
"30","Sojourner's Companion",3,78.3
"31","Prosperous Innkeeper",9,78.1
"32","Stonehorn Dignitary",4,78.1
"33","Thassa, Deep-Dwelling",4,78.1
"34","Power Depot",7,78
"35","Eldrazi Obligator",3,77.8
"36","Elixir of Immortality",2,77.8
"37","Niambi, Esteemed Speaker",1,77.8
"38","Cloudform",1,77.8
"39","Mirran Crusader",1,77.8
"40","Acidic Slime",1,77.8
"41","Neoform",1,77.8
"42","Deafening Clarion",1,77.8
"43","Gorilla Shaman",1,77.8
"44","Liquimetal Coating",1,77.8
"45","Trinisphere",1,77.8
"46","Darkness",1,77.8
"47","Silhana Ledgewalker",1,77.8
"48","Galvanic Blast",4,77.4
"49","Blistercoil Weird",5,76.9
"50","Vesperlark",3,76.9
