"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",WURG Control,Shadow Prowess - Burn,Shadow Prowess - WURG Control,WURG Control - Shadow Prowess,WURG Control - Shadow Prowess
"Tiers 1.5",Spirits - Hammer Time - Izzet Prowess - Heliod Combo - Humans - Shadow Prowess,WURG Control - Hammer Time - Electro Balance - Humans - Mardu Shadow - Spirits,Hammer Time - Spirits - Humans - Burn - Izzet Prowess - Heliod Combo - Mardu Shadow,Hammer Time - Spirits - Humans - Izzet Prowess - Heliod Combo - Burn,Hammer Time - Spirits - Humans - Izzet Prowess - Heliod Combo - Burn
"Tiers 2",Burn - Mardu Shadow - Ad Nauseam - Trickery Combo,Rakdos Midrange - Obosh Aggro - Izzet Prowess - Heliod Combo,Electro Balance - Rakdos Midrange - Obosh Aggro,Mardu Shadow - Electro Balance - Rakdos Midrange - Obosh Aggro,Mardu Shadow - Electro Balance - Rakdos Midrange - Obosh Aggro
"Tiers 2.5",Rakdos Midrange - Obosh Aggro - Electro Balance - Giants,Giants - Ad Nauseam - Trickery Combo,Ad Nauseam - Trickery Combo - Giants,Ad Nauseam - Trickery Combo - Giants,Ad Nauseam - Trickery Combo - Giants
