"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Delver - Mono White Dungeon - Elves - 8-cast,Esper Stoneblade - Boros Dungeon,Mono White Dungeon - Elves - Boros Dungeon - Izzet Delver - Selesnya Depths,Mono White Dungeon - Izzet Delver - Elves - Boros Dungeon,Mono White Dungeon - Izzet Delver - Elves - Boros Dungeon
"Tiers 1.5",WUBR Reanimator - Temur Delver - Selesnya Depths,4c Control - Mono Red Painter - Mono Red Prison - Selesnya Depths - Elves - Mono White Dungeon - Mardu Reanimator - Doomsday,8-cast - 4c Control - Mono Red Painter - Doomsday - Temur Delver - WUBR Reanimator,Selesnya Depths - 8-cast - 4c Control - Mono Red Painter - Esper Stoneblade - Doomsday,Selesnya Depths - 8-cast - 4c Control - Mono Red Painter - Esper Stoneblade - Doomsday
"Tiers 2",Boros Dungeon - Doomsday - Oops ! All Spells - 4c Control - Mono Red Painter - Death & Taxes - Sneak & Show - Mardu Reanimator - Maverick - Cephalid breakfast - Mono Red Prison,8-cast - Maverick - Oops ! All Spells - The Epic Storm - Storm - Izzet Delver - Temur Delver - Death & Taxes - WUBR Reanimator,Esper Stoneblade - Mono Red Prison - Oops ! All Spells - Mardu Reanimator - Maverick - Death & Taxes,WUBR Reanimator - Mono Red Prison - Temur Delver - Mardu Reanimator - Oops ! All Spells - Maverick - Death & Taxes,WUBR Reanimator - Mono Red Prison - Temur Delver - Mardu Reanimator - Oops ! All Spells - Maverick - Death & Taxes
"Tiers 2.5",Esper Stoneblade - The Epic Storm - Storm,Sneak & Show - Cephalid breakfast,Sneak & Show - The Epic Storm - Storm - Cephalid breakfast,The Epic Storm - Storm - Sneak & Show - Cephalid breakfast,The Epic Storm - Storm - Sneak & Show - Cephalid breakfast
