"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"1","Jund Midrange",9,8,90,0.788888888888889,0.690121370950314,0.867850120336232,11.25,1.0069646701279
"2","Mono White Taxes",4,3,41,0.731707317073171,0.570555294733918,0.857786996659129,13.6666666666667,1.01313320825516
"3","Bant Control",20,18,184,0.733695652173913,0.663661005249331,0.796035428601137,10.2222222222222,0.995390675427418
"4","Amulet Titan",4,4,40,0.8,0.643521981320765,0.909477590600009,10,1.00699300699301
"5","Green Tron",4,4,37,0.72972972972973,0.558806366424264,0.862097415586498,9.25,1.006320836966
"6","Uroza",10,6,99,0.777777777777778,0.683109155858935,0.855188122833662,16.5,1.0220728887706
"7","Eldrazi Tron",7,6,64,0.75,0.626009543118181,0.849844425914727,10.6666666666667,1.01688311688312
"8","Niv To Light",6,5,59,0.796610169491525,0.67166976406629,0.890246333868487,11.8,1.01694915254237
"9","Izzet Control",2,2,18,0.722222222222222,0.465198034416944,0.903050787474441,9,1
"10","Dredge",9,9,82,0.75609756097561,0.648751224902462,0.844209287204382,9.11111111111111,0.998142173907586
"11","Humans",9,9,85,0.729411764705882,0.622140548737872,0.820110944465394,9.44444444444444,1.00139581256231
"12","Azorius Control",2,2,18,0.777777777777778,0.52362723426352,0.935907952282333,9,1.03703703703704
"13","Mono Red Prowess",10,8,91,0.714285714285714,0.610011750942338,0.804134185398875,11.375,0.990371389270977
"14","Blue Tron",2,1,20,0.8,0.563385997003332,0.942666002949967,20,1
"15","Devoted",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"16","WURG Control",2,2,18,0.722222222222222,0.465198034416944,0.903050787474441,9,1
"17","Infect",6,6,54,0.666666666666667,0.525255035167298,0.789080094641424,9,1
"18","Golgari Midrange",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"19","Burn",7,7,69,0.768115942028985,0.650930519288853,0.861264823136231,9.85714285714286,1.00292858751971
"20","Gruul Midrange",13,11,122,0.713114754098361,0.624227073040736,0.791356331831595,11.0909090909091,1.00815070859582
"21","Primeval Titan",1,1,10,0.7,0.347547149940003,0.933260488822266,10,1
"22","Slivers",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"23","Zoo",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,0.99501246882793
"24","WUBG Control",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"25","Orzhov Taxes",2,1,18,0.666666666666667,0.409925238172074,0.866572597493876,18,1
"26","Electro End",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"27","Thopter Urza",2,2,19,0.736842105263158,0.487970654654127,0.908534215092333,9.5,1.00478468899522
"28","Ascendancy Combo",2,1,20,0.8,0.563385997003332,0.942666002949967,20,1
"29","Bant Midrange",2,2,20,0.75,0.508954128292042,0.913428530898565,10,1.01020408163265
"30","Bushwhacker Zoo",2,2,18,0.777777777777778,0.52362723426352,0.935907952282333,9,0.992537313432836
"31","Titan Shift",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1.07692307692308
"32","Knightfall",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"33","Naya Midrange",1,1,12,0.75,0.428141538121811,0.945139355472007,12,1
"34","UBRG Control",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"35","Grinding Breach",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"36","Scapeshift",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"37","Living End",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"38","UBRG Shadow",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"39","Orzhov Midrange",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"40","Boros Prowess",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"41","Rakdos Midrange",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"42","Grixis Shadow",1,1,9,0.666666666666667,0.29929505620854,0.925145368580308,9,1
"43","Simic Control",1,1,11,0.909090909090909,0.587220083011617,0.997701027786186,11,1
"44","Neobrand",2,2,20,0.7,0.457210817723711,0.881068409594272,10,1
"45","Heliod Combo",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"46","Temur Control",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
