"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","Graciasportanto",3,33,0.818181818181818,0.645399440549731,0.93021211633369,81,"Uroza","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#graciasportanto_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#graciasportanto_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#graciasportanto_st_place"
"2","remf",3,30,0.766666666666667,0.577163477021781,0.90066213504198,69,"Gruul Midrange","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#remf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#remf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#remf_th_place"
"3","SunofNothing",3,28,0.785714285714286,0.590468973494172,0.917039387612361,66,"Uroza","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#sunofnothing_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#sunofnothing_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#sunofnothing_st_place"
"4","Laplasjan",3,29,0.758620689655172,0.564599654011467,0.897016449227383,66,"Eldrazi Tron; Gruul Midrange","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#laplasjan_th_place"
"5","oniiman",3,28,0.714285714285714,0.513331684551059,0.867763487428875,60,"Mono Red Prowess","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#oniiman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#oniiman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#oniiman_th_place"
"6","Parrit",3,27,0.666666666666667,0.460392713907743,0.834811820312684,54,"Orzhov Taxes; Mono White Taxes","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#parrit_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#parrit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#parrit_th_place"
"7","Edel",2,21,0.761904761904762,0.528340172345379,0.917824124406977,48,"Jund Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#edel_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#edel_th_place"
"8","Trellon",2,20,0.8,0.563385997003332,0.942666002949967,48,"Blue Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#trellon_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#trellon_th_place"
"9","SCJ",2,20,0.8,0.563385997003332,0.942666002949967,48,"Jund Midrange; Uroza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#scj_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#scj_th_place"
"10","122pablo",2,20,0.8,0.563385997003332,0.942666002949967,48,"Ascendancy Combo","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#pablo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#pablo_th_place"
"11","MiguelCaster",2,20,0.75,0.508954128292042,0.913428530898565,45,"Mono White Taxes","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#miguelcaster_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#miguelcaster_th_place"
"12","_goblinlackey",2,19,0.789473684210526,0.544346918108494,0.93947546229071,45,"Green Tron; Bushwhacker Zoo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#_goblinlackey_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#_goblinlackey_th_place"
"13","stainerson",2,20,0.75,0.508954128292042,0.913428530898565,45,"Niv To Light","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#stainerson_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#stainerson_nd_place"
"14","Leyline_Of_The_Boys",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Bant Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#leyline_of_the_boys_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#leyline_of_the_boys_th_place"
"15","_Phoenix_",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Humans; Amulet Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#_phoenix__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#_phoenix__th_place"
"16","HarlanMTG",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Azorius Control; Bant Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#harlanmtg_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#harlanmtg_th_place"
"17","Patxi",2,19,0.684210526315789,0.434498431153849,0.874239364127017,39,"Dredge; Uroza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#patxi_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#patxi_th_place"
"18","Epachniak",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Mono Red Prowess; Titan Shift","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#epachniak_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#epachniak_st_place"
"19","ConnorM426",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Bant Control; Niv To Light","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#connorm_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#connorm_th_place"
"20","Misplacedginger",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Bant Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#misplacedginger_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#misplacedginger_nd_place"
"21","TSPJendrek",2,18,0.666666666666667,0.409925238172074,0.866572597493876,36,"Bant Control; WUBG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#tspjendrek_nd_place"
"22","Mordeka1ser",1,12,1,0.735351530602949,1,36,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#mordekaser_st_place"
"23","albert62",1,12,0.916666666666667,0.615203834849056,0.99789240676814,33,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#albert_st_place"
"24","nahuel10",1,12,0.833333333333333,0.515862251314033,0.979137474539908,30,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#nahuel_nd_place"
"25","PhReSHTinGZ",1,12,0.833333333333333,0.515862251314033,0.979137474539908,30,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#phreshtingz_nd_place"
"26","pbarrrgh",1,11,0.909090909090909,0.587220083011617,0.997701027786186,30,"Simic Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#pbarrrgh_rd_place"
"27","sinforlife54",1,12,0.75,0.428141538121811,0.945139355472007,27,"Mono White Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#sinforlife_nd_place"
"28","PuntThenWhine",1,10,0.9,0.554983882971805,0.997471421455538,27,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#puntthenwhine_th_place"
