"","CardNames","DeckCount","Winrate95Min"
"1","Suffocating Fumes",83,60.9
"2","Counterspell",90,60.5
"3","Island",101,60.4
"4","Brainstorm",85,60.2
"5","Metallic Rebuke",33,60
"6","Sea Gate",49,60
"7","Spell Pierce",69,60
"8","Guardian of the Guildpact",42,59.7
"9","Azorius Guildgate",41,59.6
"10","The Modern Age",47,59.5
"11","Preordain",66,59.5
"12","Galvanic Blast",124,59.3
"13","Great Furnace",124,59.2
"14","Krark-Clan Shaman",47,59.1
"15","Thoughtcast",46,59.1
"16","Seat of the Synod",46,59.1
"17","Drossforge Bridge",58,59.1
"18","Plains",72,59.1
"19","Gurmag Angler",79,59.1
"20","Squadron Hawk",46,58.8
"21","Silverbluff Bridge",46,58.8
"22","Blood Fountain",49,58.8
"23","Myr Enforcer",49,58.8
"24","Sacred Cat",46,58.7
"25","Citadel Gate",46,58.7
"26","Frogmite",38,58.6
"27","Prismatic Strands",54,58.6
"28","Kenku Artificer",38,58.5
"29","Ash Barrens",54,58.5
"30","Chromatic Star",58,58.5
"31","Vault of Whispers",62,58.5
"32","Dawnbringer Cleric",30,58.4
"33","Reckoner's Bargain",51,58.4
"34","Mistvault Bridge",48,58.3
"35","Makeshift Munitions",52,58.3
"36","Basilisk Gate",47,58.2
"37","Consider",27,58
"38","Deep Analysis",45,57.9
"39","Ichor Wellspring",56,57.9
"40","Deadly Dispute",63,57.9
"41","Augur of Bolas",27,57.7
"42","Snuff Out",35,57.7
"43","Contaminated Aquifer",34,57.5
"44","Tolarian Terror",37,57.5
"45","Thought Scour",37,57.5
"46","Heap Gate",35,57.5
"47","Unexpected Fangs",40,57.4
"48","Journey to Nowhere",49,57.4
"49","End the Festivities",26,57.3
"50","Cast Down",27,57.2
