"","CardNames","DeckCount","Winrate95Min"
"1","Negate",11,61.8
"2","Blue Elemental Blast",104,61.1
"3","Gorilla Shaman",132,60.1
"4","Red Elemental Blast",98,59.7
"5","Nihil Spellbomb",76,59.5
"6","Hydroblast",96,59.1
"7","Pyroblast",100,58.9
"8","Kessig Flamebreather",2,58.6
"9","Relic of Progenitus",101,58.5
"10","Unexpected Fangs",50,58.4
"11","Krark-Clan Shaman",33,58.2
"12","Dust to Dust",56,58.2
"13","Suffocating Fumes",62,58.2
"14","Molten Rain",63,57
"15","Dispel",40,56.9
"16","End the Festivities",60,56.7
"17","Chainer's Edict",63,56.5
"18","Unholy Heat",44,56
"19","Stormbound Geist",16,55.8
"20","Flaring Pain",30,55.5
"21","Thorn of the Black Rose",19,55.4
"22","Envelop",10,55.1
"23","Arms of Hadar",23,54.8
"24","Electrickery",31,54.6
"25","Moment's Peace",10,54
"26","Duress",17,53.9
"27","Rotten Reunion",18,53.8
"28","Makeshift Munitions",11,53.7
"29","Smash to Smithereens",41,52.8
"30","Unmake",4,52.2
"31","Revoke Existence",10,52.2
"32","Ancient Grudge",8,52.1
"33","Exclude",2,51.9
"34","Deep Analysis",3,51.6
"35","Spell Pierce",15,51.4
"36","Tolarian Terror",4,51.3
"37","Crystallization",7,51.2
"38","Turn Aside",8,50.9
"39","Weather the Storm",16,50.6
"40","Shattering Blow",6,50.5
"41","Crimson Acolyte",11,50.3
"42","Agony Warp",19,50.2
"43","Dawnbringer Cleric",17,50.1
"44","Breath Weapon",9,49.9
"45","Stonehorn Dignitary",4,49.8
"46","Diabolic Edict",10,49.5
"47","Standard Bearer",12,49.4
"48","Scattershot Archer",8,49.2
"49","Freewind Falcon",10,48.8
"50","Lifelink",10,48.8
