"","CardNames","DeckCount","WinrateAverage"
"1","Galvanic Blast",124,62.7
"2","Great Furnace",124,62.6
"3","Island",101,64.1
"4","Counterspell",90,64.4
"5","Lightning Bolt",88,60.9
"6","Brainstorm",85,64.3
"7","Suffocating Fumes",83,65
"8","Mountain",81,61.2
"9","Gurmag Angler",79,63.3
"10","Plains",72,63.5
"11","Voldaren Epicure",71,61.8
"12","Experimental Synthesizer",70,60.6
"13","Spell Pierce",69,64.5
"14","Chain Lightning",68,61.8
"15","Preordain",66,64.1
"16","Kuldotha Rebirth",65,61.1
"17","Monastery Swiftspear",65,61.8
"18","Deadly Dispute",63,62.7
"19","Reckless Impulse",62,61.5
"20","Vault of Whispers",62,63.3
"21","Chainer's Edict",60,61.8
"22","Drossforge Bridge",58,64.1
"23","Chromatic Star",58,63.5
"24","Lava Dart",57,61.8
"25","Goblin Bushwhacker",56,62.1
"26","Implement of Combustion",56,61.9
"27","Ichor Wellspring",56,63
"28","Fireblast",55,61.6
"29","Ash Barrens",54,63.6
"30","Prismatic Strands",54,63.7
"31","Kessig Flamebreather",52,61.8
"32","Makeshift Munitions",52,63.6
"33","Reckoner's Bargain",51,63.7
"34","Sea Gate",49,65.3
"35","Blood Fountain",49,64.2
"36","Myr Enforcer",49,64.2
"37","Journey to Nowhere",49,62.8
"38","Mistvault Bridge",48,63.8
"39","Basilisk Gate",47,63.6
"40","The Modern Age",47,65
"41","Krark-Clan Shaman",47,64.6
"42","Sacred Cat",46,64.2
"43","Citadel Gate",46,64.2
"44","Squadron Hawk",46,64.3
"45","Thoughtcast",46,64.6
"46","Silverbluff Bridge",46,64.3
"47","Seat of the Synod",46,64.6
"48","Deep Analysis",45,63.7
"49","Guardian of the Guildpact",42,65.3
"50","Azorius Guildgate",41,65.4
