"","SetCode","NoCopies","Winrate"
"1","LEA",3445,0.631
"2","MRD",1537,0.634
"3","ICE",1105,0.627
"4","VOW",1099,0.623
"5","SOM",964,0.624
"6","CLB",805,0.64
"7","NEO",737,0.626
"8","MH2",667,0.632
"9","JUD",510,0.627
"10","ZEN",480,0.628
"11","M11",406,0.642
"12","IKO",402,0.637
"13","TOR",365,0.622
"14","DMU",355,0.644
"15","KTK",333,0.612
"16","AFR",322,0.63
"17","ALL",301,0.634
"18","AER",300,0.636
"19","ALA",298,0.62
"20","TSP",287,0.637
"21","LEG",276,0.626
"22","MBS",266,0.629
"23","DKA",239,0.634
"24","AKH",232,0.631
"25","DIS",207,0.623
"26","KHM",203,0.635
"27","MH1",202,0.623
"28","FRF",201,0.633
"29","RTR",198,0.636
"30","MMQ",171,0.634
"31","VIS",163,0.614
"32","BRO",161,0.617
"33","MID",155,0.629
"34","LRW",136,0.605
"35","C16",128,0.636
"36","SOI",116,0.589
"37","XLN",113,0.631
"38","WWK",112,0.622
"39","ROE",111,0.601
"40","ATQ",108,0.632
"41","SHM",106,0.601
"42","INV",98,0.633
"43","USG",93,0.635
"44","ODY",88,0.623
"45","M13",82,0.645
"46","ULG",82,0.615
"47","DOM",72,0.629
"48","SNC",66,0.644
"49","RAV",66,0.596
"50","AVR",65,0.616
"51","EVE",63,0.614
"52","MOR",55,0.654
"53","TMP",54,0.662
"54","M12",52,0.636
"55","GPT",51,0.619
"56","ONS",47,0.596
"57","RNA",40,0.672
"58","GTC",40,0.614
"59","M10",39,0.588
"60","ISD",38,0.555
"61","NPH",37,0.54
"62","M21",36,0.677
"63","APC",33,0.634
"64","ZNR",31,0.626
"65","OGW",30,0.641
"66","CN2",26,0.642
"67","ARN",25,0.591
"68","HOU",25,0.609
"69","PLS",25,0.556
"70","M19",24,0.627
"71","ARB",24,0.654
"72","DST",24,0.647
"73","NEM",20,0.647
"74","CSP",20,0.625
"75","BOK",20,0.548
"76","CHK",18,0.608
"77","SCG",17,0.657
"78","STX",17,0.609
"79","CNS",16,0.622
"80","FUT",15,0.674
"81","LGN",14,0.625
"82","JMP",13,0.641
"83","CMR",13,0.562
"84","WAR",12,0.644
"85","MIR",12,0.641
"86","ORI",12,0.556
"87","M14",10,0.614
"88","KLD",9,0.625
"89","BFZ",9,0.627
"90","ELD",9,0.541
"91","THS",8,0.583
"92","SOK",6,0.641
"93","WTH",6,0.538
"94","STH",4,0.583
"95","GRN",2,0.714
"96","DGM",1,0.714
"97","PLC",1,0.667
"98","THB",1,0.5
"99","M15",1,0.429
