"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Murktide - Creativity Combo - Hammer Time - Footfalls - Rakdos Scam - Burn - Amulet Titan - Elementals - Yawgmoth - Living End - Mill - Merfolk,Mono Red Midrange - Izzet Breach Value - Jund Saga - Underworld Breach Combo - Bant Blink - Jeskai Breach Value,Underworld Breach Combo - Rakdos Scam - Jund Saga - Footfalls - Creativity Combo - Izzet Breach Value - Amulet Titan - Living End - Hammer Time - Mono Red Midrange - Elementals - Jeskai Breach Value,Creativity Combo - Footfalls - Rakdos Scam - Hammer Time - Izzet Murktide - Amulet Titan - Elementals - Underworld Breach Combo - Living End - Jund Saga - Burn,Creativity Combo - Footfalls - Rakdos Scam - Hammer Time - Izzet Murktide - Amulet Titan - Elementals - Underworld Breach Combo - Living End - Jund Saga - Burn
"Tiers 1.5",Green Tron - Domain Zoo - Prowess - Underworld Breach Combo - Jeskai Breach Value - Grixis Shadow - Jund Saga - Infect - Jeskai Control - Jund Midrange - Devoted Combo - Unknown - Omnath Control,Rakdos Scam - Footfalls - Living End - Affinity - WURG Control - Amulet Titan - Creativity Combo - Mardu Scam - Asmo Food - Omnath Scapeshift - Elementals - Azorius Control - Hardened Scales - Hammer Time - Mono White Taxes - Eldrazi Tron - Jeskai Control - Prowess - Bant Control - Domain Zoo - Grixis Shadow - Omnath Control - Jeskai Midrange - Kuldotha Aggro - Gruul Midrange - Merfolk - Mono Red Saga,Izzet Murktide - Prowess - Domain Zoo - Burn - Affinity - Merfolk - Grixis Shadow - Jeskai Control - Asmo Food - Yawgmoth - Omnath Scapeshift - Omnath Control - Bant Blink - Eldrazi Tron - Infect,Jeskai Breach Value - Izzet Breach Value - Merfolk - Domain Zoo - Prowess - Yawgmoth - Mono Red Midrange - Grixis Shadow - Jeskai Control - Affinity - Mill - Asmo Food - Omnath Control - Green Tron - Omnath Scapeshift - Infect - Bant Blink,Jeskai Breach Value - Izzet Breach Value - Merfolk - Domain Zoo - Prowess - Yawgmoth - Mono Red Midrange - Grixis Shadow - Jeskai Control - Affinity - Mill - Asmo Food - Omnath Control - Green Tron - Omnath Scapeshift - Infect - Bant Blink
"Tiers 2",Affinity - Blue Tron - Asmo Food - Izzet Breach Value - Eldrazi Tron - Omnath Scapeshift - Gruul Midrange - Enchantress - Jeskai Midrange - Reanimator - Bant Control - Mono Red Saga - Azorius Control - Mono Red Midrange - Hardened Scales - Elves - Rakdos Midrange - Dredge - Abzan Midrange - WURG Control - Stoneblade - Coffers Control - Mono White Humans - Thopter Urza - Goblins - Bant Blink - Conflict(Elementals,Omnath Saheeli) - Blue Scapeshift - Esper Control,Rakdos Midrange - Mono White Humans - Burn - Crabvine - Izzet Murktide - Blue Tron - Gruul Saga - Devoted Combo - Yawgmoth - Stoneblade - Infect - Conflict(Elementals,Omnath Saheeli) - Goblins - Dredge - Jund Midrange - Blue Scapeshift,Blue Tron - WURG Control - Jeskai Midrange - Devoted Combo - Hardened Scales - Gruul Midrange - Azorius Control - Mill - Bant Control - Green Tron - Jund Midrange - Mono Red Saga - Mardu Scam - Mono White Taxes - Rakdos Midrange - Mono White Humans - Kuldotha Aggro - Enchantress - Stoneblade - Conflict(Elementals,Omnath Saheeli) - Dredge - Crabvine,Eldrazi Tron - Devoted Combo - Blue Tron - Jund Midrange - Azorius Control - WURG Control - Bant Control - Jeskai Midrange - Gruul Midrange - Hardened Scales - Mono Red Saga - Mardu Scam - Mono White Taxes - Rakdos Midrange - Mono White Humans - Kuldotha Aggro - Enchantress - Stoneblade - Crabvine - Conflict(Elementals,Omnath Saheeli) - Unknown - Dredge,Eldrazi Tron - Devoted Combo - Blue Tron - Jund Midrange - Azorius Control - WURG Control - Bant Control - Jeskai Midrange - Gruul Midrange - Hardened Scales - Mono Red Saga - Mardu Scam - Mono White Taxes - Rakdos Midrange - Mono White Humans - Kuldotha Aggro - Enchantress - Stoneblade - Crabvine - Conflict(Elementals,Omnath Saheeli) - Unknown - Dredge
"Tiers 2.5",Mono White Taxes - Rotpriest Combo - Mardu Scam - Kuldotha Aggro - Crabvine - Gruul Saga,Elves - Mill - Enchantress - Green Tron - Abzan Midrange - Reanimator - Coffers Control - Rotpriest Combo - Thopter Urza - Unknown - Esper Control,Goblins - Reanimator - Elves - Unknown - Abzan Midrange - Gruul Saga - Blue Scapeshift - Coffers Control - Rotpriest Combo - Thopter Urza - Esper Control,Reanimator - Goblins - Elves - Gruul Saga - Abzan Midrange - Blue Scapeshift - Coffers Control - Rotpriest Combo - Thopter Urza - Esper Control,Reanimator - Goblins - Elves - Gruul Saga - Abzan Midrange - Blue Scapeshift - Coffers Control - Rotpriest Combo - Thopter Urza - Esper Control
