"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Atog   Affinity - Dimir Faeries - Unknown - Ephemerate   Tron,Ephemerate   Tron - Boros Bully / Flashback - Dimir Faeries - Mono   Blue,Ephemerate   Tron - Dimir Faeries - Boros Bully / Flashback - Izzet Faeries,Dimir Faeries - Atog   Affinity - Unknown - Ephemerate   Tron - Izzet Faeries,Dimir Faeries - Atog   Affinity - Unknown - Ephemerate   Tron - Izzet Faeries
"Tiers 1.5",Izzet Faeries - Burn - Boros Bully / Flashback - Dimir Control - Mono   Green   Aggro - Mono Green Elves,Izzet Faeries - Rakdos Goblins - Walls   Cascade - Bogles - Gruul Ramp,Atog   Affinity - Mono   Blue - Walls   Cascade - Unknown - Bogles - Dimir Control,Boros Bully / Flashback - Burn - Dimir Control - Mono   Blue - Walls   Cascade,Boros Bully / Flashback - Burn - Dimir Control - Mono   Blue - Walls   Cascade
"Tiers 2",Bogles - Walls   Cascade - Mono   Blue - Orzhov Pestilence - Jund Ramp - Gruul Ramp - Mono   White   Heroic,Atog   Affinity - Dimir Control - Mono Green Elves - Orzhov Pestilence - Cycle   Storm - Walls   Combo - Unknown - Mono   Green   Aggro - Jund Ramp,Mono Green Elves - Mono   Green   Aggro - Gruul Ramp - Burn - Orzhov Pestilence - Rakdos Goblins - Jund Ramp,Mono Green Elves - Mono   Green   Aggro - Bogles - Orzhov Pestilence - Gruul Ramp - Jund Ramp - Rakdos Goblins,Mono Green Elves - Mono   Green   Aggro - Bogles - Orzhov Pestilence - Gruul Ramp - Jund Ramp - Rakdos Goblins
"Tiers 2.5",Jeskai Ephemerate - Rakdos Goblins - Cycle   Storm - Walls   Combo,Burn - Mono   White   Heroic - Jeskai Ephemerate,Cycle   Storm - Walls   Combo - Mono   White   Heroic - Jeskai Ephemerate,Mono   White   Heroic - Cycle   Storm - Walls   Combo - Jeskai Ephemerate,Mono   White   Heroic - Cycle   Storm - Walls   Combo - Jeskai Ephemerate
