"","CardNames","DeckCount","Winrate95Min"
"1","Silent Clearing",19,67.4
"2","Mountain",38,67.2
"3","Fire // Ice",5,66.7
"4","Snow-Covered Plains",13,66.5
"5","Urza's Saga",24,66.5
"6","Ketria Triome",14,66.4
"7","Wooded Foothills",25,66.4
"8","Stoneforge Mystic",23,66.3
"9","Shadowspear",23,66.1
"10","Lightning Bolt",40,66.1
"11","Jace, the Mind Sculptor",9,66
"12","Inkmoth Nexus",17,66
"13","Esper Sentinel",16,65.9
"14","Memnite",16,65.9
"15","Ornithopter",16,65.9
"16","Puresteel Paladin",16,65.9
"17","Steelshaper's Gift",16,65.9
"18","Colossus Hammer",16,65.9
"19","Sigarda's Aid",16,65.9
"20","Springleaf Drum",18,65.8
"21","Forest",21,65.7
"22","Stomping Ground",23,65.7
"23","Scalding Tarn",41,65.6
"24","Bonecrusher Giant",3,65.3
"25","Cryptic Command",3,65.3
"26","Bloodstained Mire",24,65.2
"27","Steam Vents",41,65.1
"28","Mishra's Bauble",34,64.9
"29","Island",42,64.9
"30","Crashing Footfalls",4,64.8
"31","Blackcleave Cliffs",13,64.4
"32","Breeding Pool",17,64.3
"33","Dragon's Rage Channeler",30,64.3
"34","Sunbaked Canyon",17,64.2
"35","Thoughtseize",17,64.2
"36","Prismatic Ending",18,64.2
"37","Swamp",20,64.2
"38","Misty Rainforest",29,64.2
"39","Arid Mesa",16,64
"40","Kroxa, Titan of Death's Hunger",12,63.9
"41","Force of Negation",13,63.8
"42","Ragavan, Nimble Pilferer",27,63.8
"43","Teferi, Time Raveler",18,63.7
"44","Dauthi Voidwalker",10,63.5
"45","Unholy Heat",27,63.5
"46","Welding Jar",7,63.4
"47","Blood Crypt",17,63.4
"48","Flooded Strand",22,63.3
"49","Pithing Needle",12,63.2
"50","Plains",24,63.1
