"","Artist","NoCopies","Winrate"
"1","Rob Alexander",504,0.713
"2","Christopher Rush",306,0.727
"3","Mark Poole",174,0.696
"4","Chippy",156,0.704
"5","Anastasia Ovchinnikova",146,0.707
"6","Eric Deschamps",136,0.721
"7","John Stanko",132,0.728
"8","Mark Zug",121,0.704
"9","Martina Fackova",120,0.704
"10","Philip Straub",119,0.708
"11","Tomasz Jedruszek",114,0.705
"12","Simon Dominic",113,0.702
"13","Adam Paquette",111,0.7
"14","Svetlin Velinov",97,0.718
"15","Titus Lunter",94,0.736
"16","Jason Chan",91,0.75
"17","Jesper Myrfors",91,0.704
"18","Mike Bierek",89,0.733
"19","Aleksi Briclot",89,0.722
"20","Ron Spears",88,0.71
"21","Seb McKinnon",86,0.726
"22","Jonas De Ro",86,0.702
"23","Kari Christensen",84,0.702
"24","Cyril Van Der Haegen",80,0.725
"25","Shelly Wan",79,0.706
"26","Greg Hildebrandt",77,0.715
"27","Howard Lyon",77,0.72
"28","Michael C. Hayes",74,0.723
"29","Jung Park",73,0.747
"30","Dmitry Burmak",68,0.741
"31","Pete Venters",68,0.727
"32","Douglas Shuler",67,0.722
"33","Chris Rallis",67,0.719
"34","Yeong-Hao Han",66,0.724
"35","Chase Stone",66,0.707
"36","Anthony S. Waters",66,0.716
"37","Raymond Swanland",65,0.728
"38","Ryan Pancoast",65,0.714
"39","Amy Weber",63,0.742
"40","Dave Kendall",62,0.732
"41","Vance Kovacs",59,0.706
"42","Tom Wänerstrand",58,0.715
"43","Alayna Danner",57,0.697
"44","Paul Scott Canavan",56,0.704
"45","Lucas Graciano",56,0.699
"46","Franz Vohwinkel",56,0.705
"47","Izzy",53,0.741
"48","David Rapoza",52,0.682
"49","Ben Thompson",51,0.687
"50","Vincent Proce",50,0.725
"51","Randy Vargas",49,0.717
"52","Cliff Childs",48,0.69
"53","Todd Lockwood",48,0.736
"54","Kieran Yanner",47,0.718
"55","Daarken",46,0.725
"56","Jason Felix",45,0.726
"57","Johannes Voss",44,0.718
"58","Christopher Moeller",44,0.731
"59","Sidharth Chaturvedi",42,0.745
"60","John Avon",41,0.713
"61","Terese Nielsen",40,0.708
"62","Chris Rahn",39,0.711
"63","Steve Argyle",38,0.733
"64","Richard Wright",36,0.691
"65","Sam Burley",34,0.731
"66","Warren Mahy",34,0.713
"67","Dan Frazier",32,0.719
"68","Adam Rex",32,0.72
"69","Christine Choi",32,0.676
"70","Michael Komarck",31,0.709
"71","Richard Whitters",31,0.739
"72","Greg Staples",31,0.688
"73","James Paick",30,0.711
"74","DiTerlizzi",29,0.737
"75","Steven Belledin",28,0.691
"76","Raoul Vitale",27,0.766
"77","Jesper Ejsing",26,0.677
"78","Evan Shipard",25,0.667
"79","Jason Rainville",25,0.733
"80","Deruchenko Alexander",24,0.735
"81","Alexander Forssberg",24,0.735
"82","Bastien L. Deharme",24,0.702
"83","Scott Murphy",23,0.717
"84","David Martin",22,0.79
"85","Dan Scott",22,0.769
"86","Martina Pilcerova",22,0.75
"87","Donato Giancola",22,0.709
"88","Dimitar Marinski",22,0.674
"89","Wayne England",21,0.731
"90","Nicholas Elias",21,0.741
"91","Volkan Baǵa",21,0.67
"92","Nils Hamm",21,0.702
"93","Kev Walker",21,0.714
"94","Mitsuaki Sagiri",20,0.681
"95","Nicholas Gregory",20,0.694
"96","Darrell Riche",19,0.725
"97","Cynthia Sheppard",19,0.708
"98","Fred Fields",18,0.704
"99","Winona Nelson",18,0.688
"100","Craig J Spearing",18,0.667
"101","Mark Tedin",18,0.724
"102","Mark A. Nelson",17,0.723
"103","Charles Urbach",17,0.702
"104","Anson Maddocks",17,0.71
"105","Jeff Miracola",17,0.732
"106","Lius Lasahido",17,0.743
"107","Matt Stewart",17,0.66
"108","Victor Adame Minguez",15,0.783
"109","Noah Bradley",15,0.753
"110","Caroline Gariba",14,0.727
"111","Michael Sutfin",14,0.709
"112","Jana Schirmer & Johannes Voss",14,0.677
"113","Johann Bodin",14,0.727
"114","Daniel Ljunggren",13,0.742
"115","Jim Nelson",13,0.72
"116","Joe Slucher",12,0.72
"117","rk post",12,0.719
"118","Justin Murray",12,0.708
"119","Drew Tucker",12,0.696
"120","Ilse Gort",12,0.696
"121","Jeremy Enecio",12,0.667
"122","Willian Murai",11,0.652
"123","Tommy Arnold",10,0.719
"124","Heather Hudson",10,0.719
"125","Grzegorz Rutkowski",10,0.708
"126","G-host Lee",10,0.674
"127","Thomas M. Baxa",9,0.731
"128","Lars Grant-West",9,0.71
"129","Piotr Dura",9,0.667
"130","Mark Brill",8,0.761
"131","Wisnu Tan",8,0.733
"132","Tomas Giorello",8,0.688
"133","Yongjae Choi",7,0.745
"134","Brian Snõddy",7,0.75
"135","Wayne Reynolds",7,0.71
"136","Jakub Kasper",7,0.656
"137","Josu Hernaiz",7,0.667
"138","Randy Gallegos",7,0.708
"139","Gabor Szikszai",6,0.72
"140","Livia Prima",6,0.688
"141","Jokubas Uogintas",6,0.667
"142","Uriah Voth",6,0.643
"143","Richard Kane Ferguson",6,0.75
"144","Lie Setiawan",6,0.688
"145","Filip Burburan",6,0.714
"146","Steve Prescott",6,0.667
"147","John Matson",5,0.727
"148","Chris Ostrowski",5,0.7
"149","Phil Foglio",5,0.708
"150","Jeremy Jarvis",5,0.696
"151","Carl Critchlow",5,0.765
"152","Johan Grenier",5,0.667
"153","Omar Rayyan",5,0.625
"154","Milivoj Ćeran",4,0.778
"155","Ralph Horsley",4,0.75
"156","Cristi Balanescu",4,0.75
"157","Suzanne Helmigh",4,0.714
"158","Una Fricker",4,0.714
"159","Melissa A. Benson",4,0.625
"160","Matt Cavotta",4,0.625
"161","Magali Villeneuve",4,0.625
"162","E. M. Gist",4,0.625
"163","Wesley Burt",4,0.625
"164","Zoltan Boros",4,0.625
"165","Daniel Gelon",4,0.625
"166","Mark Romanoski",4,0.625
"167","Jama Jurabaev",3,0.76
"168","Khang Le",3,0.714
"169","Pauline Voss",3,0.778
"170","Brom",3,0.75
"171","Dominick Domingo",3,0.75
"172","Iris Compiet",3,0.714
"173","Don Hazeltine",3,0.68
"174","Peter Mohrbacher",2,0.765
"175","Bryon Wackwitz",2,0.765
"176","Tony Szczudlo",2,0.688
"177","Marta Nael",2,0.778
"178","Alex Horley-Orlandelli",2,0.75
"179","Mike Dringenberg",2,0.75
"180","Sarah Finnigan",2,0.667
"181","Pat Morrissey",2,0.714
"182","Zack Stella",2,0.714
"183","Dany Orizio",2,0.714
"184","Luca Zontini",2,0.714
"185","Karl Kopinski",2,0.714
"186","Doug Chaffee",2,0.625
"187","Campbell White",2,0.6
"188","Andrew Mar",1,0.778
"189","Anthony Francisco",1,0.75
"190","Sung Choi",1,0.75
"191","Jaime Jones",1,0.75
"192","Eric Fortune",1,0.714
"193","Zoltan Boros & Gabor Szikszai",1,0.714
"194","Sandra Everingham",1,0.625
"195","Clint Cearley",1,0.571
"196","Mark Behm",1,0.571
