"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Counter Monkey - Rakdos Midrange,Shardless Rhinos - Mardu Midrange,Hammer Time - Shardless Rhinos - Rakdos Midrange - Taking Turns,Hammer Time - Counter Monkey - Rakdos Midrange - Shardless Rhinos,Hammer Time - Counter Monkey - Rakdos Midrange - Shardless Rhinos
"Tiers 1.5",Taking Turns - Izzet Prowess - Shardless Rhinos,Heliod Combo - Jund Midrange - Hammer Time - BTL Scapeshift - Taking Turns - Stoneblade - Eldrazi Tron - Rakdos Midrange - Izzet Prowess,Counter Monkey - Izzet Prowess - Mardu Midrange - BTL Scapeshift,Taking Turns - Izzet Prowess,Taking Turns - Izzet Prowess
"Tiers 2",Living End - BTL Scapeshift - Mill - Mardu Midrange - Heliod Combo - Jund Midrange - Boros Blink - Asmo Urza - Stoneblade - Eldrazi Tron - Humans - Warp World,Mill - Boros Blink - Asmo Urza,Heliod Combo - Jund Midrange - Mill - Stoneblade - Eldrazi Tron - Living End,BTL Scapeshift - Mardu Midrange - Heliod Combo - Mill - Jund Midrange - Living End - Stoneblade - Eldrazi Tron - Boros Blink - Asmo Urza,BTL Scapeshift - Mardu Midrange - Heliod Combo - Mill - Jund Midrange - Living End - Stoneblade - Eldrazi Tron - Boros Blink - Asmo Urza
"Tiers 2.5",,Counter Monkey - Living End - Humans - Warp World,Boros Blink - Asmo Urza - Humans - Warp World,Humans - Warp World,Humans - Warp World
