"","CardNames","DeckCount","WinrateAverage"
"1","Deafening Silence",1,88.9
"2","Ethersworn Canonist",1,88.9
"3","Eidolon of Rhetoric",1,80
"4","Anger of the Gods",5,79.1
"5","Fury",5,77.8
"6","Kaya's Guile",2,77.8
"7","Teferi, Hero of Dominaria",2,77.8
"8","Forest",1,77.8
"9","Big Game Hunter",1,77.8
"10","Damn",1,77.8
"11","Dauthi Voidwalker",1,77.8
"12","Fracture",1,77.8
"13","Kaya, Orzhov Usurper",1,77.8
"14","Terminate",3,76.9
"15","Threads of Disloyalty",2,76.5
"16","Celestial Purge",5,76.2
"17","Endurance",10,75.9
"18","Nahiri, the Harbinger",3,75
"19","Leyline of Sanctity",2,75
"20","Unholy Heat",2,75
"21","Collective Brutality",2,75
"22","Firespout",1,75
"23","Bontu's Last Reckoning",1,75
"24","Echoing Truth",1,75
"25","Slaughter Pact",1,75
"26","Pillage",1,75
"27","Sudden Edict",1,75
"28","Snow-Covered Plains",1,75
"29","Tourach, Dread Cantor",1,75
"30","On Thin Ice",1,75
"31","Lightning Helix",1,75
"32","Sword of Feast and Famine",1,75
"33","Welding Jar",1,75
"34","Reclamation Sage",1,75
"35","Metallic Rebuke",1,75
"36","Bedlam Reveler",1,75
"37","Plains",1,75
"38","Detention Sphere",1,75
"39","Ingot Chewer",1,75
"40","Ratchet Bomb",1,75
"41","Skysovereign, Consul Flagship",1,75
"42","Sundering Titan",1,75
"43","Prismatic Ending",23,74.9
"44","Pithing Needle",20,74.4
"45","Seal of Cleansing",16,74.4
"46","Jace, the Mind Sculptor",6,74
"47","Path to Exile",19,73.7
"48","Kozilek's Return",6,73.6
"49","Flusterstorm",7,73.3
"50","Tireless Tracker",2,73.3
