"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","McWinSauce",4,29,0.724137931034483,0.527615517569966,0.87265988589777,63,"Bant Control","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#mcwinsauce_th_place"
"2","SoulStrong",3,24,0.75,0.532887197577331,0.902269590525467,54,"UBRG Shadow","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#soulstrong_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#soulstrong_th_place"
"3","Toastxp",2,19,0.842105263157895,0.604215448733326,0.966173750998235,48,"Urza Oko","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#toastxp_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#toastxp_nd_place"
"4","LillHalonen",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Bogles","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#lillhalonen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lillhalonen_st_place"
"5","Brener",2,18,0.722222222222222,0.465198034416944,0.903050787474441,39,"Infect; Bant Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#brener_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#brener_nd_place"
"6","LSMD",3,22,0.590909090909091,0.363546961729731,0.792906877002851,39,"Grixis Shadow","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#lsmd_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#lsmd_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#lsmd_th_place"
"7","RicardoMSLan",3,22,0.590909090909091,0.363546961729731,0.792906877002851,39,"Eldrazi Tron","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#ricardomslan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#ricardomslan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#ricardomslan_th_place"
"8","SourceOdin",2,17,0.705882352941177,0.440417281245663,0.89686448562968,36,"Thopter Urza; Urza Oko","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#sourceodin_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#sourceodin_nd_place"
"9","exoticherman",2,16,0.75,0.476229180103872,0.927337961747118,36,"Infect","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#exoticherman_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#exoticherman_th_place"
"10","cityofcards",2,16,0.75,0.476229180103872,0.927337961747118,36,"Azorius Control; Eldrazi Tron","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#cityofcards_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#cityofcards_th_place"
"11","Laplasjan",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#laplasjan_th_place"
"12","llawtonss",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Izzet Control; Urza Oko","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#llawtonss_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#llawtonss_th_place"
"13","VTCLA",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Urza Oko","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#vtcla_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#vtcla_th_place"
"14","MentalMisstep",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Thopter Urza; Urza Oko","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mentalmisstep_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mentalmisstep_th_place"
"15","Bullz0Eye",1,11,0.909090909090909,0.587220083011617,0.997701027786186,30,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#bullzeye_st_place"
"16","NuBlkAu",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"UBRG Shadow","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#nublkau_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#nublkau_th_place"
"17","GodOfSlaughter",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Amulet Titan; Bant Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#godofslaughter_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#godofslaughter_th_place"
"18","Sodeq",2,16,0.625,0.354346094302078,0.848016324918878,30,"Dredge","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#sodeq_st_place"
"19","yamakiller",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Eldrazi Tron; Titan Shift","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#yamakiller_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#yamakiller_st_place"
"20","Poderosisimo",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Grixis Shadow; Crabvine","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#poderosisimo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#poderosisimo_th_place"
"21","Zar0s",1,11,0.818181818181818,0.482244147639827,0.97716880170004,27,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#zars_nd_place"
"22","genkytoro",2,15,0.6,0.322869766206282,0.836635676140487,27,"Jund Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#genkytoro_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#genkytoro_th_place"
"23","stainerson",1,10,0.8,0.443904537692359,0.974789273673167,24,"Titan Shift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#stainerson_st_place"
"24","pbarrrgh",1,10,0.8,0.443904537692359,0.974789273673167,24,"Azorius Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#pbarrrgh_nd_place"
"25","Ivan_Catanduva_Br",2,14,0.571428571428571,0.288609400038307,0.823388910017882,24,"Urza Oko","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#ivan_catanduva_br_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#ivan_catanduva_br_rd_place"
"26","nahuel10",2,14,0.571428571428571,0.288609400038307,0.823388910017882,24,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#nahuel_nd_place"
"27","Elnitzo",1,10,0.8,0.443904537692359,0.974789273673167,24,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#elnitzo_nd_place"
"28","pepeteam",1,9,0.888888888888889,0.517503485082663,0.997190863253401,24,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#pepeteam_st_place"
"29","Kuhb",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#kuhb_rd_place"
"30","benchsummer",1,8,0.875,0.473490329124793,0.996840276468748,21,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#benchsummer_th_place"
"31","shadow_PT",2,13,0.538461538461538,0.251345482270304,0.807767558198712,21,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#shadow_pt_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#shadow_pt_th_place"
"32","Nisus",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Crabvine","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#nisus_rd_place"
"33","MLupa",1,8,0.875,0.473490329124793,0.996840276468748,21,"Bant Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#mlupa_th_place"
"34","btail08",1,10,0.7,0.347547149940003,0.933260488822266,21,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#btail_th_place"
"35","gyyby297",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#gyyby_th_place"
"36","Phill_Hellmuth",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#phill_hellmuth_th_place"
"37","painhuman",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#painhuman_th_place"
"38","Irra0770",2,15,0.466666666666667,0.212666729519308,0.734138652722603,21,"Jund Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#irra_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#irra_st_place"
"39","lan2_13",1,8,0.875,0.473490329124793,0.996840276468748,21,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lan__th_place"
"40","Gul_Dukat",1,9,0.777777777777778,0.399906426283688,0.971855026522102,21,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#gul_dukat_rd_place"
"41","Cherryxman",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#cherryxman_th_place"
"42","Finalnub",1,8,0.75,0.349144205587176,0.968145973750056,18,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#finalnub_th_place"
"43","shoktroopa",1,8,0.75,0.349144205587176,0.968145973750056,18,"Blue Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-16#shoktroopa_th_place"
"44","_IlNano_",1,8,0.75,0.349144205587176,0.968145973750056,18,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#_ilnano__th_place"
"45","LORiWWA",1,8,0.75,0.349144205587176,0.968145973750056,18,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-22#loriwwa_th_place"
"46","JOXEMI333",1,8,0.75,0.349144205587176,0.968145973750056,18,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#joxemi_th_place"
"47","V_Olkhovikov",1,8,0.75,0.349144205587176,0.968145973750056,18,"Orzhov Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#v_olkhovikov_th_place"
"48","phyrexianphenom3",1,8,0.75,0.349144205587176,0.968145973750056,18,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#phyrexianphenom_th_place"
"49","ssnelson",1,8,0.75,0.349144205587176,0.968145973750056,18,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#ssnelson_th_place"
"50","iDaveW",1,8,0.75,0.349144205587176,0.968145973750056,18,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#idavew_th_place"
"51","Ramp",1,8,0.75,0.349144205587176,0.968145973750056,18,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#ramp_th_place"
"52","katoriarch123",1,8,0.75,0.349144205587176,0.968145973750056,18,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#katoriarch_th_place"
"53","Dborges7",1,8,0.75,0.349144205587176,0.968145973750056,18,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2019-12-29#dborges_th_place"
"54","austinflakesss",1,9,0.666666666666667,0.29929505620854,0.925145368580308,18,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#austinflakesss_th_place"
