"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"1","Titan Shift",5,5,38,0.684210526315789,0.513472945593978,0.824974661098873,7.6,0.993666739462765
"2","Azorius Control",3,3,23,0.695652173913043,0.470808333991493,0.8678971203019,7.66666666666667,1.01802757158006
"3","Thopter Urza",4,4,32,0.71875,0.532528900357065,0.862543096704498,8,0.966151553184813
"4","Eldrazi Tron",34,30,256,0.6875,0.626831831779595,0.74376402916373,8.53333333333333,1.00210305565979
"5","UBRG Shadow",11,8,83,0.710843373493976,0.600947492603724,0.805156931858937,10.375,1.01204819277108
"6","Blue Tron",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"7","Infect",7,6,53,0.735849056603774,0.59672076915,0.847431639902581,8.83333333333333,1.01422404155415
"8","Jund Midrange",6,4,44,0.590909090909091,0.432496427252171,0.736620574918696,11,0.947258848022207
"9","Urza Oko",25,22,191,0.706806282722513,0.636758100568722,0.770308149788976,8.68181818181818,1.03266751714191
"10","Bant Control",9,6,64,0.671875,0.54312321322144,0.784128001106275,10.6666666666667,1.04247611464968
"11","Izzet Control",3,3,21,0.714285714285714,0.478248881752886,0.887190596078059,7,0.991189427312775
"12","Grixis Shadow",6,4,43,0.604651162790698,0.444099524465696,0.750232211352409,10.75,1.01766425212861
"13","Ascendancy Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"14","Burn",9,8,63,0.603174603174603,0.472006946311167,0.724308882224939,7.875,1.00082304526749
"15","Devoted",5,5,34,0.588235294117647,0.406969432970848,0.753529264702249,6.8,1.00430416068867
"16","Temur Control",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"17","Crabvine",3,3,23,0.652173913043478,0.427343963036494,0.83623640162505,7.66666666666667,0.982158323228824
"18","Bant Midrange",8,8,60,0.666666666666667,0.533127325257169,0.78313055456883,7.5,1.01664145234493
"19","Humans",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"20","Amulet Titan",4,4,31,0.67741935483871,0.48627017040725,0.833176362577041,7.75,0.989621318373071
"21","Green Eldrazi",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"22","Mono White Taxes",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"23","Esper Taxes",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"24","Mono Red Prowess",5,5,35,0.6,0.4211177218821,0.761291889546658,7,1
"25","Golgari Midrange",2,2,15,0.6,0.322869766206282,0.836635676140487,7.5,1.00298507462687
"26","Green Tron",7,7,54,0.648148148148148,0.506237861759218,0.773188115901528,7.71428571428571,1.00743090433812
"27","Primeval Titan",5,5,38,0.631578947368421,0.459942785924438,0.781874964903848,7.6,1.03081538041996
"28","Orzhov Taxes",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"29","Gifts Storm",2,2,14,0.642857142857143,0.351380110615992,0.872401570140841,7,1.02857142857143
"30","Bogles",3,2,24,0.708333333333333,0.489052186142167,0.873847911476309,12,1.10869565217391
"31","Affinity",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"32","Grixis Control",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"33","Niv To Light",3,3,23,0.739130434782609,0.515948029597562,0.897713866084642,7.66666666666667,1.00140252454418
"34","Temur Midrange",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"35","Elementals",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"36","Slivers",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"37","Electro Balance",2,2,14,0.642857142857143,0.351380110615992,0.872401570140841,7,1
"38","Naya Midrange",1,1,6,0.666666666666667,0.222778095503512,0.956728131707258,6,1
"39","Merfolk",1,1,6,0.5,0.118117248757025,0.881882751242975,6,1
"40","Dredge",4,3,29,0.551724137931034,0.356938710803914,0.735544696293295,9.66666666666667,1.08198041057292
"41","Gruul Midrange",1,1,6,0.166666666666667,0.00421074451448947,0.641234578997675,6,1
"42","Paradoxical Urza",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
