"CardNames","CardCount","DeckCount","WinCount","MatchCount","WinrateAverage","Winrate95Min","Winrate95Max","Archetypes","URL","Artists","Colors","CMC","Types","FirstSet","CardCountOutTotalCards","DeckCountOutTotalDecks","AverageCopies"
"Rip Apart",4,2,13,16,81.2,54.4,96," 2 Unknown 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-19#chainsofmephistopplz_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-19#hj_kaiser_th_place 
","Anna Podedworna","R,W",2,"Sorcery","STX",0.4,2.7,2
"Vanishing Verse",1,1,5,7,71.4,29,96.3," 1 Unknown 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-19#madmaxernst_th_place 
","Chris Seaman","B,W",2,"Instant","STX",0.1,1.4,1
