"","CardNames","DeckCount","Winrate95Min"
"1","Surgical Extraction",44,63.5
"2","Wilt",5,62.4
"3","Karakas",9,62
"4","Submerge",19,61.7
"5","Pyroblast",31,61.6
"6","Collector Ouphe",15,61.4
"7","Force of Vigor",19,61.4
"8","Klothys, God of Destiny",16,60.7
"9","Sylvan Library",17,59.7
"10","Red Elemental Blast",10,59.4
"11","Hullbreacher",3,59.3
"12","Grafdigger's Cage",18,59.1
"13","Crop Rotation",5,58.9
"14","Null Rod",9,58.8
"15","Plague Engineer",12,58.2
"16","Leyline of the Void",12,58
"17","Flusterstorm",16,57.8
"18","Assassin's Trophy",6,57.2
"19","Abrade",15,57.1
"20","Bojuka Bog",6,56.9
"21","Blazing Volley",12,56.9
"22","Carpet of Flowers",13,56.8
"23","Leovold, Emissary of Trest",5,56.7
"24","Thoughtseize",7,56.3
"25","Veil of Summer",16,56.3
"26","Ethersworn Canonist",6,55.7
"27","Choke",6,55.7
"28","Rough // Tumble",7,55.7
"29","Sphere of Resistance",1,55.5
"30","Thorn of Amethyst",1,55.5
"31","Tireless Tracker",1,55.5
"32","Path to Exile",8,55.5
"33","Rest in Peace",8,55.5
"34","Rip Apart",2,54.4
"35","Ancient Grudge",9,54.3
"36","Deafening Silence",9,53.4
"37","Mindbreak Trap",7,52.9
"38","Blood Moon",6,52.9
"39","Relic of Progenitus",5,52.4
"40","Containment Priest",8,52.2
"41","Monastery Mentor",1,51.8
"42","Mountain",1,51.8
"43","Meddling Mage",3,51.6
"44","Mystical Dispute",3,50.9
"45","Skyclave Apparition",4,50.6
"46","Cataclysm",4,50.6
"47","Narset, Parter of Veils",5,50.2
"48","Council's Judgment",5,50.2
"49","Defense Grid",6,50.1
"50","Engineered Explosives",4,49.8
