"","SetName","Winrate","Presence"
"1","TMP",NA,0
"2","MH1",NA,0
"3","LEG",NA,0
"4","ZEN",NA,0
"5","ICE",NA,0
"6","LRW",NA,0
"7","ALL",NA,0
"8","FUT",NA,0
"9","LEA",NA,0
"10","ONS",NA,0
"11","ELD",NA,0
"12","RAV",NA,0
"13","ISD",NA,0
"14","NEM",NA,0
"15","LEB",NA,0
"16","M11",NA,0
"17","THB",NA,0
"18","WWK",NA,0
"19","WAR",NA,0
"20","C20",NA,0
"21","ROE",NA,0
"22","CNS",NA,0
"23","AVR",NA,0
"24","STH",NA,0
"25","RTR",NA,0
"26","MMQ",NA,0
"27","USG",NA,0
"28","M20",NA,0
"29","ULG",NA,0
"30","DKA",NA,0
"31","DRK",NA,0
"32","C13",NA,0
"33","CN2",NA,0
"34","ZNR",NA,0
"35","CSP",NA,0
"36","GTC",NA,0
"37","DIS",NA,0
"38","AKH",NA,0
"39","NPH",NA,0
"40","BOK",NA,0
"41","AER",NA,0
"42","DST",NA,0
"43","CON",NA,0
"44","TSP",NA,0
"45","CMD",NA,0
"46","EXO",NA,0
"47","SCG",NA,0
"48","MBS",NA,0
"49","ODY",NA,0
"50","M14",NA,0
"51","MIR",NA,0
"52","MRD",NA,0
"53","EVE",NA,0
"54","BNG",NA,0
"55","STX",NA,0
"56","PLC",NA,0
"57","XLN",NA,0
"58","PLS",NA,0
"59","CMR",NA,0
"60","SLD",NA,0
"61","SOI",NA,0
"62","GRN",NA,0
"63","HOU",NA,0
"64","JUD",NA,0
"65","M13",NA,0
"66","M15",NA,0
"67","EMN",NA,0
"68","PC2",NA,0
"69","M19",NA,0
"70","IKO",NA,0
"71","FRF",NA,0
"72","TOR",NA,0
"73","ORI",NA,0
"74","SOK",NA,0
"75","SOM",NA,0
"76","KLD",NA,0
"77","KTK",NA,0
"78","FEM",NA,0
"79","DTK",NA,0
"80","BFZ",NA,0
"81","JMP",NA,0
"82","ALA",NA,0
"83","MOR",NA,0
"84","VIS",NA,0
"85","CHK",NA,0
"86","KHM",NA,0
"87","C19",NA,0
"88","SHM",NA,0
"89","ATQ",NA,0
"90","WTH",NA,0
"91","POR",NA,0
"92","INV",NA,0
"93","GPT",NA,0
"94","RNA",NA,0
"95","ARN",NA,0
"96","JOU",NA,0
"97","ARB",NA,0
"98","PTK",NA,0
"99","DOM",NA,0
"100","RIX",NA,0
