"","CardNames","DeckCount","Winrate95Min"
"1","Wasteland",38,64.4
"2","Force of Negation",28,64.3
"3","Sylvan Library",18,63.8
"4","Misty Rainforest",38,63.8
"5","Brainstorm",43,63.6
"6","Ponder",42,63.4
"7","Force of Will",41,63.3
"8","Horizon Canopy",4,63.1
"9","Tropical Island",32,62.7
"10","Polluted Delta",33,62.6
"11","Brazen Borrower",20,62.4
"12","Swords to Plowshares",16,62.1
"13","Karakas",17,62.1
"14","Life from the Loam",5,61.8
"15","Delver of Secrets",22,61.8
"16","Daze",26,61.7
"17","Flooded Strand",31,61.6
"18","Volcanic Island",31,61.3
"19","Preordain",23,61.2
"20","Uro, Titan of Nature's Wrath",17,61
"21","Tarmogoyf",16,60.9
"22","Jace, the Mind Sculptor",5,60.7
"23","Scalding Tarn",28,60.6
"24","Plains",11,60.5
"25","Tundra",8,60.3
"26","Snapcaster Mage",8,60.3
"27","Bayou",16,60.1
"28","Teferi, Time Raveler",7,59.7
"29","Lightning Bolt",21,59.5
"30","Narset, Parter of Veils",3,59.3
"31","Island",14,59.3
"32","Verdant Catacombs",14,59.3
"33","Ethereal Forager",8,59.2
"34","Underground Sea",12,59.2
"35","Forked Bolt",14,59.1
"36","Windswept Heath",9,58.7
"37","Council's Judgment",2,58.6
"38","Terminus",2,58.6
"39","Wooded Foothills",11,58.4
"40","Forest",10,57.9
"41","Mox Diamond",3,57.8
"42","Abrupt Decay",8,57.8
"43","Snow-Covered Island",14,57.8
"44","Taiga",6,57.4
"45","Rishadan Port",6,57.4
"46","Exploration",2,57.2
"47","Field of the Dead",2,57.2
"48","Mother of Runes",8,57.1
"49","Thalia, Guardian of Thraben",8,57.1
"50","Maze of Ith",2,56.6
