"","SetCode","NoCopies","Winrate"
"1","LEA",2876,0.651
"2","MRD",1331,0.642
"3","ICE",1020,0.647
"4","CLB",896,0.631
"5","NEO",695,0.644
"6","SOM",679,0.645
"7","MH2",616,0.649
"8","AFR",582,0.634
"9","VOW",503,0.642
"10","ZEN",452,0.638
"11","MH1",439,0.665
"12","DMU",396,0.649
"13","IKO",396,0.65
"14","TOR",356,0.644
"15","MBS",328,0.663
"16","JUD",324,0.652
"17","SNC",323,0.64
"18","ALL",317,0.655
"19","TSP",315,0.669
"20","KTK",299,0.637
"21","DRK",287,0.631
"22","BRO",254,0.653
"23","M11",243,0.652
"24","ALA",231,0.614
"25","SOI",225,0.647
"26","ROE",222,0.659
"27","ATQ",210,0.717
"28","VIS",209,0.663
"29","WWK",202,0.649
"30","AKH",202,0.633
"31","KHM",201,0.649
"32","AER",197,0.629
"33","LRW",193,0.665
"34","RTR",193,0.625
"35","DOM",191,0.67
"36","MMQ",179,0.654
"37","DIS",171,0.631
"38","ULG",163,0.668
"39","FRF",157,0.638
"40","INV",153,0.662
"41","USG",151,0.669
"42","DKA",146,0.661
"43","AVR",137,0.653
"44","EVE",135,0.637
"45","LEG",134,0.644
"46","GPT",133,0.648
"47","C16",131,0.663
"48","M19",111,0.654
"49","XLN",109,0.65
"50","SHM",99,0.616
"51","MID",94,0.65
"52","M12",91,0.675
"53","RAV",81,0.704
"54","ONS",80,0.696
"55","MOR",80,0.65
"56","NPH",79,0.599
"57","APC",77,0.629
"58","BOK",75,0.626
"59","STX",71,0.739
"60","TMP",65,0.653
"61","M13",62,0.637
"62","ODY",59,0.702
"63","ISD",55,0.682
"64","RNA",54,0.626
"65","GTC",50,0.698
"66","DGM",50,0.595
"67","ORI",44,0.622
"68","ZNR",41,0.65
"69","CSP",41,0.62
"70","HOU",39,0.699
"71","CMR",39,0.616
"72","OGW",38,0.695
"73","FUT",38,0.685
"74","SCG",34,0.716
"75","M10",30,0.655
"76","PLS",29,0.631
"77","P02",28,0.732
"78","CN2",25,0.655
"79","THB",23,0.599
"80","JMP",22,0.633
"81","M21",22,0.619
"82","ELD",22,0.636
"83","WAR",21,0.663
"84","DST",20,0.593
"85","ARB",18,0.739
"86","CHK",17,0.667
"87","NEM",15,0.61
"88","THS",14,0.667
"89","BFZ",12,0.679
"90","PLC",12,0.632
"91","LGN",11,0.7
"92","ARN",11,0.621
"93","EXO",11,0.667
"94","MIR",10,0.673
"95","M14",10,0.577
"96","SOK",7,0.688
"97","5DN",5,0.733
"98","M15",5,0.5
"99","JOU",4,0.667
"100","PCY",3,0.667
"101","KLD",2,0.692
"102","GRN",2,0.571
"103","FEM",1,0.778
