"","SetCode","NoCopies","Winrate"
"1","MH2",5091,0.741
"2","LEA",2444,0.737
"3","MH1",2136,0.737
"4","ONS",1342,0.736
"5","ELD",1083,0.739
"6","WWK",883,0.736
"7","KLD",855,0.745
"8","RAV",785,0.728
"9","GPT",777,0.743
"10","FUT",738,0.722
"11","DIS",724,0.737
"12","LRW",622,0.732
"13","THB",620,0.738
"14","WAR",618,0.747
"15","5DN",584,0.741
"16","NPH",547,0.742
"17","M20",536,0.735
"18","CSP",527,0.745
"19","ZNR",507,0.725
"20","ZEN",502,0.747
"21","SOM",499,0.737
"22","AER",483,0.734
"23","ROE",402,0.73
"24","DKA",400,0.731
"25","AKH",379,0.731
"26","STX",374,0.757
"27","IKO",358,0.738
"28","M11",355,0.726
"29","SHM",345,0.724
"30","TSP",338,0.73
"31","ISD",336,0.73
"32","KTK",325,0.725
"33","ARB",322,0.751
"34","CON",317,0.725
"35","MRD",315,0.734
"36","ICE",315,0.722
"37","DRK",308,0.745
"38","OGW",300,0.762
"39","EMN",273,0.725
"40","ATQ",263,0.759
"41","HOU",256,0.747
"42","SOK",245,0.743
"43","DST",244,0.735
"44","M21",228,0.737
"45","RTR",220,0.724
"46","AVR",218,0.739
"47","XLN",177,0.734
"48","JUD",175,0.751
"49","MBS",159,0.735
"50","DOM",152,0.727
"51","INV",140,0.733
"52","SOI",140,0.72
"53","ALA",137,0.734
"54","CHK",136,0.721
"55","APC",134,0.732
"56","M12",133,0.746
"57","RNA",131,0.714
"58","PLC",124,0.737
"59","GRN",113,0.716
"60","PLS",110,0.746
"61","DTK",108,0.726
"62","M19",108,0.728
"63","EVE",98,0.724
"64","DGM",97,0.755
"65","BFZ",95,0.708
"66","M10",82,0.724
"67","MIR",79,0.711
"68","M15",76,0.736
"69","GTC",72,0.677
"70","STH",69,0.733
"71","THS",65,0.716
"72","NEM",64,0.723
"73","ORI",54,0.755
"74","KHM",54,0.712
"75","JOU",51,0.691
"76","TMP",49,0.732
"77","WTH",48,0.717
"78","ALL",45,0.696
"79","FRF",43,0.744
"80","CMD",37,0.746
"81","MOR",37,0.721
"82","ULG",36,0.72
"83","PTK",25,0.633
"84","M13",24,0.786
"85","P02",22,0.769
"86","ARN",22,0.673
"87","BOK",19,0.776
"88","BNG",16,0.711
"89","LEG",15,0.732
"90","ODY",14,0.676
"91","CN2",14,0.683
"92","RIX",10,0.737
"93","M14",7,0.75
"94","VIS",1,0.714
