"","CardNames","DeckCount","Winrate95Min"
"1","Scalding Tarn",174,73.1
"2","Spirebluff Canal",106,72.9
"3","Steam Vents",170,72.8
"4","Force of Negation",97,72.4
"5","Expressive Iteration",70,72.3
"6","Flooded Strand",113,72.3
"7","Counterspell",78,71.8
"8","Dragon's Rage Channeler",88,71.8
"9","Mishra's Bauble",132,71.8
"10","Misty Rainforest",157,71.8
"11","Island",192,71.8
"12","Unholy Heat",66,71.7
"13","Fiery Islet",68,71.4
"14","Lightning Bolt",159,71.3
"15","Urza's Saga",109,71.2
"16","Serum Visions",53,71
"17","Hallowed Fountain",80,71
"18","Ragavan, Nimble Pilferer",90,71
"19","Raugrin Triome",53,70.9
"20","Breeding Pool",115,70.9
"21","Forest",160,70.9
"22","Murktide Regent",23,70.8
"23","Thought Scour",23,70.8
"24","Teferi, Time Raveler",64,70.8
"25","Mountain",135,70.6
"26","Violent Outburst",51,70.3
"27","Prismatic Ending",48,70.2
"28","Snapcaster Mage",53,70.2
"29","Wooded Foothills",108,70.1
"30","Bloodstained Mire",90,70
"31","Cavern of Souls",67,69.9
"32","Swamp",125,69.9
"33","Gemstone Caverns",25,69.8
"34","Jace, the Mind Sculptor",34,69.8
"35","Subtlety",36,69.8
"36","Brazen Borrower",51,69.8
"37","Cryptic Command",45,69.7
"38","Stormwing Entity",29,69.6
"39","Street Wraith",55,69.6
"40","Stomping Ground",82,69.6
"41","Polluted Delta",87,69.6
"42","Oboro, Palace in the Clouds",12,69.5
"43","Archmage's Charm",37,69.5
"44","Lava Dart",39,69.4
"45","Expedition Map",49,69.4
"46","Shardless Agent",58,69.4
"47","Soul-Scar Mage",37,69.3
"48","Manamorphose",37,69.1
"49","Field of Ruin",25,69
"50","Shadowspear",35,69
