"CardNames","CardCount","DeckCount","WinCount","MatchCount","WinrateAverage","Winrate95Min","Winrate95Max","Archetypes","URL","Artists","Colors","CMC","Types","FirstSet","CardCountOutTotalCards","DeckCountOutTotalDecks","AverageCopies"
"Abiding Grace",7,2,9,15,60,32.3,83.7," 2 Martyr Proc 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#plichow_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#plichow_th_place 
","Jenn Ravenna Tran","W",3,"Enchantment","MH2",0,0.4,3.5
"Abundant Harvest",60,16,80,107,74.8,65.4,82.7," 11 Amulet Titan 
 1 Ascendancy Combo 
 3 Bant Blink 
 1 Jund Midrange 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#pablo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#cftsoc_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#cftsoc_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#kanister_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#adebevoise_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#mcwright__th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#moniz_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#binolino_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#rileydk_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-16#kanister_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#moniz_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#zachattack_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#sneakymisato_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-18#cftsoc_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-19#dimitriqed_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-26#kanister_- 
","Iris Compiet","G",1,"Sorcery","MH2",0.2,3.5,3.8
"Academy Manufactor",10,3,13,19,68.4,43.4,87.4," 1 Asmo Food 
 1 Asmo Urza 
 1 Urza Manufactor 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#ltldude_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#solaec_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#kanister_- 
","Campbell White","",3,"Artifact,Creature","MH2",0,0.7,3.3
"Archon of Cruelty",4,2,7,11,63.6,30.8,89.1," 1 Reanimator 
 1 Warp World 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#mgoetze_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-16#screenwriterny_- 
","Andrew Mar","B",8,"Creature","MH2",0,0.4,2
"Arid Mesa",126,59,290,397,73,68.4,77.4," 1 Boros Midrange 
 3 Boros Prowess 
 3 BTL Scapeshift 
 9 Burn 
 3 Domain Zoo 
 1 Dredge 
 1 Elementals 
 1 Enchantress 
 1 Hammer Time 
 18 Izzet Prowess 
 1 Jeskai Blink 
 1 Jeskai Taxes 
 1 Kiki Chord 
 1 Land Destruction 
 3 Mardu Shadow 
 1 Mono Red Prowess 
 3 Niv To Light 
 1 Phoenix 
 2 Rakdos Midrange 
 2 Stoneblade 
 2 Taking Turns 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#pedrogush_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#ahammer_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#fingers_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#sickworld_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#astralplane_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#joetru_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#justjack_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#tckegtapper_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#astralplane_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#ahammer_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#sprouts_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#madechai_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#benbot_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#kurusu_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#miguelcaster_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#magic_dan_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#mgoetze_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#sickworld_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#miguelcaster_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#unsungzero_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#trunks_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#the_nayr_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#oskiyaa_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#jessy_samek_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#mrichi_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#lannynyny_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#rnapbp_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#kelmasterp_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#extraeasy_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#moksha_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#o_danielakos_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#the_nayr_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-07-04#the_nayr_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-07-04#baronofbacon_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-07-04#blschaos_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-07-04#tingfengwan_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-07-04#frakom_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-04#maxxattack_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-04#sickworld_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-08#kazuga_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#romerito_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#kruse_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#faunkeh_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#sam_lewin_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-11#astralplane_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-15#hauterho_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-15#bambamblitz_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#martin_dominguez_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#moon_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-18#martin_dominguez_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-22#homsar_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-22#toyokwsk_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-23#therock_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-29#gerardo_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-30#jessy_samek_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-02#muuzic_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-02#komattaman_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-02#jfuiilo_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-03#tingfengwan_- 
","Raymond Swanland","",0,"Land","MH2",0.5,13.1,2.1
"Asmoranomardicadaistinaculdacar",124,31,151,202,74.8,68.2,80.6," 10 Asmo Food 
 20 Asmo Urza 
 1 Grinding Breach 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#drew_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#ik_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#lgarrett_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-14#bennybo_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#mmuck_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#sneakymisato_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#_tia__th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#an_actual_potato_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#_tia__th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#hcook_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#samuelgraebner_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#sneakymisato_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#domswitch_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#solaec_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#ekeross_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#hodortimebaby_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#signblindman_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-08#ouranos_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-08#kanister_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-09#kanister_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-10#vtcla_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-12#mentalmisstep_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#spiderspace_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-18#zachattack_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-22#hcook_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-22#xwhale_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-24#gedionravenor_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-25#levunga_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-30#signblindman_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-01#theo_jung_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-03#zyuryo_- 
","Ryan Pancoast","B,R",0,"Creature","MH2",0.5,6.9,4
"Bone Shards",21,12,64,91,70.3,59.8,79.5," 1 Asmo Food 
 10 Asmo Urza 
 1 Reanimator 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#mgoetze_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#ik_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#sneakymisato_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#samuelgraebner_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#sneakymisato_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-27#domswitch_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#ekeross_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#hodortimebaby_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#signblindman_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-22#xwhale_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-30#signblindman_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-07-01#theo_jung_- 
","Tommy Arnold","B",1,"Sorcery","MH2",0.1,2.7,1.8
"Brainstone",23,10,47,64,73.4,60.9,83.7," 1 Azorius Control 
 1 BTL Valki 
 3 Miracles 
 1 UBRG Midrange 
 4 WURG Control 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-07#sebastianstueckl_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#charliethebananaking_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-13#eclipse_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-20#talisker_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#eclipse_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-28#charliethebananaking_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-05#eclipse_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-15#charliethebananaking_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-16#charliethebananaking_- 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-17#charliethebananaking_- 
","Drew Tucker","",1,"Artifact","MH2",0.1,2.2,2.3
"Chatterfang, Squirrel General",3,1,5,7,71.4,29,96.3," 1 Urza Manufactor 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-06#ltldude_rd_place 
","Jason A. Engle","G",3,"Creature","MH2",0,0.2,3
"Dakkon, Shadow Slayer",5,2,8,11,72.7,39,94," 1 Esper Midrange 
 1 Stoneblade 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-06-21#soimbagallade_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-06-25#littleboxer_- 
","Richard Kane Ferguson","B,U,W",3,"Planeswalker","MH2",0,0.4,2.5
