"","CardNames","DeckCount","WinrateAverage"
"1","Jace, Unraveler of Secrets",2,100
"2","Void Shatter",2,100
"3","Stromkirk Condemned",1,100
"4","Tale's End",1,100
"5","Giant Ox",1,100
"6","Magda, Brazen Outlaw",1,100
"7","Toolcraft Exemplar",1,100
"8","Veteran Motorist",1,100
"9","Colossal Plow",1,100
"10","Consulate Dreadnought",1,100
"11","Peacewalker Colossus",1,100
"12","Goblin Dark-Dwellers",1,100
"13","Cathartic Reunion",1,100
"14","Skyclave Shade",1,100
"15","Pia and Kiran Nalaar",1,100
"16","Nezahal, Primal Tide",1,100
"17","Disdainful Stroke",1,100
"18","Dragonmaster Outcast",1,100
"19","You See a Guard Approach",1,100
"20","Shambling Vent",1,100
"21","Adeline, Resplendent Cathar",1,100
"22","Surrak, the Hunt Caller",1,100
"23","Vraska's Contempt",6,91.7
"24","Canyon Slough",3,91.7
"25","Spell Pierce",3,91.7
"26","Atarka's Command",3,91.7
"27","Claim the Firstborn",5,90
"28","Release to the Wind",5,90
"29","Miscast",2,88.9
"30","Oath of Jace",2,88.9
"31","Treacherous Blessing",2,88.9
"32","Callous Bloodmage",4,88.2
"33","Moon-Blessed Cleric",4,88.2
"34","Tangled Florahedron",10,87.5
"35","Expansion // Explosion",8,87.5
"36","Embercleave",6,87.5
"37","Balustrade Spy",4,87.5
"38","Haunted Dead",4,87.5
"39","Narcomoeba",4,87.5
"40","Prized Amalgam",4,87.5
"41","Undercity Informer",4,87.5
"42","Worldspine Wurm",4,87.5
"43","Creeping Chill",4,87.5
"44","Driven // Despair",4,87.5
"45","Neoform",4,87.5
"46","Pelakka Predation",4,87.5
"47","Port of Karfell",4,87.5
"48","Leonin Lightscribe",4,87.5
"49","Gallia of the Endless Dance",4,87.5
"50","Goblin Rabblemaster",4,87.5
