"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Phoenix - Jund Sacrifice - Niv To Light - Boros Burn - Pyromancer - Dimir Control,Temur Control - Boros Heroic - Sultai Midrange - Mono Red Burn - Rakdos Midrange,Jund Sacrifice - Phoenix - Niv To Light - Devotion Walkers,Jund Sacrifice - Phoenix - Niv To Light - Boros Burn - Pyromancer,Jund Sacrifice - Phoenix - Niv To Light - Boros Burn - Pyromancer
"Tiers 1.5",Devotion Walkers - Mono Black Aggro - Ascendancy - Simic Lotus Field - WURG Fires Of Invention - Orzhov Auras - Naya Winota - Mono Red Burn - Bant Spirits,Jund Sacrifice - Naya Winota - Devotion Walkers - Mono Black Vampires - WURG Fires Of Invention - Bant Spirits - Pyromancer - Mono Black Aggro - Enigmatic Incarnation - Selesnya Coco Toolbox - Phoenix,Pyromancer - Boros Burn - Naya Winota - Mono Red Burn - Mono Black Aggro - Boros Heroic - Dimir Control - WURG Fires Of Invention - Temur Control - Sultai Midrange - Ascendancy - Bant Spirits - Orzhov Auras - Rakdos Midrange - Simic Lotus Field - Mono Black Vampires,Dimir Control - Devotion Walkers - Mono Black Aggro - Ascendancy - Naya Winota - WURG Fires Of Invention - Mono Red Burn - Simic Lotus Field - Orzhov Auras - Bant Spirits - Boros Heroic,Dimir Control - Devotion Walkers - Mono Black Aggro - Ascendancy - Naya Winota - WURG Fires Of Invention - Mono Red Burn - Simic Lotus Field - Orzhov Auras - Bant Spirits - Boros Heroic
"Tiers 2",Azorius Spirits - Mono Black Vampires - Boros Heroic - Omnath - Sultai Midrange - Rakdos Midrange - Jeskai Ensoul - Sultai Control - Gruul Stompy - Azorius Control - Sultai Lotus Field - Orzhov Vampires - Temur Control - Temur Lotus Field,Sultai Control - Gruul Stompy - Dimir Control - Niv To Light - Omnath - Boros Burn - Orzhov Auras - Orzhov Humans - Ascendancy - Jeskai Ensoul - Temur Lotus Field - Simic Lotus Field,Omnath - Sultai Control - Gruul Stompy - Jeskai Ensoul - Azorius Spirits,Sultai Midrange - Mono Black Vampires - Rakdos Midrange - Temur Control - Omnath - Azorius Spirits - Sultai Control - Gruul Stompy - Jeskai Ensoul - Temur Lotus Field,Sultai Midrange - Mono Black Vampires - Rakdos Midrange - Temur Control - Omnath - Azorius Spirits - Sultai Control - Gruul Stompy - Jeskai Ensoul - Temur Lotus Field
"Tiers 2.5",Orzhov Humans - Simic Stompy - Enigmatic Incarnation - Jeskai Control - Selesnya Coco Toolbox,Jeskai Control - Azorius Control - Sultai Lotus Field - Azorius Spirits - Simic Stompy - Orzhov Vampires,Temur Lotus Field - Enigmatic Incarnation - Orzhov Humans - Azorius Control - Sultai Lotus Field - Orzhov Vampires - Selesnya Coco Toolbox - Simic Stompy - Jeskai Control,Azorius Control - Sultai Lotus Field - Orzhov Humans - Enigmatic Incarnation - Orzhov Vampires - Simic Stompy - Selesnya Coco Toolbox - Jeskai Control,Azorius Control - Sultai Lotus Field - Orzhov Humans - Enigmatic Incarnation - Orzhov Vampires - Simic Stompy - Selesnya Coco Toolbox - Jeskai Control
