"","CardNames","DeckCount","WinrateAverage"
"1","Mountain",397,80.1
"2","Fabled Passage",358,80
"3","Island",352,79.1
"4","Forest",286,80.2
"5","Swamp",283,80
"6","Plains",262,79.1
"7","Fatal Push",230,80.5
"8","Ketria Triome",175,79.6
"9","Overgrown Tomb",172,80.7
"10","Stomping Ground",170,80.9
"11","Thoughtseize",168,81.2
"12","Steam Vents",164,79.6
"13","Raugrin Triome",155,78.6
"14","Glacial Fortress",154,78.2
"15","Opt",151,79.1
"16","Watery Grave",144,79.4
"17","Sacred Foundry",138,79.7
"18","Blightstep Pathway",131,81.5
"19","Llanowar Elves",129,81
"20","Breeding Pool",127,80
"21","Sunpetal Grove",126,79
"22","Elvish Mystic",125,81.2
"23","Castle Locthwain",125,80.5
"24","Mana Confluence",125,78.7
"25","Sylvan Caryatid",124,78.7
"26","Blood Crypt",124,80.6
"27","Wild Slash",119,79
"28","Expressive Iteration",119,78.8
"29","Dig Through Time",117,78.2
"30","Shark Typhoon",116,79.6
"31","Dreadbore",113,78.8
"32","Omnath, Locus of Creation",112,78.1
"33","Temple Garden",112,80.4
"34","Hallowed Fountain",112,78.7
"35","Treasure Cruise",111,79
"36","Cragcrown Pathway",108,81.7
"37","Zagoth Triome",106,79.2
"38","Extinction Event",101,78.9
"39","Soul-Scar Mage",100,80
"40","Riverglide Pathway",97,79.6
"41","Rootbound Crag",96,79.7
"42","Kolaghan's Command",96,78.7
"43","Inspiring Vantage",95,80.3
"44","Urborg, Tomb of Yawgmoth",95,81.1
"45","Growth Spiral",92,80.4
"46","Castle Vantress",91,80.2
"47","Spirebluff Canal",90,79.5
"48","Sulfur Falls",88,81.1
"49","Monastery Swiftspear",88,79.3
"50","Shadows' Verdict",86,79.2
