"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",362,78.9
"2","Aether Gust",235,79.1
"3","Fatal Push",181,80.5
"4","Lurrus of the Dream-Den",167,79.6
"5","Thoughtseize",161,79.9
"6","Anger of the Gods",147,79
"7","Grafdigger's Cage",122,79.5
"8","Soul-Guide Lantern",117,80.6
"9","Negate",106,79.7
"10","Rest in Peace",106,80.4
"11","Notion Thief",100,79.9
"12","Magma Spray",98,80.7
"13","Legion's End",92,79.5
"14","Roiling Vortex",88,79.5
"15","Damping Sphere",86,82.2
"16","Dovin's Veto",86,78.6
"17","Duress",82,80.5
"18","Jegantha, the Wellspring",82,80.6
"19","Abrade",82,80.7
"20","Kalitas, Traitor of Ghet",80,79.4
"21","Disdainful Stroke",77,79.1
"22","Searing Blood",76,78.9
"23","Go Blank",74,78.3
"24","Narset, Parter of Veils",72,79.9
"25","Chained to the Rocks",68,78.1
"26","Thought Distortion",66,78.1
"27","Light of Hope",59,79.8
"28","Yorion, Sky Nomad",59,81.1
"29","Binding the Old Gods",58,83.5
"30","Apostle of Purifying Light",53,80.1
"31","Reclamation Sage",53,80.2
"32","Korvold, Fae-Cursed King",53,80.6
"33","Klothys, God of Destiny",51,84.1
"34","Noxious Grasp",47,82.1
"35","Alpine Moon",47,80.6
"36","Despark",47,78.8
"37","Fry",45,78.8
"38","Shadows' Verdict",45,79.2
"39","Wilt",44,77.7
"40","Jace, Wielder of Mysteries",44,77.7
"41","Knight of Autumn",42,78.6
"42","Radiant Flames",41,78
"43","Tireless Tracker",41,78.9
"44","Portable Hole",41,79.3
"45","Rending Volley",38,80.5
"46","Self-Inflicted Wound",37,80.7
"47","Heartless Act",36,80.1
"48","Kroxa, Titan of Death's Hunger",36,77.3
"49","Archon of Emeria",35,80.1
"50","Cry of the Carnarium",34,78.6
