"","Artist","NoCopies","Winrate"
"1","Christopher Rush",1474,0.628
"2","Mark Poole",1182,0.636
"3","Douglas Shuler",1048,0.63
"4","Rob Alexander",956,0.638
"5","Marc Simonetti",774,0.629
"6","Richard Thomas",689,0.637
"7","Mathias Kollros",581,0.634
"8","Irina Nordsol",467,0.641
"9","Greg Staples",417,0.643
"10","Steven Belledin",401,0.642
"11","Ben Thompson",373,0.644
"12","Raoul Vitale",366,0.641
"13","Andreas Rocha",346,0.605
"14","Jean-Sébastien Rossbach",344,0.625
"15","Vance Kovacs",342,0.639
"16","Steve Argyle",337,0.619
"17","Jesper Myrfors",331,0.627
"18","Yeong-Hao Han",328,0.632
"19","Anson Maddocks",326,0.656
"20","Sandra Everingham",324,0.63
"21","Alex Horley-Orlandelli",322,0.634
"22","John Avon",314,0.651
"23","Franz Vohwinkel",311,0.631
"24","Anastasia Ovchinnikova",310,0.64
"25","Martina Fackova",295,0.63
"26","Drew Tucker",295,0.624
"27","Evyn Fong",277,0.642
"28","YW Tang",273,0.641
"29","Justine Cruz",254,0.64
"30","Svetlin Velinov",251,0.645
"31","Greg Hildebrandt",248,0.645
"32","Joseph Meehan",247,0.633
"33","Goran Josic",242,0.628
"34","Dave Allsop",241,0.624
"35","Terese Nielsen",238,0.627
"36","Zezhou Chen",237,0.613
"37","Vincent Christiaens",236,0.638
"38","Dan Scott",234,0.622
"39","Warren Mahy",225,0.623
"40","Pete Venters",223,0.626
"41","Efflam Mercier",218,0.63
"42","Chris Rallis",218,0.625
"43","David Rapoza",212,0.631
"44","Thomas M. Baxa",211,0.639
"45","Jonas De Ro",211,0.637
"46","Ron Spears",204,0.63
"47","Bradley Williams",201,0.632
"48","Robin Olausson",196,0.639
"49","Daarken",196,0.611
"50","Mike Ploog",194,0.64
"51","Jesper Ejsing",193,0.631
"52","Johannes Voss",191,0.639
"53","Julian Kok Joon Wen",191,0.614
"54","Daren Bader",183,0.628
"55","Vincent Proce",182,0.607
"56","Lie Setiawan",177,0.632
"57","Mark Tedin",173,0.616
"58","Filip Burburan",172,0.639
"59","Rebecca Guay",165,0.646
"60","Allen Williams",165,0.608
"61","Matt Stewart",158,0.633
"62","Bastien L. Deharme",158,0.625
"63","Kamila Szutenberg",155,0.639
"64","Ron Spencer",147,0.616
"65","Bartlomiej Gawel",142,0.638
"66","Caroline Gariba",140,0.622
"67","Kev Walker",140,0.592
"68","Darrell Riche",138,0.619
"69","Magali Villeneuve",136,0.664
"70","Massimilano Frezzato",136,0.613
"71","Paolo Parente",136,0.613
"72","Craig J Spearing",125,0.628
"73","Ilse Gort",121,0.639
"74","Aaron Miller",116,0.645
"75","Aurore Folny",111,0.614
"76","Jeremy Jarvis",110,0.636
"77","Eric Deschamps",108,0.654
"78","Eric Peterson",107,0.643
"79","Slawomir Maniak",106,0.637
"80","James Wong",106,0.613
"81","Eric Fortune",105,0.641
"82","Michael Danza",105,0.619
"83","Maria Poliakova",97,0.649
"84","Emmanuel Shiu",96,0.595
"85","Dave Greco",95,0.64
"86","Anna Christenson",95,0.612
"87","Howard Lyon",93,0.646
"88","Kieran Yanner",93,0.61
"89","Bryan Talbot",89,0.66
"90","Glen Angus",89,0.61
"91","Zoltan Boros",84,0.621
"92","Dany Orizio",83,0.59
"93","Lius Lasahido",81,0.589
"94","Trevor Claxton",77,0.588
"95","Dan Frazier",72,0.655
"96","Piotr Dura",69,0.645
"97","David Gaillet",66,0.634
"98","Raymond Swanland",63,0.619
"99","Randy Gallegos",62,0.661
"100","Colin Boyer",61,0.648
"101","Peter Polach",61,0.616
"102","Gabor Szikszai",60,0.637
"103","Fred Hooper",58,0.626
"104","Chris Rahn",56,0.579
"105","Dave Kendall",54,0.651
"106","Eytan Zana",54,0.662
"107","Christopher Moeller",54,0.644
"108","Sung Choi",53,0.67
"109","Randy Vargas",48,0.675
"110","Greg Hildebrandt & Tim Hildebrandt",48,0.655
"111","Efrem Palacios",48,0.585
"112","Tom Kyffin",48,0.585
"113","Seb McKinnon",44,0.702
"114","DiTerlizzi",42,0.634
"115","Tia Masic",42,0.657
"116","Adam Paquette",42,0.6
"117","Ryan Pancoast",42,0.575
"118","John Severin Brassell",40,0.662
"119","Michael Sutfin",39,0.651
"120","Adam Vehige",36,0.653
"121","Michael Phillippi",36,0.597
"122","James Paick",35,0.603
"123","Andreas Zafiratos",33,0.67
"124","Tom Wänerstrand",31,0.663
"125","Scott Murphy",31,0.627
"126","Drew Baker",30,0.636
"127","John Thacker",25,0.57
"128","Zoltan Boros & Gabor Szikszai",25,0.619
"129","Adam Rex",24,0.663
"130","Richard Kane Ferguson",24,0.7
"131","April Lee",24,0.632
"132","Cristi Balanescu",24,0.592
"133","David Martin",23,0.646
"134","Heather Hudson",23,0.614
"135","Johann Bodin",21,0.66
"136","Anna Steinbauer",21,0.66
"137","Volkan Baǵa",21,0.671
"138","Ciruelo",20,0.667
"139","Sidharth Chaturvedi",20,0.683
"140","Jonathan Kuo",20,0.656
"141","Denman Rooke",20,0.656
"142","Cyril Van Der Haegen",20,0.656
"143","Titus Lunter",20,0.6
"144","Ralph Horsley",18,0.656
"145","Igor Kieryluk",18,0.658
"146","Kari Christensen",18,0.577
"147","Leanna Crossan",17,0.682
"148","Muhammad Firdaus",17,0.674
"149","Joel Thomas",17,0.597
"150","Jokubas Uogintas",16,0.709
"151","Lucas Graciano",16,0.625
"152","Borja Pindado",16,0.625
"153","Joe Slucher",16,0.625
"154","Scott Chou",16,0.632
"155","Ben Wootten",15,0.667
"156","Jason Felix",14,0.63
"157","Mark Romanoski",14,0.683
"158","Jason A. Engle",12,0.632
"159","Dave Dorman",12,0.55
"160","Mike Raabe",12,0.526
"161","Nicholas Gregory",11,0.597
"162","Wisnu Tan",11,0.596
"163","Nils Hamm",11,0.636
"164","Gary Ruddell",11,0.562
"165","Nic Klein",11,0.542
"166","Izzy",11,0.5
"167","John Matson",10,0.611
"168","Lindsey Look",10,0.576
"169","Wayne England",9,0.672
"170","Scott M. Fischer",9,0.597
"171","Francisco Miyara",9,0.597
"172","Scott Hampton",9,0.559
"173","Winona Nelson",8,0.643
"174","Leonardo Santanna",8,0.677
"175","Igor Krstic",8,0.568
"176","Grady Frederick",8,0.692
"177","Heonhwa Choe",8,0.615
"178","Joseph Weston",8,0.615
"179","Clint Cearley",8,0.559
"180","Trevor Hairsine",8,0.583
"181","Alexander Forssberg",8,0.5
"182","Sam Burley",8,0.5
"183","Olivier Bernard",7,0.66
"184","Tony Szczudlo",7,0.628
"185","Jake Murray",6,0.643
"186","Luca Zontini",6,0.63
"187","Wesley Burt",6,0.55
"188","Justin Hampton",6,0.55
"189","Omar Rayyan",6,0.55
"190","Jaime Jones",6,0.583
"191","John Stanko",6,0.583
"192","Bryon Wackwitz",5,0.667
"193","E. M. Gist",5,0.615
"194","Inka Schulz",5,0.55
"195","Jeff Miracola",5,0.643
"196","Alan Pollack",5,0.583
"197","Noah Bradley",4,0.643
"198","Victor Adame Minguez",4,0.714
"199","Jana Schirmer & Johannes Voss",4,0.571
"200","Brad Rigney",4,0.5
"201","Adi Granov",4,0.5
"202","Milivoj Ćeran",4,0.5
"203","Mark Winters",4,0.5
"204","Roger Raupp",4,0.5
"205","James Zapata",4,0.5
"206","Cynthia Sheppard",3,0.55
"207","Stephen Daniele",3,0.556
"208","Miguel Mercado",3,0.583
"209","Tomasz Jedruszek",3,0.583
"210","Wayne Reynolds",3,0.571
"211","Justyna Dura",2,0.75
"212","Daniel Ljunggren",2,0.538
"213","Jeff Easley",2,0.667
"214","Mike Bierek",2,0.5
"215","Deruchenko Alexander",2,0.5
"216","Mark Behm",1,0.625
"217","Jason Chan",1,0.5
