"","CardNames","DeckCount","Winrate95Min"
"1","Gorilla Shaman",198,61.8
"2","Hydroblast",128,61.4
"3","Chainer's Edict",121,61
"4","Red Elemental Blast",125,60.7
"5","Nihil Spellbomb",104,59.5
"6","Pyroblast",134,59.5
"7","Electrickery",34,59.4
"8","Suffocating Fumes",72,59.2
"9","Relic of Progenitus",132,59.1
"10","Negate",56,59
"11","Blue Elemental Blast",105,58.9
"12","Exclude",12,58.6
"13","Unexpected Fangs",65,58.4
"14","Dust to Dust",76,58.4
"15","Weather the Storm",27,58.3
"16","Spell Pierce",19,58.1
"17","Dispel",58,58
"18","Smash to Smithereens",67,58
"19","End the Festivities",66,57.6
"20","Shattering Blow",11,57.3
"21","Dawnbringer Cleric",32,57.1
"22","Krark-Clan Shaman",44,57.1
"23","Lone Missionary",16,56.7
"24","Destroy Evil",42,56.6
"25","Rotten Reunion",31,56.4
"26","Flaring Pain",42,56
"27","Navigator's Compass",12,55.8
"28","Ancient Grudge",20,55.8
"29","Faerie Macabre",5,55.6
"30","Return to Nature",5,55.6
"31","Shrivel",19,55.4
"32","Molten Rain",40,55.4
"33","Ram Through",29,55.1
"34","Fiery Cannonade",8,54.8
"35","Gut Shot",14,54.4
"36","Freewind Falcon",36,54.3
"37","Diabolic Edict",14,53.8
"38","Smash to Dust",27,53.8
"39","Tolarian Terror",6,53.5
"40","Scattershot Archer",23,53.5
"41","Lifelink",31,53.5
"42","Stonehorn Dignitary",10,53.4
"43","Breath Weapon",15,53.2
"44","Agony Warp",15,52.8
"45","Standard Bearer",27,52.8
"46","Crimson Acolyte",36,52.8
"47","Fangren Marauder",13,52.7
"48","Counterspell",5,52.5
"49","Stream of Thought",5,52.5
"50","Spreading Seas",9,52
