"","CardNames","DeckCount","Winrate95Min"
"1","Deadly Dispute",106,61
"2","Drossforge Bridge",99,61
"3","Galvanic Blast",168,60.8
"4","Great Furnace",152,60.6
"5","Snow-Covered Island",25,60.5
"6","Makeshift Munitions",94,60.5
"7","Gurmag Angler",113,60.5
"8","Bojuka Bog",45,60.4
"9","Ichor Wellspring",93,60.4
"10","Suffocating Fumes",89,60.4
"11","Lightning Bolt",142,60.4
"12","Vault of Whispers",86,60.3
"13","Swamp",50,60.2
"14","Metallic Rebuke",52,60.2
"15","Thoughtcast",72,60
"16","Krark-Clan Shaman",72,60
"17","Dispel",22,59.8
"18","Myr Enforcer",74,59.8
"19","Mistvault Bridge",74,59.8
"20","Moment's Peace",28,59.7
"21","Preordain",57,59.7
"22","Chainer's Edict",66,59.7
"23","Blood Fountain",76,59.7
"24","Reckoner's Bargain",76,59.7
"25","Brainstorm",90,59.7
"26","Seat of the Synod",72,59.6
"27","Frogmite",61,59.5
"28","Island",103,59.5
"29","Silverbluff Bridge",77,59.4
"30","Chromatic Star",83,59.4
"31","Counterspell",97,59.4
"32","Kenku Artificer",71,59.3
"33","Mountain",105,59.3
"34","Weather the Storm",31,59.1
"35","Ash Barrens",78,59.1
"36","Experimental Synthesizer",82,59
"37","Unexpected Fangs",52,58.7
"38","Voldaren Epicure",73,58.7
"39","Chain Lightning",78,58.6
"40","Breath Weapon",21,58.4
"41","Contaminated Aquifer",49,58.4
"42","Ice Tunnel",49,58.4
"43","Snuff Out",49,58.4
"44","Stonehorn Dignitary",18,58.3
"45","Remote Isle",20,58.2
"46","Dinrova Horror",20,58.2
"47","Pulse of Murasa",33,58.2
"48","Spell Pierce",81,58.2
"49","Impulse",23,58.1
"50","Mystical Teachings",30,58
