"","CardNames","DeckCount","WinrateAverage"
"1","Wooded Foothills",136,72.5
"2","Lightning Bolt",133,72.9
"3","Mountain",127,73.6
"4","Forest",107,71.9
"5","Windswept Heath",83,74.2
"6","Bloodstained Mire",81,71.5
"7","Steam Vents",81,73.5
"8","Plains",80,73.2
"9","Sacred Foundry",70,72.4
"10","Stomping Ground",68,73.4
"11","Temple Garden",65,73.8
"12","Island",64,73
"13","Misty Rainforest",64,73.6
"14","Verdant Catacombs",63,71.8
"15","Monastery Swiftspear",62,73
"16","Walking Ballista",58,70.7
"17","Mishra's Bauble",56,73.1
"18","Lava Dart",54,73.1
"19","Arid Mesa",53,72.9
"20","Scalding Tarn",53,73.5
"21","Soul-Scar Mage",53,73.7
"22","Swamp",51,71.1
"23","Fatal Push",46,70.9
"24","Manamorphose",46,72.7
"25","Utopia Sprawl",46,73.7
"26","Breeding Pool",44,74.8
"27","Blood Crypt",42,71.5
"28","Cavern of Souls",41,71.3
"29","Opt",41,71.5
"30","Mutagenic Growth",41,73.5
"31","Overgrown Tomb",39,71.4
"32","Blast Zone",39,71.3
"33","Spirebluff Canal",39,73.6
"34","Arbor Elf",39,73
"35","Skyclave Apparition",39,72.8
"36","Karn, the Great Creator",38,71
"37","Horizon Canopy",38,71.1
"38","Teferi, Time Raveler",37,74.3
"39","Noble Hierarch",37,71.4
"40","Path to Exile",36,73.1
"41","Collected Company",34,72.2
"42","Snapcaster Mage",34,72.3
"43","Fiery Islet",34,72.9
"44","Wrenn and Six",34,75.4
"45","Raugrin Triome",33,74.3
"46","Ranger-Captain of Eos",33,71.6
"47","Sprite Dragon",32,74.2
"48","Light Up the Stage",32,72.9
"49","Auriok Champion",32,72.1
"50","Heliod, Sun-Crowned",32,72.1
