"","SetName","Winrate","Presence"
"1","OGW",NA,0
"2","THB",NA,0
"3","CON",NA,0
"4","ZEN",NA,0
"5","5DN",NA,0
"6","M20",NA,0
"7","ZNR",NA,0
"8","SOK",NA,0
"9","DRK",NA,0
"10","IKO",NA,0
"11","HOU",NA,0
"12","ALA",NA,0
"13","LRW",NA,0
"14","DOM",NA,0
"15","THS",NA,0
"16","JOU",NA,0
"17","NPH",NA,0
"18","DST",NA,0
"19","ROE",NA,0
"20","AER",NA,0
"21","SOM",NA,0
"22","ALL",NA,0
"23","KLD",NA,0
"24","XLN",NA,0
"25","EMN",NA,0
"26","STH",NA,0
"27","STX",NA,0
"28","ELD",NA,0
"29","M15",NA,0
"30","GPT",NA,0
"31","WWK",NA,0
"32","RTR",NA,0
"33","DKA",NA,0
"34","M11",NA,0
"35","WTH",NA,0
"36","MBS",NA,0
"37","DIS",NA,0
"38","M19",NA,0
"39","M12",NA,0
"40","RAV",NA,0
"41","TSP",NA,0
"42","WAR",NA,0
"43","MH1",NA,0
"44","SOI",NA,0
"45","BFZ",NA,0
"46","GRN",NA,0
"47","FUT",NA,0
"48","MOR",NA,0
"49","AVR",NA,0
"50","DGM",NA,0
"51","CMD",NA,0
"52","M21",NA,0
"53","ULG",NA,0
"54","MRD",NA,0
"55","ISD",NA,0
"56","SHM",NA,0
"57","GTC",NA,0
"58","TMP",NA,0
"59","DTK",NA,0
"60","BNG",NA,0
"61","KTK",NA,0
"62","BOK",NA,0
"63","PLC",NA,0
"64","KHM",NA,0
"65","LEA",NA,0
"66","FRF",NA,0
"67","M10",NA,0
"68","AKH",NA,0
"69","ICE",NA,0
"70","USG",NA,0
"71","ARB",NA,0
"72","POR",NA,0
"73","M13",NA,0
"74","ORI",NA,0
"75","NEM",NA,0
"76","RNA",NA,0
"77","M14",NA,0
"78","PLS",NA,0
"79","TOR",NA,0
