"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Naya Winota - Izzet Prowess - Rakdos Midrange - Phoenix,Niv To Light - Izzet Control,Naya Winota - Izzet Control,Naya Winota - Niv To Light,Naya Winota - Niv To Light
"Tiers 1.5",Mono Red Burn - Azorius Control - Simic Lotus Field - Izzet Control - Devotion Walkers - Boros Prowess,Golgari Stompy - Simic Lotus Field - Mono Blue Spirits - Rakdos Anvil - Boros Prowess - Naya Winota,Niv To Light - Simic Lotus Field - Izzet Prowess - Rakdos Midrange - Mono Red Burn - Boros Prowess - Phoenix - Azorius Control - Devotion Walkers,Izzet Control - Izzet Prowess - Rakdos Midrange - Simic Lotus Field - Mono Red Burn - Phoenix - Boros Prowess - Azorius Control - Devotion Walkers,Izzet Control - Izzet Prowess - Rakdos Midrange - Simic Lotus Field - Mono Red Burn - Phoenix - Boros Prowess - Azorius Control - Devotion Walkers
"Tiers 2",Bant Spirits - Mono Blue Spirits - Niv To Light - Golgari Stompy,Bant Spirits - Devotion Walkers - Mono Red Burn - Mardu Grease Fang - Izzet Prowess - Esper Grease Fang - Azorius Control - Rakdos Midrange,Mono Blue Spirits - Bant Spirits - Golgari Stompy,Mono Blue Spirits - Bant Spirits - Golgari Stompy - Rakdos Anvil,Mono Blue Spirits - Bant Spirits - Golgari Stompy - Rakdos Anvil
"Tiers 2.5",Esper Grease Fang - Rakdos Anvil - Mono Black Midrange - Mardu Grease Fang,Phoenix - Mono Black Midrange,Rakdos Anvil - Esper Grease Fang - Mardu Grease Fang - Mono Black Midrange,Esper Grease Fang - Mardu Grease Fang - Mono Black Midrange,Esper Grease Fang - Mardu Grease Fang - Mono Black Midrange
