"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1426,0.723
"2","Svetlin Velinov",669,0.716
"3","Magali Villeneuve",629,0.719
"4","Johannes Voss",600,0.713
"5","Steve Argyle",583,0.708
"6","Adam Paquette",561,0.711
"7","Victor Adame Minguez",549,0.705
"8","Jonas De Ro",514,0.713
"9","Chris Rallis",508,0.713
"10","Eric Deschamps",504,0.715
"11","Douglas Shuler",481,0.702
"12","Kieran Yanner",460,0.713
"13","Lucas Graciano",439,0.713
"14","Tomasz Jedruszek",432,0.711
"15","Wesley Burt",423,0.719
"16","Anastasia Ovchinnikova",402,0.715
"17","Anson Maddocks",394,0.721
"18","Zezhou Chen",372,0.706
"19","Titus Lunter",345,0.724
"20","John Howe",335,0.707
"21","Slawomir Maniak",327,0.703
"22","Joseph Meehan",326,0.717
"23","Daarken",317,0.715
"24","Ekaterina Burmak",303,0.723
"25","Piotr Dura",300,0.724
"26","Winona Nelson",284,0.725
"27","Christopher Rush",275,0.707
"28","Aleksi Briclot",269,0.722
"29","Ryan Pancoast",263,0.732
"30","Cynthia Sheppard",257,0.699
"31","Gabor Szikszai",234,0.707
"32","Alayna Danner",229,0.714
"33","Mark Poole",223,0.712
"34","Vance Kovacs",214,0.705
"35","Noah Bradley",213,0.737
"36","Cristi Balanescu",210,0.731
"37","John Avon",208,0.719
"38","John Stanko",207,0.716
"39","Raoul Vitale",187,0.727
"40","Ravenna Tran",185,0.703
"41","Igor Kieryluk",182,0.715
"42","Andreas Rocha",178,0.725
"43","Karl Kopinski",178,0.733
"44","Wayne Reynolds",176,0.719
"45","Dan Scott",167,0.706
"46","Franz Vohwinkel",160,0.716
"47","Jung Park",160,0.706
"48","Yeong-Hao Han",159,0.71
"49","Lucas Staniec",156,0.713
"50","Izzy",156,0.723
"51","Jesper Myrfors",155,0.719
"52","Jason Rainville",148,0.718
"53","Sam Burley",142,0.699
"54","Campbell White",134,0.689
"55","Dan Frazier",129,0.703
"56","Daniel Ljunggren",125,0.708
"57","Dmitry Burmak",124,0.706
"58","Viktor Titov",124,0.703
"59","Sarah Finnigan",121,0.709
"60","Wylie Beckert",121,0.72
"61","Chris Ostrowski",119,0.72
"62","Seb McKinnon",118,0.725
"63","Florian de Gesincourt",117,0.704
"64","Volkan Baǵa",116,0.716
"65","Cyril Van Der Haegen",115,0.694
"66","Lawrence Snelly",115,0.702
"67","Vincent Proce",112,0.708
"68","Christine Choi",110,0.704
"69","Mike Bierek",108,0.702
"70","Randy Vargas",108,0.726
"71","William Arnold",105,0.694
"72","Chase Stone",103,0.722
"73","Donato Giancola",102,0.723
"74","Chris Rahn",100,0.719
"75","Lake Hurwitz",100,0.702
"76","Caio Monteiro",97,0.696
"77","Nils Hamm",95,0.705
"78","Terese Nielsen",93,0.714
"79","G-host Lee",92,0.734
"80","Dimitar Marinski",92,0.707
"81","Jesper Ejsing",90,0.706
"82","Wisnu Tan",90,0.702
"83","Andreas Zafiratos",87,0.712
"84","Heonhwa Choe",87,0.695
"85","Jonathan Kuo",87,0.707
"86","Todd Lockwood",86,0.705
"87","Richard Wright",83,0.738
"88","Johann Bodin",82,0.71
"89","Andrew Goldhawk",82,0.704
"90","Ryan Yee",79,0.729
"91","Darrell Riche",76,0.73
"92","Robbie Trevino",76,0.715
"93","Jaime Jones",75,0.731
"94","Yigit Koroglu",74,0.707
"95","Lius Lasahido",73,0.707
"96","Raymond Swanland",72,0.723
"97","Jehan Choo",72,0.714
"98","Cliff Childs",71,0.722
"99","Chris Seaman",71,0.719
"100","Jakub Kasper",69,0.715
"101","Scott M. Fischer",67,0.736
"102","Josu Hernaiz",66,0.74
"103","Matt Stewart",63,0.73
"104","Mark Winters",60,0.73
"105","Zack Stella",58,0.729
"106","Martina Fackova",58,0.696
"107","James Ryman",58,0.689
"108","Anna Steinbauer",58,0.705
"109","Clint Cearley",56,0.698
"110","David Palumbo",56,0.72
"111","Jeremy Jarvis",54,0.718
"112","Colin Boyer",51,0.73
"113","Steven Belledin",48,0.696
"114","Julian Kok Joon Wen",45,0.72
"115","Craig J Spearing",42,0.712
"116","Manuel Castañón",41,0.724
"117","Jason Chan",40,0.747
"118","Dave Kendall",39,0.748
"119","Amy Weber",39,0.68
"120","Irina Nordsol",37,0.718
"121","Lie Setiawan",37,0.695
"122","Howard Lyon",35,0.698
"123","Bryan Sola",33,0.726
"124","Jason A. Engle",32,0.717
"125","Anato Finnstark",28,0.731
"126","Milivoj Ćeran",28,0.733
"127","Brad Rigney",25,0.722
"128","Rovina Cai",23,0.695
"129","Fred Fields",23,0.735
"130","Jana Schirmer & Johannes Voss",23,0.747
"131","Kasia 'Kafis' Zielińska",22,0.703
"132","Grzegorz Rutkowski",21,0.698
"133","Alexander Forssberg",20,0.75
"134","Willian Murai",19,0.742
"135","Filip Burburan",18,0.76
"136","Zoltan Boros",17,0.691
"137","Miranda Meeks",17,0.722
"138","Yongjae Choi",16,0.731
"139","Anthony S. Waters",16,0.72
"140","Josh Hass",15,0.667
"141","Julie Baroh",15,0.68
"142","Aaron Miller",14,0.684
"143","Chris Cold",14,0.753
"144","Livia Prima",14,0.607
"145","Suzanne Helmigh",13,0.722
"146","Mathias Kollros",12,0.694
"147","Muhammad Firdaus",12,0.69
"148","Bastien L. Deharme",12,0.636
"149","Caroline Gariba",11,0.704
"150","Uriah Voth",10,0.691
"151","Tyler Jacobson",10,0.659
"152","Lindsey Look",9,0.75
"153","Jason Felix",9,0.667
"154","Evyn Fong",9,0.714
"155","Nicholas Gregory",9,0.767
"156","Darek Zabrocki",8,0.727
"157","Stanton Feng",8,0.688
"158","Steve Prescott",8,0.667
"159","A. M. Sartor",8,0.643
"160","Fariba Khamseh",8,0.571
"161","Alexander Mokhov",8,0.571
"162","PINDURSKI",7,0.769
"163","Jon Foster",6,0.805
"164","Aurore Folny",6,0.643
"165","Paul Scott Canavan",6,0.722
"166","Sung Choi",5,0.682
"167","Austin Hsu",5,0.694
"168","Johan Grenier",5,0.75
"169","Ralph Horsley",5,0.733
"170","Olivier Bernard",5,0.722
"171","Tommy Arnold",4,0.714
"172","Brian Despain",4,1
"173","Mads Ahm",4,0.75
"174","Yohann Schepacz",4,0.64
"175","Mark Zug",4,0.714
"176","Marta Nael",4,0.714
"177","Greg Opalinski",4,0.714
"178","Eytan Zana",3,0.75
"179","Christopher Moeller",3,0.643
"180","James Zapata",2,0.727
"181","Anna Podedworna",2,0.667
"182","David Gaillet",2,0.714
"183","Joe Slucher",2,0.75
"184","Heather Hudson",2,0.571
"185","Phill Simmer",2,0.571
"186","Ilse Gort",1,0.75
"187","Fiona Hsieh",1,0.714
"188","Naomi Baker",1,0.571
