"","CardNames","DeckCount","Winrate95Min"
"1","Tolsimir, Friend to Wolves",6,71.8
"2","Mystical Dispute",122,68.9
"3","Redcap Melee",119,68.3
"4","Rending Volley",117,68.3
"5","Anger of the Gods",48,67.6
"6","Portable Hole",37,67.1
"7","Aether Gust",89,67.1
"8","Elite Spellbinder",39,67
"9","Alpine Moon",48,66.8
"10","Jegantha, the Wellspring",48,66.7
"11","Go Blank",47,66.6
"12","Dovin's Veto",33,66.5
"13","Deafening Silence",39,66.5
"14","Fry",39,66.4
"15","Skyclave Apparition",32,66.3
"16","Disdainful Stroke",55,66.3
"17","Unlicensed Hearse",90,66.1
"18","Damping Sphere",53,66
"19","Negate",26,65.9
"20","Spell Pierce",62,65.9
"21","Hullbreaker Horror",30,65.7
"22","Rest in Peace",40,65.7
"23","Archon of Emeria",34,65.4
"24","Noxious Grasp",43,65.4
"25","Pithing Needle",25,65.3
"26","Surrak Dragonclaw",6,65.1
"27","Thoughtseize",16,65.1
"28","Thought Distortion",17,65
"29","Weathered Runestone",9,64.8
"30","Approach of the Second Sun",15,64.8
"31","Lava Coil",34,64.6
"32","Chandra, Torch of Defiance",35,64.4
"33","Duress",43,64.3
"34","Narset's Reversal",34,63.9
"35","Peer into the Abyss",7,63.8
"36","Reidane, God of the Worthy",16,63.7
"37","Tablet of the Guilds",31,63.6
"38","Roiling Vortex",28,63.5
"39","Settle the Wreckage",22,63.1
"40","Yorion, Sky Nomad",23,63.1
"41","Rampaging Ferocidon",27,63.1
"42","Kolaghan's Command",28,63.1
"43","God-Pharaoh's Statue",19,63
"44","Grafdigger's Cage",22,62.9
"45","Thalia, Guardian of Thraben",8,62.8
"46","Eidolon of Rhetoric",11,62.4
"47","Ugin, the Spirit Dragon",12,62.2
"48","Pestilent Cauldron",19,62.2
"49","Mazemind Tome",8,62.1
"50","Skysovereign, Consul Flagship",24,62.1
