"","SetCode","NoCopies","Winrate"
"1","LEA",2902,0.686
"2","MH2",2367,0.69
"3","TMP",1818,0.697
"4","ICE",1470,0.688
"5","CLB",1073,0.694
"6","ZEN",1010,0.687
"7","ONS",898,0.685
"8","MRD",892,0.695
"9","LRW",843,0.682
"10","MH1",769,0.689
"11","NEO",725,0.696
"12","ALL",700,0.684
"13","STX",622,0.693
"14","AVR",604,0.691
"15","ZNR",600,0.697
"16","ELD",567,0.687
"17","USG",514,0.685
"18","EXO",502,0.704
"19","NEM",443,0.685
"20","CSP",421,0.679
"21","LEB",406,0.69
"22","DKA",396,0.687
"23","NPH",394,0.671
"24","GPT",392,0.698
"25","ISD",365,0.686
"26","FUT",345,0.68
"27","SHM",310,0.698
"28","LEG",276,0.69
"29","ULG",239,0.698
"30","BRO",227,0.694
"31","M20",226,0.677
"32","MMQ",198,0.677
"33","DMU",196,0.703
"34","THB",189,0.694
"35","CN2",178,0.693
"36","PLC",165,0.684
"37","MBS",163,0.686
"38","AER",153,0.711
"39","WWK",152,0.666
"40","STH",147,0.694
"41","SCG",136,0.687
"42","CON",136,0.669
"43","SOM",119,0.716
"44","WAR",118,0.663
"45","C14",116,0.69
"46","TSP",115,0.693
"47","BOK",111,0.69
"48","DST",107,0.683
"49","GTC",105,0.663
"50","VIS",98,0.69
"51","WTH",93,0.684
"52","TOR",91,0.689
"53","ALA",86,0.683
"54","PC2",84,0.687
"55","EVE",81,0.688
"56","HOU",78,0.695
"57","ODY",77,0.678
"58","RTR",76,0.656
"59","MOR",70,0.685
"60","JMP",69,0.678
"61","CHK",68,0.703
"62","MIR",67,0.697
"63","JUD",65,0.676
"64","DRK",60,0.671
"65","CMD",57,0.665
"66","CMR",53,0.692
"67","SNC",51,0.657
"68","C13",50,0.66
"69","M11",50,0.678
"70","RAV",48,0.697
"71","ROE",43,0.626
"72","SOK",39,0.702
"73","ATQ",34,0.664
"74","MID",34,0.663
"75","GRN",34,0.632
"76","AFR",33,0.703
"77","C18",29,0.694
"78","IKO",29,0.642
"79","KHM",28,0.65
"80","M13",27,0.662
"81","POR",27,0.645
"82","VOW",26,0.685
"83","BNG",24,0.643
"84","EMN",24,0.697
"85","5DN",22,0.621
"86","M15",19,0.662
"87","NEC",18,0.605
"88","FEM",17,0.667
"89","M19",17,0.6
"90","PLS",15,0.695
"91","ORI",15,0.7
"92","DIS",15,0.675
"93","JOU",14,0.633
"94","RIX",13,0.69
"95","CNS",13,0.621
"96","C19",13,0.667
"97","OGW",12,0.698
"98","AFC",12,0.696
"99","DOM",11,0.696
"100","M12",10,0.696
"101","M10",9,0.615
"102","M14",8,0.649
"103","KTK",8,0.667
"104","XLN",8,0.571
"105","C15",7,0.607
"106","INV",6,0.692
"107","FRF",6,0.632
"108","RNA",4,0.714
"109","C21",4,0.583
"110","SOI",4,0.571
"111","ARN",3,0.615
"112","P02",2,0.75
"113","AKH",2,0.875
"114","PTK",2,0.571
"115","C17",1,0.75
"116","BFZ",1,0.75
"117","BBD",1,0.571
"118","DTK",1,0.5
