"","CardNames","DeckCount","WinrateAverage"
"1","Pyroblast",147,68.8
"2","Surgical Extraction",129,66.7
"3","Force of Negation",122,68.7
"4","Hydroblast",107,68.7
"5","Meltdown",91,68.9
"6","Faerie Macabre",85,68.6
"7","Leyline of the Void",82,70.8
"8","Red Elemental Blast",79,68.3
"9","Containment Priest",69,68.9
"10","Swords to Plowshares",62,68.6
"11","Loran of the Third Path",62,70.1
"12","Mindbreak Trap",60,70.4
"13","Counterbalance",56,68.9
"14","Unchained Berserker",55,68.4
"15","Endurance",50,68.4
"16","Fury",46,71.8
"17","Brotherhood's End",43,67.3
"18","Force of Vigor",41,67.3
"19","Collector Ouphe",41,68.3
"20","Walking Ballista",40,73
"21","Grafdigger's Cage",38,66.5
"22","Empty-Shrine Kannushi",38,71.5
"23","Chalice of the Void",37,71.5
"24","Abrade",35,70.4
"25","Submerge",35,67.9
"26","Snuff Out",34,69.9
"27","Archon of Absolution",33,71.2
"28","Magus of the Moon",31,69.1
"29","Dismember",31,68.5
"30","Flusterstorm",29,66.3
"31","Carpet of Flowers",29,68.9
"32","Deafening Silence",29,66.7
"33","Aven Mindcensor",29,68.9
"34","Blue Elemental Blast",28,68.1
"35","Pithing Needle",27,71.7
"36","Thoughtseize",27,65.7
"37","Torpor Orb",26,70.1
"38","Plague Engineer",25,67.1
"39","Touch the Spirit Realm",24,68.1
"40","Rest in Peace",23,66
"41","Soul-Guide Lantern",21,66.9
"42","Ephemerate",19,73.1
"43","Price of Progress",17,69.3
"44","Null Rod",17,69.5
"45","Progenitus",17,65.7
"46","Unlicensed Hearse",17,67.9
"47","Blood Moon",17,68.2
"48","Subtlety",16,69.5
"49","Veil of Summer",16,68.8
"50","End the Festivities",16,68.8
