"","CardNames","DeckCount","Winrate95Min"
"1","Chalice of the Void",117,77.6
"2","Black Lotus",352,76.9
"3","Mox Jet",293,76.8
"4","Mox Sapphire",352,76.8
"5","Mox Pearl",227,76.7
"6","Mox Ruby",256,76.7
"7","Mental Misstep",323,76.7
"8","Mana Crypt",152,76.3
"9","Force of Will",298,76.3
"10","Flooded Strand",185,76.2
"11","Gitaxian Probe",271,76.1
"12","Brainstorm",261,76.1
"13","Trinisphere",77,76
"14","Ancient Tomb",77,76
"15","Preordain",189,76
"16","Scalding Tarn",200,76
"17","Polluted Delta",196,76
"18","Ancestral Recall",275,76
"19","Time Walk",268,76
"20","Mox Emerald",258,76
"21","Sol Ring",146,75.9
"22","Gush",178,75.9
"23","Force of Negation",195,75.9
"24","Dig Through Time",214,75.9
"25","Strip Mine",223,75.9
"26","Ponder",254,75.9
"27","Flusterstorm",241,75.9
"28","Karn, the Great Creator",49,75.8
"29","Island",155,75.8
"30","Wasteland",211,75.7
"31","Thorn of Amethyst",78,75.6
"32","Daze",130,75.6
"33","Demonic Tutor",186,75.6
"34","Misty Rainforest",242,75.6
"35","Underground Sea",176,75.4
"36","Sphere of Resistance",67,75.3
"37","Lodestone Golem",68,75.3
"38","Mishra's Workshop",68,75.3
"39","Tolarian Academy",111,75.3
"40","Vampiric Tutor",122,75.3
"41","Merchant Scroll",135,75.3
"42","Hollow One",50,75.2
"43","Bazaar of Baghdad",50,75.2
"44","Swords to Plowshares",73,75.1
"45","Phyrexian Revoker",62,75
"46","Tundra",89,75
"47","Narset, Parter of Veils",184,75
"48","Mystical Tutor",98,74.9
"49","Mystic Sanctuary",108,74.9
"50","Pyroblast",113,74.8
