"","CardNames","DeckCount","WinrateAverage"
"1","Intuition",2,100
"2","Tezzeret the Seeker",1,100
"3","Blightsteel Colossus",1,100
"4","Voltaic Key",1,100
"5","Opt",1,100
"6","Meddling Mage",1,100
"7","Birgi, God of Storytelling",1,100
"8","Goblin Engineer",1,100
"9","Painter's Servant",1,100
"10","Grindstone",1,100
"11","Experimental Frenzy",1,100
"12","Great Furnace",1,100
"13","Brushland",1,100
"14","Horizon Canopy",1,100
"15","Wurmcoil Engine",1,100
"16","Chandra, Torch of Defiance",1,100
"17","Goblin Rabblemaster",1,100
"18","Scab-Clan Berserker",1,100
"19","Seasoned Pyromancer",1,100
"20","Shatterskull Smashing",1,100
"21","Shenanigans",1,100
"22","Liliana of the Veil",1,100
"23","Grim Lavamancer",1,100
"24","Territorial Kavu",1,100
"25","Raugrin Triome",1,100
"26","Nature's Claim",1,100
"27","Red Elemental Blast",3,91.7
"28","Blood Moon",5,90
"29","Simian Spirit Guide",5,90
"30","City of Traitors",4,88.2
"31","Unmask",10,87.5
"32","Once Upon a Time",8,87.5
"33","Stitcher's Supplier",6,87.5
"34","Windfall",2,87.5
"35","Defense Grid",2,87.5
"36","Emrakul, the Aeons Torn",2,87.5
"37","Ensnaring Bridge",2,87.5
"38","Ichor Wellspring",2,87.5
"39","Bojuka Bog",14,85.7
"40","Scrubland",7,85.7
"41","Ethereal Forager",5,85
"42","Painful Truths",5,85
"43","Magus of the Moon",3,84.6
"44","Bayou",14,83.9
"45","Sprite Dragon",12,83.7
"46","Bloodghast",21,83.5
"47","Dryad Arbor",9,83.3
"48","Savannah",9,83.3
"49","Watery Grave",6,83.3
"50","Opposition Agent",6,83.3
