"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown,Goblins,Unknown,Unknown,Unknown
"Tiers 1.5",Dredge,Unknown - Mono Green Control - Dredge,Dredge - Thalia Stompy - Bant Midrange - Mono Green Control,Dredge,Dredge
"Tiers 2",Thalia Stompy - Bant Midrange - Mono Green Control - UBRG Midrange - Temur Midrange - Goblins,Bant Midrange - Thalia Stompy,Goblins,Thalia Stompy - Bant Midrange - Mono Green Control - Goblins - UBRG Midrange - Temur Midrange,Thalia Stompy - Bant Midrange - Mono Green Control - Goblins - UBRG Midrange - Temur Midrange
"Tiers 2.5",,UBRG Midrange - Temur Midrange,UBRG Midrange - Temur Midrange,,
