"","PlayerS","NAppearances","TotalMatches","WinrateAverage","Winrate95Min","Winrate95Max","TotalPoints","ArchetypeNames","ArchetypeCounts","URL"
"1","hodortimebaby",16,66,0.803030303030303,0.686761154151906,0.890739734382282,159,"Unknown; Dredge","15; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-13#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-28#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-04#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-23#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-29#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-08#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-12#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-06#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-20#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-27#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-08#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-01#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-17#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-29#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-09#hodortimebaby_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-09#hodortimebaby_-"
"2","Wizard_2002",15,60,0.816666666666667,0.695603945259224,0.904764177083436,147,"Dredge; Unknown; Thalia Stompy","4; 7; 4","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-02#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-25#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-03#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-15#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-03#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-08#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-17#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-24#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-15#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-04#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-05#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-12#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-26#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-02#wizard__-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-10-23#wizard__-"
"3","sandydogmtg",12,48,0.791666666666667,0.650089759742673,0.895309316967094,114,"Unknown; Goblins","8; 4","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-04#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-16#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-19#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-28#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-04#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-25#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-03#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-29#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-12#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-14#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-19#sandydogmtg_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-21#sandydogmtg_-"
"4","SuperCow12653",11,45,0.822222222222222,0.67946575660663,0.919982042542694,111,"Unknown; Dredge; Mono Green Control","8; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-09#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-23#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-01#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-24#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-20#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-08#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-15#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-29#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-09#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-28#supercow_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-02#supercow_-"
"5","Jacobisboss",10,42,0.761904761904762,0.605497570978424,0.87948381350782,96,"Unknown; Thalia Stompy; Mono Green Control","7; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-23#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-26#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-23#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-12#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-17#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-24#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-25#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-08#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-17#jacobisboss_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-11#jacobisboss_-"
"6","yamakiller",9,38,0.842105263157895,0.687466391708095,0.939770272082615,96,"Unknown; Mono Green Control","8; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-25#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-27#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-12#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-01#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-29#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-07#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-11#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-21#yamakiller_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-09#yamakiller_-"
"7","killersuv",10,40,0.775,0.615488322696577,0.891603361015928,93,"Bant Midrange; Unknown; Dredge","5; 4; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-09#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-14#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-19#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-26#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-30#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-02-06#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-02-13#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-29#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-01#killersuv_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-27#killersuv_-"
"8","s063",9,36,0.833333333333333,0.671884067957082,0.936279866391614,90,"Unknown; Temur Midrange","8; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-02#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-30#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-02-06#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-02-18#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-17#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-22#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-01#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-02#s_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-10-23#s_-"
"9","karatedom",9,36,0.805555555555556,0.639751983824975,0.918056360234791,87,"Unknown; Dredge","7; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-16#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-21#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-15#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-06#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-29#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-24#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-06-26#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-08#karatedom_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-15#karatedom_-"
"10","Slasher21",9,36,0.75,0.577970415421856,0.878796705876165,81,"Unknown; Thalia Stompy; Jeskai Murktide","5; 3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-01-19#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-03-06#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-04-15#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-06#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-25#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-05-27#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-07-08#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-08-17#slasher_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-preliminary-2021-09-04#slasher_-"
