"","SetCode","NoCopies","Winrate"
"1","ELD",724,0.688
"2","AFR",450,0.689
"3","NEO",391,0.687
"4","MID",367,0.667
"5","ZNR",351,0.674
"6","LEA",324,0.671
"7","AER",275,0.705
"8","KHM",258,0.669
"9","VOW",235,0.68
"10","WAR",231,0.692
"11","IKO",230,0.685
"12","KTK",223,0.704
"13","KLD",216,0.697
"14","STX",203,0.643
"15","LRW",201,0.709
"16","THB",191,0.714
"17","THS",191,0.701
"18","DIS",170,0.672
"19","M20",169,0.68
"20","RAV",159,0.683
"21","RTR",148,0.652
"22","SOI",136,0.688
"23","GPT",130,0.689
"24","AKH",127,0.687
"25","GRN",110,0.678
"26","MOR",88,0.691
"27","M21",87,0.699
"28","APC",82,0.745
"29","M10",82,0.643
"30","ATQ",76,0.709
"31","DST",76,0.709
"32","M15",74,0.694
"33","DOM",70,0.653
"34","XLN",69,0.681
"35","INV",63,0.643
"36","DTK",60,0.679
"37","GTC",55,0.731
"38","HOU",55,0.641
"39","DGM",54,0.642
"40","RIX",53,0.701
"41","DKA",53,0.682
"42","JOU",52,0.676
"43","RNA",47,0.677
"44","ORI",47,0.664
"45","FRF",43,0.707
"46","ISD",39,0.67
"47","MRD",36,0.709
"48","M19",33,0.662
"49","USG",32,0.669
"50","OGW",30,0.691
"51","TSP",28,0.683
"52","BFZ",26,0.641
"53","EMN",18,0.598
"54","M14",18,0.633
"55","BNG",15,0.667
"56","PLC",13,0.678
"57","C14",7,0.545
"58","TOR",6,0.636
"59","M13",5,0.733
"60","CMD",4,0.5
"61","FUT",4,0.5
"62","PTK",2,0.429
