"","SetCode","NoCopies","Winrate"
"1","LEA",2989,0.644
"2","MRD",1560,0.672
"3","ICE",1512,0.635
"4","MH2",853,0.654
"5","SOM",801,0.66
"6","NEO",612,0.656
"7","MH1",561,0.636
"8","LRW",519,0.641
"9","VOW",422,0.642
"10","TOR",422,0.628
"11","M11",415,0.633
"12","TSP",394,0.655
"13","MBS",390,0.662
"14","ZEN",384,0.661
"15","AFR",371,0.658
"16","IKO",332,0.634
"17","C16",325,0.627
"18","DIS",324,0.643
"19","SOI",315,0.65
"20","USG",312,0.646
"21","KHM",305,0.622
"22","ROE",299,0.636
"23","KTK",269,0.669
"24","XLN",263,0.658
"25","M13",257,0.632
"26","MMQ",256,0.638
"27","WWK",236,0.62
"28","ULG",233,0.666
"29","DKA",230,0.646
"30","ALL",220,0.67
"31","RTR",212,0.638
"32","NPH",206,0.626
"33","BOK",204,0.622
"34","ALA",193,0.638
"35","FRF",190,0.637
"36","RAV",174,0.678
"37","JUD",164,0.651
"38","INV",161,0.626
"39","CMR",151,0.593
"40","HOU",143,0.662
"41","SHM",142,0.625
"42","ONS",135,0.687
"43","ISD",134,0.641
"44","DOM",130,0.634
"45","EVE",122,0.608
"46","CN2",120,0.614
"47","AVR",108,0.643
"48","DST",108,0.628
"49","STX",105,0.699
"50","M12",102,0.622
"51","PLS",98,0.677
"52","AKH",96,0.623
"53","CSP",84,0.596
"54","VIS",83,0.632
"55","MOR",76,0.662
"56","ARN",72,0.679
"57","ELD",71,0.648
"58","TMP",68,0.624
"59","ZNR",68,0.617
"60","APC",67,0.616
"61","M10",64,0.591
"62","SCG",61,0.628
"63","ODY",61,0.662
"64","M21",59,0.633
"65","MID",58,0.661
"66","ORI",54,0.674
"67","GTC",53,0.668
"68","P02",52,0.717
"69","RNA",51,0.633
"70","FUT",49,0.662
"71","ATQ",48,0.56
"72","LEG",47,0.649
"73","5DN",41,0.659
"74","LGN",41,0.677
"75","AER",36,0.656
"76","GPT",34,0.576
"77","BFZ",29,0.667
"78","THB",28,0.571
"79","JOU",28,0.578
"80","THS",24,0.643
"81","PLC",23,0.608
"82","NEM",21,0.682
"83","CHK",20,0.614
"84","ARB",15,0.682
"85","KLD",15,0.562
"86","M15",13,0.629
"87","EMN",12,0.579
"88","BNG",10,0.56
"89","DGM",9,0.667
"90","M14",8,0.625
"91","WAR",8,0.682
"92","OGW",5,0.6
"93","FEM",4,0.714
"94","JMP",4,0.667
"95","SOK",3,0.632
"96","GRN",2,0.625
"97","CNS",1,0.5
