"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Eldrazi Tron - Urza Oko,Niv To Light - Infect,Urza Oko - Eldrazi Tron,Urza Oko - Eldrazi Tron,Urza Oko - Eldrazi Tron
"Tiers 1.5",Burn - Amulet Titan - Green Tron - UBRG Shadow - Stoneblade - Simic Titan - Bant Control,Urza Oko - Crabvine - Bogles - Simic Titan - UBRG Shadow - Titan Shift - Bant Control - Amulet Titan - Eldrazi Tron - Stoneblade,Infect - UBRG Shadow - Simic Titan - Amulet Titan - Bant Control - Stoneblade - Titan Shift - Green Tron - Burn - Niv To Light,UBRG Shadow - Infect - Amulet Titan - Simic Titan - Burn - Green Tron - Bant Control - Stoneblade - Titan Shift,UBRG Shadow - Infect - Amulet Titan - Simic Titan - Burn - Green Tron - Bant Control - Stoneblade - Titan Shift
"Tiers 2",Infect - Titan Shift - Mono Red Prowess - Jund Midrange - Grixis Shadow - Dredge - Devoted Combo,Humans - Green Tron - Burn - Mono Red Prowess,Crabvine - Bogles - Mono Red Prowess - Humans,Niv To Light - Mono Red Prowess - Crabvine - Bogles - Humans,Niv To Light - Mono Red Prowess - Crabvine - Bogles - Humans
"Tiers 2.5",Crabvine - Bogles - Humans - Niv To Light,Devoted Combo - Grixis Shadow - Jund Midrange - Dredge,Grixis Shadow - Jund Midrange - Devoted Combo - Dredge,Grixis Shadow - Jund Midrange - Devoted Combo - Dredge,Grixis Shadow - Jund Midrange - Devoted Combo - Dredge
