"","CardNames","DeckCount","WinrateAverage"
"1","Dispel",1,87.5
"2","Lyra Dawnbringer",1,87.5
"3","Sword of Fire and Ice",1,87.5
"4","Thrun, the Last Troll",1,87.5
"5","Niv-Mizzet Reborn",2,80
"6","Kaya's Guile",2,80
"7","Crumble to Dust",2,80
"8","Deafening Clarion",2,80
"9","Fracturing Gust",2,80
"10","Unmoored Ego",2,80
"11","Experimental Frenzy",2,78.9
"12","Natural State",2,77.8
"13","Teferi, Time Raveler",7,76.8
"14","Duress",2,76.5
"15","Dead of Winter",2,76.5
"16","Emry, Lurker of the Loch",2,76.5
"17","Force of Negation",3,76
"18","Torpor Orb",7,75
"19","Beast Within",2,75
"20","Tarmogoyf",2,75
"21","Pact of Negation",1,75
"22","Fog",1,75
"23","Leonin Relic-Warder",1,75
"24","Orzhov Pontiff",1,75
"25","Island",1,75
"26","Vampiric Link",1,75
"27","Fact or Fiction",1,75
"28","Rebuild",1,75
"29","Wicked Wolf",1,75
"30","Craterhoof Behemoth",1,75
"31","Meteor Golem",1,75
"32","Batterskull",1,75
"33","Golos, Tireless Pilgrim",1,75
"34","Ruric Thar, the Unbowed",1,75
"35","Boseiju, Who Shelters All",1,75
"36","Dissenter's Deliverance",6,73.9
"37","Lavinia, Azorius Renegade",3,73.9
"38","Bojuka Bog",3,73.9
"39","Yixlid Jailer",4,73.3
"40","Settle the Wreckage",2,73.3
"41","Gideon, Ally of Zendikar",2,73.3
"42","All Is Dust",4,72.7
"43","Supreme Verdict",6,72.3
"44","Oko, Thief of Crowns",12,72
"45","Drown in the Loch",4,71.9
"46","Lightning Bolt",6,71.7
"47","Melira, Sylvok Outcast",9,71.4
"48","Wrath of God",4,71.4
"49","Flusterstorm",2,71.4
"50","Invisible Stalker",2,71.4
