"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",83,69
"2","Mystical Dispute",79,68.3
"3","Grafdigger's Cage",67,69
"4","Damping Sphere",66,69.4
"5","Dismember",64,68.3
"6","Ashiok, Dream Render",49,68.6
"7","Ensnaring Bridge",47,67.4
"8","Mycosynth Lattice",46,67.1
"9","Pithing Needle",42,68.2
"10","Tormod's Crypt",41,69.3
"11","Liquimetal Coating",40,67.1
"12","Disdainful Stroke",39,66.7
"13","Walking Ballista",38,66.7
"14","Wurmcoil Engine",37,67.8
"15","Ceremonious Rejection",36,70.2
"16","Relic of Progenitus",35,68.9
"17","Spatial Contortion",30,68.4
"18","Rest in Peace",26,68
"19","Sorcerous Spyglass",26,68.7
"20","Collective Brutality",23,63.2
"21","Engineered Explosives",22,66.3
"22","Nature's Claim",22,66.9
"23","Skysovereign, Consul Flagship",22,68.5
"24","Collector Ouphe",20,67.1
"25","Plague Engineer",20,64
"26","Reclamation Sage",20,68.4
"27","Witchbane Orb",20,67.3
"28","Anger of the Gods",19,62.9
"29","Leyline of the Void",18,61.9
"30","Fatal Push",16,71
"31","Path to Exile",15,68.4
"32","Timely Reinforcements",15,66.1
"33","Obstinate Baloth",15,69.7
"34","Celestial Purge",14,65.7
"35","Assassin's Trophy",14,69.2
"36","Abrade",13,64.9
"37","Mystic Forge",13,68.4
"38","Blood Moon",13,68
"39","Oko, Thief of Crowns",12,72
"40","Smash to Smithereens",12,62.9
"41","Nihil Spellbomb",11,59.8
"42","Tireless Tracker",11,60
"43","Kor Firewalker",11,63.7
"44","Leyline of Sanctity",11,65.1
"45","Force of Vigor",11,67.9
"46","Kolaghan's Command",10,60.8
"47","Melira, Sylvok Outcast",9,71.4
"48","Spellskite",9,70.1
"49","Surgical Extraction",9,57.1
"50","Chameleon Colossus",9,70.4
