"","CardNames","DeckCount","WinrateAverage"
"1","Breeding Pool",78,69.9
"2","Snow-Covered Forest",77,69.8
"3","Misty Rainforest",71,69.2
"4","Oko, Thief of Crowns",70,69.7
"5","Snow-Covered Island",67,70
"6","Forest",56,66.7
"7","Ghost Quarter",54,66
"8","Cavern of Souls",53,68.3
"9","Once Upon a Time",51,68.2
"10","Arcum's Astrolabe",49,71.1
"11","Flooded Strand",49,70.2
"12","Dismember",49,66.8
"13","Polluted Delta",47,70.7
"14","Blast Zone",47,68.2
"15","Karn, the Great Creator",46,67.1
"16","Walking Ballista",43,67.1
"17","Mishra's Bauble",40,71.7
"18","Mountain",40,62.3
"19","Cryptic Command",39,71.9
"20","Expedition Map",39,67.8
"21","Urza's Mine",39,67.8
"22","Urza's Power Plant",39,67.8
"23","Urza's Tower",39,67.8
"24","Wooded Foothills",39,65.1
"25","Engineered Explosives",38,71.9
"26","Mystic Sanctuary",38,71.4
"27","Scalding Tarn",38,69.4
"28","Gilded Goose",34,71.2
"29","Ice-Fang Coatl",34,70.4
"30","Windswept Heath",34,68.5
"31","Lightning Bolt",34,63.3
"32","Thought-Knot Seer",33,68.5
"33","Eldrazi Temple",33,68.5
"34","Mox Opal",32,72
"35","Reality Smasher",32,68.3
"36","Chalice of the Void",32,68.3
"37","Urza, Lord High Artificer",31,72.4
"38","Matter Reshaper",30,68.4
"39","Wastes",30,68.1
"40","Archmage's Charm",29,71.9
"41","Temple Garden",29,67.6
"42","Hallowed Fountain",28,69
"43","All Is Dust",28,67.6
"44","Metallic Rebuke",27,73.3
"45","Verdant Catacombs",27,67
"46","Snow-Covered Plains",26,68.4
"47","Watery Grave",26,68.7
"48","Swamp",25,63.1
"49","Blood Crypt",25,63.4
"50","Ugin, the Ineffable",25,68.9
