"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Murktide - Hammer Time - Creativity Combo - Footfalls - Rakdos Scam - Burn - Yawgmoth - Amulet Titan - Underworld Breach Combo - Green Tron - Elementals - Living End - Domain Zoo - Merfolk,Heliod Combo - Izzet Breach Value - Mono Red Midrange - Omnath Scapeshift - WURG Control - Hardened Scales - Living End - Amulet Titan,Izzet Breach Value - Amulet Titan - Living End - Creativity Combo - Mono Red Midrange - Hammer Time - Omnath Scapeshift - WURG Control - Footfalls - Rakdos Scam - Hardened Scales - Heliod Combo - Underworld Breach Combo,Hammer Time - Creativity Combo - Izzet Murktide - Footfalls - Rakdos Scam - Amulet Titan - Underworld Breach Combo - Living End - Burn - Yawgmoth - Elementals - Domain Zoo - Merfolk,Hammer Time - Creativity Combo - Izzet Murktide - Footfalls - Rakdos Scam - Amulet Titan - Underworld Breach Combo - Living End - Burn - Yawgmoth - Elementals - Domain Zoo - Merfolk
"Tiers 1.5",Prowess - Mill - Grixis Shadow - Jeskai Control - Jeskai Breach Value - Omnath Control - Azorius Control - Jund Saga - Affinity - Asmo Food - Jund Midrange - Unknown - WURG Control - Dredge - Hardened Scales - Eldrazi Tron - Blue Scapeshift - Infect,Devoted Combo - Creativity Combo - Hammer Time - Jund Saga - Prison Tron - Underworld Breach Combo - Rakdos Scam - Footfalls - Blue Scapeshift - Infect - Omnath Control - Abzan Midrange - Domain Zoo - Merfolk - Elementals - Asmo Food - Jeskai Control - Prowess - Jeskai Midrange - Mardu Scam - Jeskai Breach Value - Gruul Saga - Mono Red Saga - Eldrazi Tron - Blue Tron - Bant Blink - 5 Color Blink - Azorius Control - Grixis Scam - Crabvine - Izzet Murktide - Gruul Midrange - Yawgmoth,Jund Saga - Devoted Combo - Domain Zoo - Elementals - Merfolk - Omnath Control - Izzet Murktide - Prowess - Jeskai Control - Blue Scapeshift - Infect - Jeskai Breach Value - Asmo Food - Yawgmoth - Azorius Control - Burn - Eldrazi Tron - Mardu Scam - Grixis Shadow - Blue Tron - Prison Tron - Bant Blink,Prowess - WURG Control - Jeskai Control - Hardened Scales - Omnath Control - Jund Saga - Izzet Breach Value - Omnath Scapeshift - Jeskai Breach Value - Grixis Shadow - Devoted Combo - Azorius Control - Asmo Food - Green Tron - Blue Scapeshift - Mono Red Midrange - Infect - Mill - Heliod Combo - Eldrazi Tron - Mardu Scam - Affinity - Jund Midrange - Dredge,Prowess - WURG Control - Jeskai Control - Hardened Scales - Omnath Control - Jund Saga - Izzet Breach Value - Omnath Scapeshift - Jeskai Breach Value - Grixis Shadow - Devoted Combo - Azorius Control - Asmo Food - Green Tron - Blue Scapeshift - Mono Red Midrange - Infect - Mill - Heliod Combo - Eldrazi Tron - Mardu Scam - Affinity - Jund Midrange - Dredge
"Tiers 2",Devoted Combo - Goblins - Omnath Scapeshift - Enchantress - Rakdos Midrange - Mardu Scam - Reanimator - Glimpse Combo - Bant Control - Blue Tron - Gruul Midrange - Belcher - Thopter Urza - Coffers Control - Bant Blink - Mono White Taxes - Izzet Breach Value - Stoneblade - Esper Control - Elves - Jeskai Midrange - Mono Red Saga - Izzet Aggro - Titan Shift - Mono Red Midrange - Gruul Saga - Saheeli Combo,Grixis Shadow - Bant Control - Rakdos Midrange - Stoneblade - Burn - Mono White Taxes - Dredge - Tameshi Bloom - Mono White Humans - Jund Midrange - Jeskai Aggro - Conflict(Elementals,Omnath Saheeli) - Affinity - Thopter Urza - Elves - Titan Shift - Esper Control - Belcher - Reanimator - WURG Blink - Mill - Enchantress - Coffers Control - Green Tron - Glimpse Combo,Dredge - Jeskai Midrange - Gruul Midrange - Rakdos Midrange - Mono Red Saga - Jund Midrange - Abzan Midrange - Gruul Saga - Affinity - Bant Control - 5 Color Blink - Mill - Stoneblade - Mono White Taxes - Green Tron - Grixis Scam - Thopter Urza - Crabvine - Reanimator - Enchantress - Belcher - Elves - Tameshi Bloom - Mono White Humans - Esper Control - Glimpse Combo - Unknown - Titan Shift - Coffers Control - Jeskai Aggro - Conflict(Elementals,Omnath Saheeli),Blue Tron - Rakdos Midrange - Bant Blink - Gruul Midrange - Bant Control - Jeskai Midrange - Unknown - Prison Tron - Mono Red Saga - Stoneblade - Mono White Taxes - Gruul Saga - Reanimator - Enchantress - Abzan Midrange - Thopter Urza - 5 Color Blink - Belcher - Grixis Scam - Glimpse Combo - Goblins - Coffers Control - Elves - Crabvine - Esper Control - Titan Shift - Tameshi Bloom - Mono White Humans,Blue Tron - Rakdos Midrange - Bant Blink - Gruul Midrange - Bant Control - Jeskai Midrange - Unknown - Prison Tron - Mono Red Saga - Stoneblade - Mono White Taxes - Gruul Saga - Reanimator - Enchantress - Abzan Midrange - Thopter Urza - 5 Color Blink - Belcher - Grixis Scam - Glimpse Combo - Goblins - Coffers Control - Elves - Crabvine - Esper Control - Titan Shift - Tameshi Bloom - Mono White Humans
"Tiers 2.5",5 Color Blink - Abzan Midrange - Golgari Midrange - Grixis Scam - Prison Tron - Tameshi Bloom - Mono White Humans - Rotpriest Combo - Jeskai Aggro - Conflict(Elementals,Omnath Saheeli) - Heliod Combo - Bogles - Temur Midrange - WURG Blink - Crabvine,Unknown - Rotpriest Combo - Goblins - Golgari Midrange - Bogles - Temur Midrange - Saheeli Combo - Izzet Aggro,Goblins - WURG Blink - Rotpriest Combo - Golgari Midrange - Bogles - Temur Midrange - Saheeli Combo - Izzet Aggro,Jeskai Aggro - Conflict(Elementals,Omnath Saheeli) - WURG Blink - Rotpriest Combo - Golgari Midrange - Bogles - Saheeli Combo - Temur Midrange - Izzet Aggro,Jeskai Aggro - Conflict(Elementals,Omnath Saheeli) - WURG Blink - Rotpriest Combo - Golgari Midrange - Bogles - Saheeli Combo - Temur Midrange - Izzet Aggro
