"","SetCode","NoCopies","Winrate"
"1","MH2",5040,0.73
"2","ZEN",2064,0.73
"3","LEA",2014,0.725
"4","MH1",1770,0.729
"5","ONS",1370,0.734
"6","ELD",996,0.731
"7","WWK",861,0.736
"8","NEO",855,0.731
"9","SNC",744,0.728
"10","GPT",689,0.73
"11","KLD",641,0.731
"12","STX",596,0.734
"13","DIS",566,0.728
"14","RAV",560,0.727
"15","M20",535,0.729
"16","CSP",528,0.735
"17","LRW",491,0.716
"18","FUT",490,0.734
"19","ICE",466,0.739
"20","WAR",457,0.71
"21","5DN",417,0.735
"22","NPH",408,0.718
"23","ZNR",389,0.726
"24","EMN",374,0.723
"25","MID",372,0.734
"26","ATQ",372,0.71
"27","SOM",346,0.716
"28","AVR",321,0.735
"29","ARB",302,0.719
"30","MRD",302,0.714
"31","THB",300,0.728
"32","CMD",300,0.733
"33","TSP",280,0.725
"34","DKA",271,0.719
"35","IKO",260,0.726
"36","AER",258,0.72
"37","M21",185,0.732
"38","PC2",184,0.72
"39","M11",184,0.736
"40","RNA",183,0.738
"41","MBS",175,0.734
"42","PLS",163,0.737
"43","SHM",157,0.72
"44","DRK",155,0.723
"45","CHK",152,0.722
"46","AFR",152,0.722
"47","PLC",146,0.71
"48","KTK",129,0.73
"49","ROE",129,0.709
"50","HOU",128,0.718
"51","DST",128,0.707
"52","GTC",127,0.732
"53","CON",119,0.753
"54","AKH",115,0.723
"55","SOK",112,0.721
"56","ALA",111,0.718
"57","MIR",110,0.716
"58","RTR",110,0.737
"59","OGW",92,0.715
"60","STH",91,0.719
"61","JOU",82,0.724
"62","APC",74,0.694
"63","SOI",73,0.768
"64","DOM",68,0.705
"65","MOR",63,0.701
"66","INV",58,0.685
"67","ISD",57,0.718
"68","EVE",52,0.716
"69","DTK",50,0.71
"70","M19",46,0.707
"71","VOW",43,0.742
"72","BFZ",43,0.68
"73","XLN",38,0.717
"74","M13",36,0.697
"75","GRN",35,0.75
"76","THS",24,0.791
"77","ULG",23,0.7
"78","FRF",22,0.694
"79","M15",19,0.743
"80","M12",15,0.7
"81","WTH",14,0.7
"82","DGM",14,0.709
"83","ORI",12,0.733
"84","M10",11,0.679
"85","KHM",11,0.66
"86","JUD",9,0.682
"87","PTK",5,0.917
"88","C14",5,0.741
"89","TOR",4,0.714
"90","VIS",4,0.571
"91","ARN",3,0.571
"92","M14",3,0.571
"93","SCG",2,0.571
