EVENT,META,WEEK,DATE,RESULT,POINTS,PLAYER,URL,ARCHETYPE,COLOR,COMPANION
Modern Preliminary,LastOkoDays,4,2020-01-01,4-1,12,FREEROLLIN,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#freerollin_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,Boland,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#boland_-,Grixis Shadow,UBR,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,rdoe14,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#rdoe_-,Jund Midrange,BRG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,iDaveW,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#idavew_-,Infect,UG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,stonepeanut,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#stonepeanut_-,Crabvine,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,WangoTango73,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#wangotango_-,Azorius Taxes,WU,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,Tyerube1618,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#tyerube_-,Green Tron,G,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,ZYURYO,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#zyuryo_-,WURG Control,WURG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,JustBurn420,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#justburn_-,Slivers,WUBRG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,nano_indentertion,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#nano_indentertion_-,Mill,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#soulstrong_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,darkpoetbill,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#darkpoetbill_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,Albimtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#albimtg_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,4,2020-01-01,3-2,9,lwdgg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-02#lwdgg_-,Primeval Titan,UG,
Modern Preliminary,LastOkoDays,4,2020-01-02,5-0,15,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#mcwinsauce_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,Sodeq,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#sodeq_-,Dredge,BRG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,Vidandric,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#vidandric_-,Dredge,BRG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,MaLiam,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#maliam_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,Dazai,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#dazai_-,Bant Midrange,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#soulstrong_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,4,2020-01-02,4-1,12,Nammersquats,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#nammersquats_-,Bant Midrange,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,OptionParalysis,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#optionparalysis_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,_Batutinha_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#_batutinha__-,Primeval Titan,UG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,xfile,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#xfile_-,Primeval Titan,G,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,Toastxp,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#toastxp_-,Urza Oko,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,Gobo2009,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#gobo_-,Orzhov Midrange,WB,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,JustBurn420,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#justburn_-,Slivers,WUBRG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,BigHuman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#bighuman_-,Burn,WR,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,pegajusus,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#pegajusus_-,Urza Oko,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-02,3-2,9,Pistone11,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-03#pistone_-,Gifts Storm,UR,
Modern Preliminary,LastOkoDays,4,2020-01-03,5-0,15,xfile,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#xfile_-,Eldrazi Tron,G,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,MentalMisstep,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#mentalmisstep_-,Urza Oko,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,fried-liver-attack,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#fried-liver-attack_-,Eldrazi Tron,G,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,122pablo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#pablo_-,Ascendancy Combo,WURG,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,penips,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#penips_-,Orzhov Taxes,WB,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,Wolvenjoe1984,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#wolvenjoe_-,Thopter Urza,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-03,4-1,12,Volcano666,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#volcano_-,Crabvine,UBG,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,Coly2,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#coly_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,JustBurn420,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#justburn_-,Slivers,WUBRG,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,Sanchez5272,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#sanchez_-,Mono Red Prowess,R,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,sandydogmtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#sandydogmtg_-,Burn,R,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,Oderus Urungus,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#oderus_urungus_-,Burn,R,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,tangrams,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#tangrams_-,Primeval Titan,UG,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,Theo_Jung,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#theo_jung_-,Eldrazi Tron,C,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,TheYostWithTheMost,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#theyostwiththemost_-,Urza Oko,WUG,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,qbturtle15,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#qbturtle_-,Gruul Midrange,RG,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,fistfullofmetal,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#fistfullofmetal_-,Green Tron,G,
Modern Preliminary,LastOkoDays,4,2020-01-03,3-2,9,SourceOdin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-04#sourceodin_-,Urza Oko,WUG,
Modern Challenge,LastOkoDays,4,2020-01-04,1st Place,15,LillHalonen,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lillhalonen_st_place,Bogles,WG,
Modern Challenge,LastOkoDays,4,2020-01-04,2nd Place,18,Elnitzo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#elnitzo_nd_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,4,2020-01-04,3rd Place,18,exoticherman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#exoticherman_rd_place,Infect,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,4th Place,15,austinflakesss,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#austinflakesss_th_place,Primeval Titan,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,5th Place,21,lan2_13,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lan__th_place,Niv To Light,WUBRG,
Modern Challenge,LastOkoDays,4,2020-01-04,6th Place,18,llawtonss,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#llawtonss_th_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,7th Place,18,rksgsn,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#rksgsn_th_place,Burn,R,
Modern Challenge,LastOkoDays,4,2020-01-04,8th Place,18,Samcaster-Mage,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#samcaster-mage_th_place,Eldrazi Tron,G,
Modern Challenge,LastOkoDays,4,2020-01-04,9th Place,15,CraigMack378,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#craigmack_th_place,Green Tron,G,
Modern Challenge,LastOkoDays,4,2020-01-04,10th Place,15,failbotover9000,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#failbotover_th_place,Jund Midrange,BRG,
Modern Challenge,LastOkoDays,4,2020-01-04,11th Place,15,xfile,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#xfile_th_place,Eldrazi Tron,G,
Modern Challenge,LastOkoDays,4,2020-01-04,12th Place,15,JHF,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#jhf_th_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,13th Place,15,mindcandy,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#mindcandy_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,4,2020-01-04,14th Place,15,GodOfSlaughter,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#godofslaughter_th_place,Bant Midrange,WUG,
Modern Challenge,LastOkoDays,4,2020-01-04,15th Place,15,VTCLA,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#vtcla_th_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,16th Place,15,yPrincipe,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#yprincipe_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,4,2020-01-04,17th Place,15,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#soulstrong_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,4,2020-01-04,18th Place,15,NuBlkAu,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#nublkau_th_place,UBRG Shadow,UBRG,
Modern Challenge,LastOkoDays,4,2020-01-04,19th Place,15,Andreas_Mueller,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#andreas_mueller_th_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,20th Place,15,JustBurn420,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#justburn_th_place,Slivers,WUBRG,
Modern Challenge,LastOkoDays,4,2020-01-04,21st Place,15,bradyoo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#bradyoo_st_place,Urza Oko,UG,
Modern Challenge,LastOkoDays,4,2020-01-04,22nd Place,15,cityofcards,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#cityofcards_nd_place,Azorius Control,WU,
Modern Challenge,LastOkoDays,4,2020-01-04,23rd Place,15,Kazuga,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#kazuga_rd_place,Primeval Titan,WG,
Modern Challenge,LastOkoDays,4,2020-01-04,24th Place,12,ZackyChan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#zackychan_th_place,Urza Oko,URG,
Modern Challenge,LastOkoDays,4,2020-01-04,25th Place,12,RicardoMSLan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#ricardomslan_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,4,2020-01-04,26th Place,12,Szelma,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#szelma_th_place,Eldrazi Tron,C,
Modern Challenge,LastOkoDays,4,2020-01-04,27th Place,12,fradev1988,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#fradev_th_place,Electro Balance,UR,
Modern Challenge,LastOkoDays,4,2020-01-04,28th Place,12,CHILLEDADED,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#chilledaded_th_place,Burn,WR,
Modern Challenge,LastOkoDays,4,2020-01-04,29th Place,12,CarlSwaggin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#carlswaggin_th_place,Green Tron,G,
Modern Challenge,LastOkoDays,4,2020-01-04,30th Place,12,MGGX,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#mggx_th_place,Grixis Shadow,UBR,
Modern Challenge,LastOkoDays,4,2020-01-04,31st Place,12,yamakiller,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#yamakiller_st_place,Titan Shift,RG,
Modern Challenge,LastOkoDays,4,2020-01-04,32nd Place,12,NorrathDecay,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#norrathdecay_nd_place,Burn,WR,
Modern Champs,LastOkoDays,4,2020-01-04,1st Place,15,pepeteam,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#pepeteam_st_place,Urza Oko,UG,
Modern Champs,LastOkoDays,4,2020-01-04,2nd Place,15,Toastxp,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#toastxp_nd_place,Urza Oko,UBG,
Modern Champs,LastOkoDays,4,2020-01-04,3rd Place,15,fradelrock,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#fradelrock_rd_place,Eldrazi Tron,C,
Modern Champs,LastOkoDays,4,2020-01-04,4th Place,12,jessy_samek,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#jessy_samek_th_place,Urza Oko,WURG,
Modern Champs,LastOkoDays,4,2020-01-04,5th Place,15,MentalMisstep,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mentalmisstep_th_place,Urza Oko,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,6th Place,12,i_b_TRUE,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#i_b_true_th_place,Titan Shift,RG,
Modern Champs,LastOkoDays,4,2020-01-04,7th Place,12,Do0mSwitch,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#domswitch_th_place,Bant Control,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,8th Place,12,Icteridae,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#icteridae_th_place,Devoted,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,9th Place,12,Yaggdryzzill,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#yaggdryzzill_th_place,Eldrazi Tron,C,
Modern Champs,LastOkoDays,4,2020-01-04,10th Place,12,JPA93,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#jpa_th_place,Infect,UG,
Modern Champs,LastOkoDays,4,2020-01-04,11th Place,12,didoguidotti1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#didoguidotti_th_place,UBRG Shadow,UBRG,
Modern Champs,LastOkoDays,4,2020-01-04,12th Place,12,Volollo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#volollo_th_place,Urza Oko,UBG,
Modern Champs,LastOkoDays,4,2020-01-04,13th Place,12,Ihavethefire,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#ihavethefire_th_place,Naya Midrange,WRG,
Modern Champs,LastOkoDays,4,2020-01-04,14th Place,12,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mcwinsauce_th_place,Bant Control,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,15th Place,12,bershekprc10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#bershekprc_th_place,Eldrazi Tron,C,
Modern Champs,LastOkoDays,4,2020-01-04,16th Place,9,mechint,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#mechint_th_place,Urza Oko,UG,
Modern Champs,LastOkoDays,4,2020-01-04,17th Place,9,sandydogmtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#sandydogmtg_th_place,Burn,R,
Modern Champs,LastOkoDays,4,2020-01-04,18th Place,9,Nilsfit,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#nilsfit_th_place,Urza Oko,UG,
Modern Champs,LastOkoDays,4,2020-01-04,19th Place,9,bobthedog,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#bobthedog_th_place,Urza Oko,UG,
Modern Champs,LastOkoDays,4,2020-01-04,20th Place,9,Valident,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#valident_th_place,Azorius Control,WU,
Modern Champs,LastOkoDays,4,2020-01-04,21st Place,9,2radMTG,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#radmtg_st_place,Bogles,WG,
Modern Champs,LastOkoDays,4,2020-01-04,22nd Place,9,kangurello,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#kangurello_nd_place,Gifts Storm,UR,
Modern Champs,LastOkoDays,4,2020-01-04,23rd Place,9,Nammersquats,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#nammersquats_rd_place,Bant Midrange,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,24th Place,9,_ctrl_q_f_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#_ctrl_q_f__th_place,Devoted,WUG,
Modern Champs,LastOkoDays,4,2020-01-04,25th Place,9,SebastianStueckl,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#sebastianstueckl_th_place,Merfolk,UG,
Modern Champs,LastOkoDays,4,2020-01-04,26th Place,6,LSMD,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#lsmd_th_place,Grixis Shadow,UBR,
Modern Champs,LastOkoDays,4,2020-01-04,27th Place,6,Naisirc,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#naisirc_th_place,Primeval Titan,UG,
Modern Champs,LastOkoDays,4,2020-01-04,28th Place,6,milikin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#milikin_th_place,Dredge,BRG,
Modern Champs,LastOkoDays,4,2020-01-04,29th Place,6,shadow_PT,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#shadow_pt_th_place,Eldrazi Tron,C,
Modern Champs,LastOkoDays,4,2020-01-04,30th Place,3,Sodeq,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#sodeq_th_place,Dredge,BRG,
Modern Champs,LastOkoDays,4,2020-01-04,31st Place,3,Irra0770,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#irra_st_place,Jund Midrange,BRG,
Modern Champs,LastOkoDays,4,2020-01-04,32nd Place,3,KillaGerm,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#killagerm_nd_place,Gruul Midrange,RG,
Modern Preliminary,LastOkoDays,5,2020-01-06,5-0,15,l337erhosen,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#lerhosen_-,Bogles,WG,
Modern Preliminary,LastOkoDays,5,2020-01-06,5-0,15,SoulStrong,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#soulstrong_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,Beekeeper,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#beekeeper_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,azax,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#azax_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,MLupa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#mlupa_-,Devoted,WUG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,McWinSauce,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#mcwinsauce_-,Bant Control,WUG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,n00bcheesepwner,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#nbcheesepwner_-,Amulet Titan,UG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,benchsummer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#benchsummer_-,UBRG Shadow,UBRG,
Modern Preliminary,LastOkoDays,5,2020-01-06,4-1,12,fried-liver-attack,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#fried-liver-attack_-,Eldrazi Tron,G,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,sandydogmtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#sandydogmtg_-,Burn,R,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,bradyoo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#bradyoo_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,vini_torres,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#vini_torres_-,Gifts Storm,UR,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,frozenian,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#frozenian_-,Crabvine,UBRG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,YawgmothPT,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#yawgmothpt_-,Humans,WUBRG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,Kricha13,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#kricha_-,Thopter Urza,WUBR,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,xame3,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#xame_-,Burn,WR,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,SlyDaniel7787,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#slydaniel_-,Eldrazi Tron,G,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,dillyg10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#dillyg_-,Bant Midrange,WUG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,THEsneakyhomunculous,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#thesneakyhomunculous_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,karatedom,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#karatedom_-,Primeval Titan,UG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,Nope5390,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#nope_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,5,2020-01-06,3-2,9,ERUERUFU,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-07#eruerufu_-,Bushwhacker Zoo,WRG,
Modern Preliminary,LastOkoDays,5,2020-01-07,5-0,15,Graciasportanto,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-08#graciasportanto_-,Urza Oko,UBG,
Modern Preliminary,LastOkoDays,5,2020-01-07,4-1,12,mell0n,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-08#melln_-,Urza Oko,UG,
Modern Preliminary,LastOkoDays,5,2020-01-07,4-1,12,fistfullofmetal,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-08#fistfullofmetal_-,Green Tron,RG,
Modern Preliminary,LastOkoDays,5,2020-01-07,4-1,12,ecobaronen,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-01-08#ecobaronen_-,Bant Midrange,WUG,
